gene	p
CTD-3222D19.2	0.966850696207339
SLC35E1	0.713937339340612
AC074375.1	0.3926
STMND1	0.713913352868982
ASCL5	0.881266965431497
LINC00392	0.790382224425424
RP11-587D21.1	0.3925
RP11-830F9.7	0.596091804222419
NIFK-AS1	0.713769434039202
RPL12P15	0.5960238425528
CTC-487M23.5	0.3924
CTC-487M23.7	0.595919901175737
CTC-487M23.8	0.3924
REEP5	0.71366949040741
XBP1P1	0.3924
ZRSR1	0.3924
CTB-113P19.4	0.713641506190509
IGJP1	0.3923
UPK3B	0.790042416077332
CASC10	0.3922
MIR1915	0.3922
RIOK3	0.713485594124914
RAB11FIP5	0.713465605398555
RPS12P31	0.3921
AC012531.23	0.713377655002579
HOTAIR	0.392
HOXC12	0.713377655002579
DDTP1	0.392
EXOG	0.71335766627622
RPL18AP7	0.392
AC073254.1	0.713313691078232
HBA1	0.392
HBA2	0.392
HBQ1	0.595512131158027
LA16C-OS12.2	0.71328570686133
RASD2	0.88086719090433
CYP1D1P	0.595468155960039
FAR1-IT1	0.713249727153885
RPL39P26	0.713249727153885
ADPRM	0.595456162724224
RP5-912I13.1	0.59535222134716
CDH16	0.713121799305192
RP11-61A14.3	0.3918
AC083884.8	0.3918
STAG3L2	0.3918
CTSG	0.3918
RP11-9M16.3	0.789674623512339
IGHV2-70	0.3917
IGHV3-71	0.3917
ARHGAP29	0.966622824726854
RN7SL440P	0.713029851163943
RP11-78O9.1	0.713029851163943
RP11-108M12.2	0.789626650569079
RP11-276H7.3	0.3917
ITGB5-AS1	0.712981878220684
OR52U1P	0.71294989625851
C4A	0.789558688899461
DXO	0.92953174409633
LRG_137	0.789558688899461
STK19	0.92953174409633
HMGN2P31	0.712754006740199
RP11-317B3.2	0.594900476131462
RP11-390G14.1	0.59477654602804
DEFB119	0.594736568575324
GAPDH	0.789290839966259
RP5-940J5.3	0.789290839966259
RPL12P2	0.712558117221887
MIR378B	0.712546123986072
RP4-533D7.3	0.3911
MYCL	0.789182900843924
RP1-118J21.5	0.789182900843924
ALG1L8P	0.391
FAM86C2P	0.391
GS1-115G20.2	0.789158914372294
RP11-564P9.1	0.712362227703575
AC119673.1	0.3909
NUCKS1	0.594452728661035
RPS24P8	0.789046977504687
RN7SL39P	0.594408753463047
RP11-710M11.1	0.594408753463047
CRYBG3	0.929231913200955
RP5-1125M8.3	0.842089061769162
RNA5SP271	0.3909
AC074117.10	0.3909
EIF2B4	0.3909
SNX17	0.3909
ZNF513	0.3909
MIR3924	0.3909
OR52W1	0.788943036127624
RP11-290F24.6	0.788943036127624
ARID4B	0.944895079175345
GGPS1	0.712058399062929
RP11-382D8.3	0.594188877473105
LCE3A	0.594148900020389
LCE3B	0.3907
BFAR	0.3907
PLA2G10	0.3907
CTB-129O4.1	0.3907
GFPT2	0.944827117505727
DESI1	0.3905
XRCC6	0.3905
AC018737.3	0.71170259973375
GPR1	0.956760387141652
KRTAP5-4	0.593753123238493
KRTAP5-5	0.593753123238493
UBR1	0.788443317968666
CTC-412M14.5	0.711622644828317
CTC-412M14.6	0.3903
ZNF14	0.788427326987579
RP11-626I20.1	0.593717143531048
RP11-626I20.2	0.3903
ID4	0.841525379685857
AQP11	0.711542689922883
RP11-275O18.1	0.788331381101059
RNA5SP158	0.788315390119972
RP11-57H12.2	0.59360120891817
C16ORF90	0.3902
ACTA1	0.3902
C6ORF47	0.841449422525696
C6ORF47-AS1	0.841449422525696
GPANK1	0.788271414921984
SLC12A3	0.879663869577558
KRT8P51	0.593473281069477
TMEM14C	0.3901
NFKBIZ	0.907851971488081
STK35	0.956592481840242
RMDN3	0.593413314890402
RP11-53O19.3	0.711250854518052
OR5AN2P	0.39
FAAH	0.711218872555879
SPA17	0.841201562318852
AC004840.9	0.39
CHGA	0.879435998097073
RP11-862G15.2	0.787995570498239
RP11-125D12.2	0.593253405079535
RNU6-1226P	0.593041524580137
DARS	0.710691170180018
BTC	0.907392230781839
C3ORF52	0.787563814008899
GCSAM	0.71067118145366
MIR567	0.3896
RALB	0.710583231057683
PQLC2	0.592693720741502
RP11-713M15.2	0.5926657365246
MTND3P7	0.3894
MTND4P17	0.3894
RP11-12N13.4	0.3894
RP11-12N13.6	0.3894
CTD-2555C10.3	0.710447307718447
CTD-2189E23.1	0.787347935764229
NPAP1P6	0.710375348303557
PHF5CP	0.3893
SPATA3-AS1	0.840545932094299
AC005037.4	0.3893
FAM126B	0.3893
HNRNPA1P35	0.3893
LRRC55	0.840541934349027
RPL29P32	0.3892
OR2M7	0.592369903374497
EGLN3-AS1	0.87875638140089
DIO1	0.84038202453816
MARK2P13	0.787048104868854
AC104651.1	0.840326056104357
ANAPC1	0.710111497115627
PRPF19P1	0.389
RP4-591B8.3	0.389
RP5-899B16.1	0.840258094434739
FREM3	0.927884673044403
GUSBP5	0.943767715008735
DDX18P5	0.3889
RP11-567O18.1	0.3889
RP11-770E5.2	0.59204208826222
RP11-3M1.1	0.786768262699837
AC098828.2	0.927796722648426
FBLIM1	0.839958263539364
RP11-169K16.6	0.3886
RP11-498J9.2	0.3886
SRL	0.943567827745152
FAIM	0.59132249411332
RP11-181C21.4	0.3883
SRGAP3-AS3	0.839642441662902
NEPNP	0.591270523424788
TAS2R13	0.591162584302453
MTATP6P3	0.3882
MTND1P15	0.3882
MTRNR2L1	0.3882
RP11-846F4.1	0.3882
RP11-846F4.12	0.3882
RP11-846F4.5	0.3882
RP11-846F4.6	0.3882
RP11-846F4.9	0.3882
TRNAS30P	0.3882
RP11-296P7.4	0.785968713645504
GAL	0.70887219608141
ZFP42	0.839334615276984
RP11-249L21.4	0.3879
HSD17B6	0.708668311072555
PRIM1	0.590754814284743
MRC2	0.906196904945611
AC099332.1	0.708620338129295
RPSA	0.590718834577298
NMD3	0.877657001451182
RP11-763F8.1	0.3878
GYG1P1	0.590610895454963
NAGPA	0.839058770853239
RP11-342K6.1	0.3877
AL590703.1	0.590446987898825
ZNF197-AS1	0.3875
LINC00657	0.3875
RNA5SP349	0.70817658840414
RP1-228H13.2	0.59019512994671
MIR4303	0.70808064251762
FTH1P7	0.83870297152406
GPR61	0.59012317053182
RP5-1160K1.8	0.59012317053182
DNAL4	0.838643005344985
RP11-843A23.1	0.3871
FTLP5	0.58995526523041
CEP85	0.942948177228043
RP11-231P20.5	0.707860766527678
SH3BGRL3	0.707860766527678
SPATA2P1	0.387
TDRD7	0.905645216098121
RN7SL412P	0.707732838678985
RNA5SP166	0.387
FAM69A	0.905569258937959
RN7SL692P	0.707688863480997
RNU6-970P	0.707688863480997
CTD-2336O2.2	0.784785381045091
RNU6-535P	0.589671425316122
RP11-554D15.2	0.707564933377575
RP11-697E14.2	0.838279210525264
PCDHB5	0.3868
PCDHB6	0.589567483939058
AKAP9	0.942764280945547
LRG_331	0.942764280945547
ACSL3	0.955109318344454
RP11-248J23.5	0.589487529033625
PNLIPP1	0.707333064151818
RP11-527L4.5	0.707253109246385
LINC00333	0.589275648534227
RP5-897D18.1	0.707237118265298
RP11-419L4.1	0.784389604263196
NUDT5	0.926481464454048
RNU7-13P	0.3865
MIR582	0.3865
RP11-84O12.4	0.7070252377659
RP11-32F11.2	0.926369527586441
RP11-278C7.1	0.3864
AC006435.1	0.784165730527982
AC009411.1	0.3863
PPIL2	0.954881446863969
YPEL1	0.942480441031258
HMGB1P9	0.3863
HSBP1P2	0.706853334719218
LINC01079	0.837703535206144
CACNA2D2	0.784045798169832
REXO1L8P	0.3862
HSPA2	0.706717411379982
RP11-973N13.4	0.706717411379982
RP11-973N13.5	0.706717411379982
ZBTB1	0.588759939394182
TRAJ13	0.783929863556954
TRAJ14	0.783929863556954
TRAJ15	0.783929863556954
TRAJ16	0.783929863556954
TRAJ17	0.783929863556954
TRAJ18	0.837579605102722
TRAJ19	0.837579605102722
TRAJ20	0.837579605102722
TRAJ21	0.837579605102722
TRAJ22	0.783929863556954
TRAJ23	0.70668942716308
TRAJ24	0.70668942716308
RP11-167H9.5	0.876229806389196
TDPX2	0.3861
ACSS1	0.954753519015275
EEF1GP2	0.706541510588028
AP000936.4	0.588532067913697
AP000936.5	0.386
RP1-158P9.1	0.706481544408953
AL355390.1	0.837355731367509
RP11-399D15.1	0.706437569210965
DNAJC18	0.3859
CD38	0.942248571805502
OR4S1	0.706309641362272
AC022716.1	0.3858
CEACAM7	0.875810043135671
RP11-157L10.1	0.3857
SPP1	0.588212248291963
HNRNPA1P41	0.837091880179579
RP11-347C18.3	0.783390167945279
TP53INP1	0.837083884689035
AC012493.1	0.588128295641258
IMPDH1P6	0.3856
WDFY1	0.837007927528874
AC064853.2	0.588020356518923
SF3B5	0.783222262643869
SPATA2L	0.7058259141844
PPDPF	0.587848453472242
PTK6	0.705821916439128
RP11-661D19.3	0.836860010953822
RP11-140H17.1	0.3854
OR8R1P	0.783022375380286
RP11-800A3.4	0.705709979571522
ZSCAN5B	0.587708532387733
ZSCAN5C	0.3853
LTA4H	0.986067857728241
AP002530.2	0.3853
PRPSAP1	0.78289044978632
RP11-454L9.2	0.587612586501213
RP11-355F22.1	0.705530081034297
RP11-856F16.2	0.3852
H3F3AP6	0.587432687963988
C2ORF74	0.587376719530185
RP11-493E12.1	0.587376719530185
RNU6-142P	0.3849
RP3-513G18.2	0.705214259157835
KLRB1	0.904058111225269
RP11-102J14.1	0.587156843540243
EIF4E2	0.83630432436106
RNU6ATAC18P	0.587032913436822
MRPL50	0.586984940493562
AC006390.4	0.586972947257747
HNRNPA1P65	0.586972947257747
SCOC	0.977632615205024
OR4A11P	0.3846
OR4A12P	0.3846
RNU6-819P	0.3846
TRRAP	0.836068457390032
AC105316.1	0.586725087050903
SNORD41	0.836032477682587
GCN1L1	0.704658572565073
OGDHL	0.782074909750901
RP4-784A16.5	0.3843
RN7SL33P	0.586401269683898
AC097467.2	0.963920348923207
MAP9	0.874694672204877
RP11-27G13.4	0.3842
RP11-27G13.5	0.3842
YWHAEP4	0.586317317033193
THAP1	0.3842
HIGD1AP6	0.78176308561971
TRGJP1	0.58604547035472
MTFR2	0.3839
RP11-1151B14.2	0.585985504175645
RPL7P24	0.3839
SPIC	0.703998944595248
RP11-205K6.1	0.835448806872924
RP11-205K6.2	0.903418471981802
AL157830.1	0.585785616912062
ZNF486	0.3837
C12ORF71	0.5854697950356
HSDL2	0.874134987866843
CCKAR	0.874107003649941
ZNF554	0.87407901943304
LRRC69	0.874047037470866
RP11-18F14.4	0.834977072930867
ALOX15P2	0.703311332408522
RP11-22C8.1	0.3833
HMGB3P26	0.3832
RP11-810B23.1	0.703135431616568
MIR3664	0.3831
TMEM256P1	0.584998061093543
RNU6-973P	0.3829
AC011498.1	0.3829
CTB-50L17.16	0.3829
RN7SL528P	0.3829
PLVAP	0.58477418735833
NUDT8	0.584754198631972
RP11-655M14.13	0.584754198631972
TBX10	0.584754198631972
CTD-2119L1.1	0.702863584938095
RN7SL332P	0.702843596211737
STRBP	0.834597287130059
RNU1-148P	0.584686236962353
INTS8	0.924302693280989
RP11-361M4.1	0.584578297840018
SLC4A11	0.702671693165055
TRIM42	0.3827
RP4-682E18.1	0.780291915359737
RP1-41P2.7	0.780247940161749
BDH2P1	0.584434379010238
GTPBP4	0.873443377934845
IDI2	0.780191971727945
EFCAB10	0.92411080150795
B4GALT6	0.971068317468948
FNBP1L	0.834213503583979
RP5-856G1.1	0.702327887071692
LINC01139	0.702315893835877
RP5-1180C18.1	0.963168772812134
RPS29P6	0.702271918637888
AL359757.1	0.833937659160234
RN7SL170P	0.3822
AAMP	0.3822
GPBAR1	0.3822
RP11-378A13.1	0.3822
ATP4A	0.3822
PLEKHA8P1	0.77962828964464
RP11-139E19.2	0.3821
PLSCR5-AS1	0.779612298663554
RN7SKP130	0.779600305427739
WDR3	0.3821
ASB9P1	0.583734773587697
CTD-2313J17.1	0.583734773587697
MIR204	0.833673807972304
TPH2	0.981662342438865
RP11-544M22.3	0.701716232045127
TSTD1	0.583618838974818
USF1	0.583618838974818
FHP1	0.779380429437797
RP11-379K17.2	0.701636277139693
RP11-379K17.5	0.583538884069385
CTD-2210P24.6	0.583386969749061
TRIM35	0.779248503843832
TMUB1	0.3817
RP11-285E9.5	0.701384419187578
CDC42EP5	0.779152557957312
ARG2	0.77914856021204
RP4-724E16.2	0.872583862701436
ZNF217	0.779136566976225
GPR32P1	0.3816
RP11-65E22.2	0.58319108023075
KRT8P34	0.583123118561132
RN7SL830P	0.3815
RPL32P26	0.701208518395625
AC055811.5	0.58304716140097
RP11-45M22.5	0.3815
RP11-126F18.2	0.833174089813345
RP11-385D13.1	0.701136558980735
RP11-640I15.1	0.583015179438797
TRIM16	0.583015179438797
NARG2P1	0.582987195221895
FAM205CP	0.582939222278635
AC003958.6	0.3814
KRT33A	0.3814
AC005339.2	0.3812
C5ORF60	0.3812
HNRNPH1	0.778648842053082
BAIAP2L1	0.901375624147981
EXOSC3	0.582655382364347
RN7SKP75	0.3811
RP11-240A16.1	0.3811
KCNH1-IT1	0.582555438732555
DPP10-AS1	0.778341015667164
CYP4B1	0.970456662442382
RP11-124G5.1	0.582415517648047
RP3-323N1.2	0.77826106076173
RNU6-124P	0.778245069780644
MIR4765	0.700416964831835
NR1I2	0.922911477926449
AC012370.3	0.778201094582655
PDP1	0.87180030462819
RP11-112H10.4	0.778113144186679
SEPT4	0.582187646167561
TSPAN9-IT1	0.77809315546032
RP11-1D12.2	0.582115686752672
KCNU1	0.778041184771789
RP11-333A23.4	0.832386533994827
AC007036.6	0.7779972095738
ASB6	0.777813313291304
RP11-483H20.4	0.581867826545828
RNU6-1247P	0.777717367404784
C1QTNF1	0.83210669182581
C1QTNF1-AS1	0.3804
RP11-723D22.2	0.581723907716048
RP11-686D16.1	0.83201074593929
RP11-299L17.3	0.699713361664021
ARMC6	0.777545464358102
SUGP2	0.900656029999081
AC104654.1	0.900572077348376
RNU4-63P	0.871208638327983
CCL8	0.581516024961921
RP1-10C16.1	0.3802
RP11-575B7.3	0.871184651856353
RP11-428F8.2	0.777385554547235
SIK3-IT1	0.69951747214571
NTN5	0.69937355331593
RN7SL345P	0.3801
RPL37P25	0.581300146717251
AC011500.1	0.581284155736165
RPS16	0.581284155736165
SUPT5H	0.699297596155768
MGA	0.831614969157395
BHLHE22	0.38
RP11-21C4.1	0.38
RP11-21C4.5	0.38
SNOZ178	0.777117705614034
ZNF566	0.699225636740878
RNU6-212P	0.581148232396928
RP11-175B9.2	0.581112252689483
RP11-254F7.2	0.3799
C16ORF93	0.3798
PHKG2	0.3798
RNF40	0.3798
RP11-2C24.6	0.3798
ZNF629	0.3798
GPR114	0.922155904070105
TAC3	0.580788435322478
ZBTB39	0.580788435322478
AL356475.1	0.58076844659612
RP11-332H17.1	0.698861841921157
RP11-529H2.1	0.58064851423797
RP11-426C22.5	0.776713933341595
RP11-667M19.1	0.58057655482308
RP11-1406H17.1	0.831175217177512
RNU6-865P	0.3795
USP33	0.3794
KLHDC2	0.3794
AC136896.1	0.580376667559496
LRG_341	0.580256735201346
PIGS	0.580256735201346
UNC119	0.580256735201346
RNU6-415P	0.698326144054753
RP11-834C11.4	0.580176780295913
JMJD8	0.698278171111493
LA16C-313D11.12	0.698278171111493
LA16C-313D11.9	0.698278171111493
RHBDL1	0.698278171111493
RHOT2	0.776262188125897
STUB1	0.776262188125897
WDR24	0.698278171111493
RNU6-336P	0.698186222970245
COL5A2	0.77612626478666
DTX4	0.870181217793165
AC012175.1	0.776014327919054
RPS4XP15	0.579788999004561
GCNT6	0.3789
SNOSNR66	0.697834421386338
RP11-638L3.3	0.899552652304101
CTD-2555A7.1	0.3788
MIR4495	0.3787
RP11-709A23.2	0.775590566920257
RP11-696F10.1	0.697438644604443
RP11-430G17.3	0.775462639071564
CYP20A1	0.3785
MTCO2P1	0.697306719010478
E2F2	0.775346704458685
ACSM4	0.697222766359773
ABHD17AP3	0.57896946122387
RP11-365D23.2	0.57896946122387
GRPEL2	0.3782
GRPEL2-AS1	0.3782
OIP5-AS1	0.578785564941373
LYVE1	0.93799896858172
BRD7P6	0.69680700085152
AP000783.1	0.696779016634618
LRRFIP2	0.774767031394294
RP11-285J16.1	0.3778
RP5-1154L15.2	0.774659092271959
NACAP2	0.774575139621254
MIR618	0.829272290428198
CCDC127	0.578121939226276
CTD-2083E4.7	0.578121939226276
LRRC14B	0.774459205008375
RP11-758N13.3	0.69625531200403
RP11-278I4.2	0.774411232065115
RNASE6	0.696227327787128
GPR179	0.578069968537745
SOCS7	0.696223330041856
RP11-449P1.1	0.774383247848214
RP11-39M21.2	0.578049979811386
PRKRIR	0.696179354843868
BMS1P20	0.774347268140769
IGLV1-50	0.696163363862781
IGLV1-51	0.774347268140769
IGLV5-52	0.774347268140769
ASB18	0.898461267844936
AKR1B1P7	0.696079411212076
KHSRPP1	0.577894067745791
RN7SL151P	0.696035436014088
ANKRD7	0.828980455023367
AC097713.3	0.828960466297008
OR4A1P	0.3773
RP11-163O19.8	0.3773
TACC1P1	0.774151378622457
SNORD115-10	0.577826106076173
SNORD115-11	0.577826106076173
SNORD115-12	0.577826106076173
SNORD115-14	0.577826106076173
SNORD115-15	0.577826106076173
SNORD115-6	0.577826106076173
SNORD115-8	0.577826106076173
SNORD115-9	0.577826106076173
TAGLN2P1	0.69594348787284
IVL	0.3773
RN7SL38P	0.577794124114
AL121657.4	0.868626094882486
TP53I13	0.577710171463295
RP5-1120P11.4	0.577706173718023
RPL39P36	0.3772
ZNF765	0.3772
AC007389.4	0.3771
CTC-454I21.4	0.577638212048405
RP4-675G8.3	0.3771
AC078828.1	0.577610227831503
AC017078.1	0.377
C17ORF102	0.695579693053118
AP005019.3	0.577430329294278
METTL25	0.773711626642574
AC105105.1	0.577374360860475
HMGN3-AS1	0.695467756185511
RP11-98D18.1	0.3768
TPD52L2	0.69539179902535
RP1-302D9.2	0.868246309081678
DCP1A	0.773503743888447
RN7SL821P	0.577150487125261
RP11-109A6.2	0.695183916271223
HMGN2P27	0.3767
RP11-76K13.2	0.577022559276568
NOL6	0.828236874402837
EIF4G3	0.975357898145446
RNU7-200P	0.3766
ING1	0.773283867898505
RP11-4B14.3	0.695035999696171
TLK2P1	0.3766
RP11-566E18.3	0.3766
AC025335.1	0.57688263819206
SCARNA21	0.57688263819206
RP5-1050K3.3	0.773195917502529
FAM78A	0.694932058319108
EFCAB13	0.897733678205492
BBS2	0.827989014195993
OGFOD1	0.77307998288965
ELMOD2	0.773004025729489
AP000345.2	0.694656213895363
IGLL1	0.827841097620942
KB-208E9.1	0.772908079842969
LRG_69	0.827841097620942
MIR145	0.867690622488916
POLRMTP1	0.57647486817435
TRAV38-2DV8	0.772692201598299
HNRNPCP8	0.69433639427363
AL355531.2	0.576239001203321
RP11-386P4.1	0.376
ARPP21	0.949948229198732
TNFRSF9	0.57609108462827
PLA2G12A	0.772400366193467
RP4-595K12.1	0.694044558868798
CTD-2224J9.8	0.77226444285423
CTB-109A12.1	0.980099224037643
AP000679.2	0.3757
CTC-313D10.1	0.772156503731895
LINC00544	0.867058978735993
CTD-2541M15.1	0.989881706717411
OR1H1P	0.867042987754906
OR1Q1	0.867042987754906
AKR1CL1	0.693764716699781
RNU6-463P	0.3756
DYNC1H1	0.936491818614302
RP11-1017G21.4	0.827001571113892
AL354978.1	0.575603359705126
PHLDA3	0.575595364214583
RP11-134G8.8	0.3755
RP11-540N6.1	0.919253541002874
FLOT1	0.693660775322718
IER3	0.575571377742953
XXBAC-BPG252P9.10	0.575571377742953
RP11-730K11.1	0.693656777577446
MIR4419B	0.866839102746051
RP11-361A21.3	0.575503416073335
AC012485.1	0.3755
RP11-332J15.4	0.3755
RP11-775B15.3	0.3754
DIS3L	0.771676774299295
RP11-653J6.1	0.693368939917886
MRPS30	0.77161680812022
CTB-35F21.3	0.575223573904318
CTB-35F21.5	0.575223573904318
PDCL3P6	0.575215578413775
RN7SL46P	0.3752
TGFBI	0.86652328086959
RNU6-581P	0.575127628017798
RNU7-53P	0.3751
ALX1	0.771480884780984
RP11-193M21.1	0.3751
HSPA8P8	0.693157059418488
IL4	0.3751
GSTA2	0.375
GSTA7P	0.693093095494141
RP11-235E17.5	0.826389916087327
TMED10	0.375
LINC00351	0.987207215130666
HSD17B14	0.826194026569015
PLEKHA4	0.896178555294814
KYNU	0.989697810434915
RN7SL254P	0.5746758828021
EQTN	0.896086607153565
LINC00032	0.935900152314095
ZBTB43	0.574607921132481
RP11-68D16.2	0.3748
RP11-15I11.2	0.896034636465034
HSP90AB3P	0.574567943679765
OR5S1P	0.3747
AC091096.1	0.692617363806813
OR8B10P	0.574432020340528
AC005152.3	0.574416029359441
RP11-445K13.2	0.69248943595812
RP11-272D12.1	0.770809263575344
RP11-23F23.2	0.825834229494565
RNU6-1256P	0.574324081218193
GSTZ1	0.770721313179367
DUSP8	0.3743
RN7SL808P	0.3743
ADPGK-AS1	0.692169616336386
RP11-420L9.5	0.3742
SYCE1	0.573988270615373
AL359473.1	0.3741
IGLV1-40	0.374
IGLV1-41	0.374
IGLVVII-41-1	0.374
SLCO1B1	0.974370455063344
RP11-29B11.5	0.374
RPS2P35	0.374
RP11-889D3.1	0.865427898665153
RP11-463O12.3	0.3739
VPS37B	0.573568507361848
ABRA	0.69162592297944
RP11-16L21.7	0.57342858627734
APOL1	0.917934285063224
LRG_169	0.917934285063224
RP1-283K11.3	0.3737
OR7E101P	0.3736
MIR200A	0.57330865391919
MIR200B	0.57330865391919
MIR429	0.57330865391919
RP11-465B22.8	0.57330865391919
RP11-463J10.2	0.691390056008411
RP11-107P7.1	0.3735
RP11-107P7.6	0.3735
UBTFL7	0.3735
GPX7	0.691302105612435
P2RX6	0.959306950879704
LINC00271	0.917762382016543
RP11-23B7.4	0.3735
RP11-596D21.1	0.573080782438705
ACTBP12	0.3734
AL451010.1	0.3734
C1ORF146	0.573076784693433
RP4-640E24.1	0.769569962541127
GSDMD	0.572940861354196
MRPL51	0.691030258933961
LETM1P2	0.3733
SLC22A20	0.572892888410936
LRG_113	0.691006272462331
ILF2P1	0.572872899684578
IRG1	0.690970292754886
NPHP4	0.979283684002223
AL135791.1	0.3731
RP11-495P10.4	0.572641030458821
CTD-3145H4.1	0.76917018801396
AC133633.2	0.769154197032873
SLC13A2	0.769138206051787
RP11-308N19.5	0.373
RP4-665J23.4	0.373
PCDHB10	0.572525095845943
PCDHB9	0.690654470878425
NUDT19P4	0.572465129666868
EMX1	0.690538536265546
ALDH1B1	0.864436457837779
SMARCC1	0.948253185203545
C3ORF35	0.690462579105385
VPS16	0.824171167461552
RP11-751K21.1	0.824135187754107
PRKAA2	0.864264554791098
LEUTX	0.824015255395957
PABPC1P11	0.823931302745252
GEN1	0.76859451269484
ATP5J2	0.3726
ATP5J2-PTCD1	0.3726
CPSF4	0.3726
PTCD1	0.3726
RP11-53B2.5	0.57186946562139
RP11-569H17.1	0.689954865455883
PDCL2	0.689870912805178
PTGER4	0.3724
BRSK1	0.863988710367353
CTD-2105E13.14	0.768342654742725
RP4-745K6.1	0.689814944371375
RP11-404G16.2	0.68980295113556
AC022021.1	0.689734989465941
CTD-2272D18.1	0.689707005249039
MPP2	0.916962832962209
POLK	0.8235435214539
ADIPOQ	0.768142767479142
RP11-573D15.1	0.571453700113136
ELOVL3	0.3722
PITX3	0.3722
RP11-342M21.2	0.82347156203901
RP11-567C2.1	0.3722
P4HB	0.3721
RP11-498C9.2	0.3721
RNU6-913P	0.689443154061109
RP11-2O17.2	0.967210493281789
LINC00475	0.689411172098936
RP11-100G15.10	0.571257810594824
AC006538.1	0.689391183372578
RP11-991C1.2	0.571157866963033
RP3-468B3.4	0.86362091780236
RNA5SP287	0.3719
ZFP64P1	0.570933993227819
ABHD17AP5	0.57091000675619
OSGEP	0.767679029027628
RP11-203M5.7	0.570898013520375
CDX2	0.688951431392695
AL354993.1	0.68893943815688
C1ORF227	0.3717
FLVCR1	0.947793444497304
FLVCR1-AS1	0.767543105688392
RP11-348H3.4	0.570762090181138
RP11-348H3.5	0.767543105688392
CYP51A1P1	0.57074210145478
RP11-472G21.2	0.570686133020976
RP11-37L2.1	0.3716
CTD-2256P15.5	0.570654151058803
RP11-460C6.1	0.3715
RP11-389G6.3	0.570514229974294
RP11-162O12.1	0.570482248012121
RP11-214D15.2	0.570466257031034
RNU6-494P	0.76717931086867
OPCML-IT1	0.822564073862342
RP11-168A11.1	0.86302125601161
RP11-458N5.1	0.3713
UBE2F	0.822516100919082
KCNQ5-AS1	0.570138441918758
LINC00491	0.688251825970153
MIR4447	0.570062484758596
GP2	0.766923455171283
CTD-2293H3.1	0.3712
CTD-2293H3.2	0.3712
ZNF420	0.3712
RPF2P2	0.569938554655175
RP3-399L15.1	0.822232261004793
POGLUT1	0.76669958143607
ILK	0.766691585945527
LRG_444	0.766691585945527
RP11-732A19.2	0.766691585945527
RP11-732A19.8	0.687975981546408
RRP8	0.766691585945527
TAF10	0.766691585945527
HLA-P	0.56978264258958
RPL7AP7	0.56978264258958
EDNRB-AS1	0.371
AL157702.1	0.569718678665233
RPL17P26	0.371
KCNV1	0.687816071735541
RNU6-1095P	0.3709
HIP1R	0.569562766599638
PLCB2-AS1	0.3707
RP11-474D1.2	0.862425591966131
TRIAP1	0.3707
OR10J1	0.821784513534367
RP11-550P17.5	0.983029571321774
COL1A1	0.569294917666436
LRG_1	0.569294917666436
CTC-537E7.1	0.3706
HECTD2	0.3706
OR6D1P	0.3706
UGGT2	0.862241695683634
RP11-594N15.3	0.3705
RP11-344B2.3	0.76605194670206
CTA-125H2.1	0.947181789470738
AC006538.4	0.765952003070268
DIRAS1	0.687160441510988
IQGAP1	0.978648042504028
FAM92A1P1	0.3703
AC116562.1	0.3702
RP11-489M13.1	0.3702
RP11-489M13.3	0.3702
AF121898.2	0.686940565521046
AF121898.3	0.966590842764681
AC132186.1	0.568731235583131
CTD-2258A20.5	0.568731235583131
RP11-403P17.5	0.568731235583131
RP3-400B16.1	0.933269635925338
MAEA	0.686864608360884
GJA5	0.821268804394322
RP11-433J22.2	0.686796646691266
RP11-5O23.1	0.37
RP11-286H14.6	0.37
TSPAN33	0.686720689531104
DPY19L1P2	0.765536237562015
KRT8P9	0.568491370866831
LRRC49	0.915383723579901
RP11-213L8.1	0.37
PIK3CB	0.765296372845715
MYBL2	0.820932993791502
RP1-20B11.2	0.765228411176097
BPIFA3	0.686388876673556
RP11-49G10.3	0.686388876673556
RP11-606D9.1	0.765172442742293
RP11-871F6.3	0.946770021707757
SRP68	0.765072499110502
RP11-682B13.2	0.568027632415318
TMEM41B	0.686224969117418
ITPK1-AS1	0.567963668490971
DRD3	0.982637792285151
SLC9B1	0.764984548714525
RP11-342A1.1	0.567899704566624
LRP1	0.764768670469855
RP11-545N8.3	0.685921140476771
RP11-522I20.3	0.567639851123966
UBQLN1	0.861170299950828
OR4X2	0.567631855633423
MSRB3	0.98601588703971
CTAGE13P	0.567543905237446
KCNJ1	0.820373309453468
ZNF792	0.764560787715728
RBM15B	0.3691
GAS6-AS2	0.567336022483319
OPA3	0.93260201246497
ZNF385D-AS1	0.957416017366205
SNX16	0.891625123430385
ECT2	0.764292938782527
CTB-50L17.7	0.685357458393466
MIR4746	0.685357458393466
UBXN6	0.685357458393466
NMNAT1P3	0.764244965839267
RNU6-1109P	0.764244965839267
RNA5SP22	0.3688
RP11-752L20.1	0.566864288541263
RP11-865I6.2	0.685065622988634
FSBP	0.566808320107459
RAD54B	0.685025645535918
RP11-118A3.1	0.566772340400014
RNU1-96P	0.566768342654743
AC007881.2	0.566752351673656
OR7E46P	0.566752351673656
AL118525.1	0.763889166510088
JUN	0.684921704158854
CD1E	0.684917706413583
ADO	0.3685
RP11-436D10.3	0.684897717687224
NPY	0.566628421570234
LINC00682	0.76372525895395
RP11-457P14.5	0.81960974010658
AC013402.1	0.684749801112173
