gene	p
RP11-473I1.9	0.612058798837456
RP11-543B16.3	0.612026816875282
RNA5SP428	0.729540539135927
DUTP6	0.4055
POGK	0.4055
TADA1	0.4055
AMH	0.611902886771861
JSRP1	0.804542238177668
MIR4321	0.611902886771861
TAGAP	0.891864988146685
ALAS1	0.611794947649526
GAPDHP46	0.4053
PRKAR1AP	0.4053
RP11-811I15.1	0.4052
AL132709.5	0.729220719514194
SNORD113-1	0.611667019800832
SNORD113-2	0.611667019800832
SNORD113-3	0.611667019800832
SNORD113-4	0.729220719514194
SNORD113-5	0.729220719514194
RN7SKP98	0.611543089697411
RP11-767C1.2	0.4051
RPL32	0.4051
TATDN2P3	0.855413546759628
TOP3B	0.611403168612902
PPME1	0.728900899892461
SLC35A4	0.804046517763981
SRA1	0.855321598618379
RP11-284J1.1	0.855305607637293
OR2B7P	0.728788963024854
RP11-325L12.5	0.611227267820949
RP11-1217F2.1	0.4049
ZNF479	0.4049
CENPU	0.855213659496044
PRIMPOL	0.803918589915288
RAB14	0.728685021647791
NDUFB11P1	0.611163303896602
CTD-2611K5.5	0.4047
DNM1P47	0.4047
ARL6IP1P1	0.728561091544369
UBE2V2P1	0.728553096053826
RP11-409K15.1	0.4047
RP4-705F19.1	0.610987403104649
AC139100.3	0.803686720689531
PARD6G	0.962537129059211
MRPS17P3	0.4045
COX6CP10	0.610751536133621
GRM5-AS1	0.917582483479318
DHX58	0.4044
RP11-467J12.2	0.803402880775243
RP11-98G7.1	0.610571637596396
CACNA2D2	0.803362903322526
CRYGGP	0.610471693964604
AKR1C4	0.891025461639635
RP11-445P17.6	0.728001407206336
HMGN1P28	0.4043
TLR5	0.803246968709648
C14ORF144	0.4042
RPS3	0.727893468084001
SNORD15A	0.610315781899009
MCM3	0.803131034096769
AC079398.1	0.727789526706937
MIR3914-1	0.727789526706937
PPIAP19	0.610171863069229
YWHAEP5	0.404
TUSC1	0.404
RP11-383G6.3	0.404
RP11-383G6.4	0.610103901399611
AC096753.1	0.854398119460624
C8ORF12	0.970732506866128
RPL32P33	0.727605630424441
RP11-339D23.1	0.609979971296189
RNU6-375P	0.609908011881299
RP1-85F18.5	0.727505686792649
RP1-85F18.6	0.727505686792649
SNORD103B	0.4038
FASTKD5	0.609760095306247
UBOX5	0.802663297899984
TM2D3	0.609748102070432
FAM193A	0.854118277291607
RP11-776K3.1	0.4038
TUBGCP6	0.854066306603076
RP11-286H14.1	0.4035
RP11-286H14.2	0.4035
RP11-601I15.1	0.609392302741254
TRAJ41	0.609340332052722
TRAJ42	0.609340332052722
TRAJ43	0.609340332052722
TRAJ44	0.727009966378962
AC010095.5	0.4035
LIMS1	0.890309865236007
CAMTA2	0.853810450905689
ENO3	0.853810450905689
RP5-1050D4.3	0.802307498570806
SPAG7	0.890261892292747
RPL39P5	0.609240388420931
RNU6-1219P	0.609220399694572
RP11-871F6.2	0.4034
RP11-692C23.1	0.802219548174829
GREB1L	0.890141959934597
RP11-296E23.1	0.802163579741026
SNORD23	0.802163579741026
LINC00173	0.726782094898477
RP11-148B3.1	0.609112460572237
CTD-2144E22.7	0.4033
CTD-2144E22.8	0.4033
RP11-1094H24.4	0.4032
RP11-685B13.2	0.4032
CLIP2	0.853574583934661
CTD-2315A10.2	0.802031654147061
RP11-125D12.2	0.608912573308654
SCN4A	0.916666999812106
XRN1	0.801871744336194
RP11-607P23.1	0.608748665752516
CELA1	0.801799784921304
RP11-1070N10.7	0.608708688299799
OR9L1P	0.726274381248976
ELOVL5	0.889746183152702
OR4D11	0.4027
RNU6-779P	0.608516796526759
RELB	0.608508801036216
RNU6-611P	0.726210417324629
KB-173C10.1	0.4027
AC012314.8	0.608476819074042
IMMP1L	0.726074493985392
RNU6-72P	0.4026
AC106883.1	0.4026
RP1-168L15.5	0.725994539079959
RP11-94B19.6	0.608272934065187
AL008721.1	0.801412003629953
CCDC14	0.801392014903594
CTC-459F4.1	0.4025
AC009302.2	0.725930575155612
UNC93B1	0.4025
AC022201.4	0.801376023922508
KB-1125A3.11	0.801204120875826
RP11-152C17.1	0.725650732986596
RN7SL329P	0.4022
ARHGDIB	0.889366397351893
CTD-2576D5.4	0.725534798373717
RP11-74D3.2	0.4021
MIR2278	0.4021
RP11-49O14.3	0.4021
RP4-682C21.5	0.402
RP11-545I10.2	0.725234967478342
NFX1	0.725171003553996
DTX2P1	0.4018
DTX2P1-UPK3BP1-PMS2P11	0.4018
PMS2P11	0.4018
UPK3BP1	0.4018
RN7SKP110	0.852375260353161
AC091038.1	0.4017
RP11-332E19.1	0.852279314466641
OACYLP	0.988818306475148
CYP26A1	0.800456542510024
FEM1AP3	0.724835192951176
RP11-481G8.2	0.800404571821493
RPL34P22	0.724815204224817
AC011995.3	0.4016
RPS6P7	0.4016
RP11-680E19.2	0.4015
RP11-19D2.2	0.606841741257931
ACTN4P2	0.4014
CTC-786C10.1	0.800096745435574
RP11-288H12.4	0.606713813409237
CTD-2037K23.2	0.888626814476635
PACSIN3	0.4013
AC062029.1	0.4013
RNU4-27P	0.724359461263847
RALGAPA2	0.961137918214127
RP5-1125M8.3	0.851607693261001
CASP8	0.915267788967023
LRG_34	0.915267788967023
DEFB119	0.606326032117885
MROH5	0.976437289368796
PCDH10	0.723907716048149
RP4-639J15.1	0.723883729576519
PIKFYVE	0.723871736340704
RP11-9D8.1	0.851303864620354
RP11-778J15.1	0.851223909714921
RN7SL14P	0.605934253081262
RNU2-56P	0.605934253081262
AC115115.2	0.605894275628545
ZC3H6	0.723647862605491
OR13C1P	0.723571905445329
RP11-283I3.2	0.60581032297784
INTS6	0.851079990885141
FBXW12	0.799181261768363
NOTO	0.72350394377571
PRADC1	0.605774343270395
SMYD5	0.605774343270395
MIR3141	0.4006
RP11-473L15.3	0.605746359053494
AC004448.5	0.605622428950072
ATP5LP5	0.605614433459529
RP5-1068E13.7	0.723304056512127
AC020743.4	0.798889426363531
LINC00710	0.887623380413447
DESI1	0.4003
XRCC6	0.4003
ZER1	0.605322598054697
RP11-47G11.2	0.4002
YBX2P1	0.723044203069469
RNU7-158P	0.4002
RP11-249L21.4	0.4002
RN7SL75P	0.4001
RP11-636N17.1	0.798613581939786
RASD2	0.887459472857308
CTC-487M23.5	0.4
CTC-487M23.7	0.605022767159322
CTC-487M23.8	0.4
REEP5	0.722804338353169
XBP1P1	0.4
ZRSR1	0.4
PCDHB14	0.722764360900452
METTL21C	0.798489651836364
AC018634.9	0.722532491674695
RAB11B	0.722484518731435
TSC22D2	0.976105476511248
RP11-316I3.1	0.604670965575415
TAS2R60	0.3997
RPAP2	0.60451505350982
AC068287.1	0.722200678817147
RP11-338L22.3	0.604315166246237
AC013402.5	0.722080746458997
CTD-2369P2.8	0.797782050923279
ICAM1	0.849848685341467
ICAM4	0.797782050923279
ICAM5	0.849848685341467
CTSG	0.3994
TUBBP2	0.3993
RP11-738E22.3	0.3993
DHX32	0.3993
RNU2-42P	0.3993
OR7H2P	0.3992
CCDC159	0.3992
DKFZP761J1410	0.3992
TMEM205	0.3992
RP4-535B20.2	0.399
DIO1	0.849544856700821
OR10J9P	0.721533055356779
MIR582	0.399
PSMD2	0.3989
RNA5SP471	0.3989
WBP11P1	0.721413122998629
HDGFRP3	0.721373145545912
AC005606.14	0.603547599154077
AC005606.15	0.603547599154077
GFER	0.603547599154077
SYNGR3	0.603547599154077
C1ORF43	0.603491630720274
AC110781.3	0.603451653267557
MIR4655	0.603451653267557
FTH1P26	0.3988
CTC-529P8.1	0.721001355235647
C9ORF9	0.796846578529709
AC002115.5	0.3985
AC002115.9	0.3985
HAUS5	0.603111844919465
PHBP8	0.849009158834417
RP4-710M16.1	0.3984
NPM1P45	0.602875977948437
TMEM131	0.968809591390456
RP11-16F15.4	0.3981
HOXD-AS1	0.602732059118657
RP11-387A1.5	0.3981
MTRNR2L13	0.3981
LRG_83	0.968769613937739
MLPH	0.968769613937739
FSD1	0.796450801747814
CDR2	0.3981
RP11-21M24.3	0.3981
RP11-245G13.1	0.848701332448499
RP11-245G13.2	0.913160977208854
AC000089.3	0.720453664133429
RP4-591B8.3	0.398
MIR378B	0.720357718246909
RNA5SP291	0.720329734030007
HMGN2P31	0.720309745303649
SERPINB9	0.885740442390492
CTC-458I2.2	0.848357526355136
RP11-489N22.3	0.796051027220648
LRRC55	0.848321546647691
CHURC1	0.885488584438377
CHURC1-FNTB	0.975461839522509
FNTB	0.975461839522509
GPX2	0.848245589487529
RAB15	0.912809175624948
AC073254.1	0.719925961757569
AC017074.1	0.3976
AC017074.2	0.885452604730932
RNU6-744P	0.602100415365734
RP11-395L14.13	0.3976
RP11-305A4.3	0.602088422129919
RNU1-89P	0.3976
RP11-782E2.2	0.3976
RP11-622C24.1	0.795751196325273
RP11-276H7.3	0.3975
TRAV8-5	0.848021715752316
ACTR1A	0.719670106060182
CD38	0.948029311468332
RP11-560B16.5	0.3974
RP11-446H18.5	0.947985336270344
HDAC1P2	0.3974
MARK1	0.847889790158351
AC108868.5	0.847769857800201
RP11-245P10.4	0.719318304476275
TRIM11	0.601548726518244
TRIM17	0.795375408269736
RP11-486M23.1	0.795367412779193
RP1-148H17.1	0.601520742301342
AP003774.6	0.3971
RP11-84O12.4	0.719254340551929
GAPDHP2	0.719202369863397
RP11-529P9.1	0.397
DEF8	0.601364830235747
AC012313.1	0.719046457797802
RPS5	0.795131545808164
CDRT15P2	0.3969
RP5-912I13.1	0.601196924934337
LA16C-352F10.1	0.3968
PRSS21	0.3968
AL158154.1	0.847414058471022
PHF5CP	0.3968
MAEL	0.847362087782491
AC026992.1	0.3967
RN7SL438P	0.3967
SLC18A3	0.884545116554263
RP11-377G16.2	0.3964
HCG9P5	0.718522753167214
HLA-F-AS1	0.959183020776282
IFITM4P	0.718522753167214
MICE	0.884521130082633
XXBAC-BPG170G13.31	0.794687796083009
XXBAC-BPG170G13.32	0.718522753167214
ITGB5-AS1	0.718506762186127
FAIM	0.60065323157739
RP11-650K20.2	0.6005812721625
OR5AN2P	0.3963
RP11-576C12.1	0.600417364606362
KLK13	0.846850376387717
DBF4B	0.3961
RP11-770E5.2	0.600333411955657
RP11-15G16.1	0.718098992168417
RP11-925D8.1	0.600261452540767
FAM76A	0.396
RP3-426I6.2	0.396
OR10N1P	0.717935084612279
CTD-3199J23.4	0.3959
IFI35	0.3959
RND2	0.3959
VAT1	0.3959
NCOA7-AS1	0.794024170367913
ARHGAP29	0.968022035571937
RN7SL440P	0.717755186075054
RP11-78O9.1	0.717755186075054
RP11-293A10.3	0.793988190660468
C4A	0.793972199679381
DXO	0.931902407042428
LRG_137	0.793972199679381
STK19	0.931902407042428
CRYBG3	0.931866427334983
RP11-318C24.1	0.793888247028676
BCRP2	0.599829696051427
RP11-1109M24.7	0.3957
RP11-744K17.1	0.3957
RP11-744K17.9	0.3957
RNU6-1288P	0.3957
CTB-129O4.1	0.3956
GFPT2	0.947141812018022
RP11-2F20.1	0.3956
RNU7-119P	0.793788303396884
ANKS6	0.931746494976833
MAP3K12	0.599665788495289
PCBP2	0.717467348415494
RP11-793H13.8	0.599665788495289
RP4-706A16.3	0.3956
AC080032.1	0.883729576518843
NPAP1P6	0.717439364198592
AP3S1	0.987746910742341
ATG12	0.846190748417892
RP5-991C6.3	0.599577838099312
C2CD4D	0.71729144762354
RPRD1A	0.883533687000532
RN7SL39P	0.599349966618827
RP11-710M11.1	0.599349966618827
VTI1BP4	0.3952
RNMTL1P1	0.3952
AC002472.11	0.883297820029503
SLC7A4	0.883297820029503
HNRNPCP3	0.59919005680796
RP1-228H13.5	0.845746998692737
ZFP69B	0.883277831303145
EGLN3-AS1	0.883273833557873
RNY3P8	0.793160657389232
RNA5SP160	0.716839702407842
RP5-856G1.1	0.716775738483495
NAGPA	0.845527122702796
RP11-373D23.2	0.598906216893672
GPR61	0.598770293554435
RP5-1160K1.8	0.598770293554435
IFIT5	0.3947
RP11-1140I5.1	0.716419939154317
KRTAP5-3	0.716411943663774
RP11-524L6.4	0.59854242207395
PNLIPP1	0.716312000031982
ARHGAP42P1	0.59847046265906
AL356739.1	0.3945
RNU6-856P	0.598414494225257
RNU6ATAC16P	0.598414494225257
SMIM4	0.716224049636005
OR10J4	0.792533011381581
COX7C	0.716180074438017
MIR3607	0.716180074438017
AC119673.1	0.3944
NUCKS1	0.598322546084009
NFKBIZ	0.910482487876837
IGJP1	0.3944
AC021593.1	0.598210609216402
LRG_118	0.792389092551801
TMC6	0.792389092551801
TNRC6C-AS1	0.598210609216402
LHX8	0.3943
LRRIQ1	0.990041616528278
AC007192.6	0.3943
PIK3R2	0.930926957196141
RNA5SP424	0.3943
CELF2-AS1	0.792253169212564
CTC-518P12.6	0.792209194014576
LRG_358	0.71582827285411
TICAM1	0.71582827285411
AC004980.7	0.3942
ACSL3	0.958151602496192
RP5-907D15.3	0.910338569047057
AC104651.1	0.844835512770797
ANAPC1	0.715744320203405
C16ORF90	0.3941
RP1-232N11.2	0.71568435402433
ADM2	0.715628385590527
MIOX	0.715628385590527
DSC1	0.844727573648462
RP11-408H20.2	0.930815020328535
RP11-408H20.3	0.394
STMND1	0.71558840813781
RNA5SP271	0.394
DOLK	0.597674911349999
PHYHD1	0.715484466760747
RP11-101E3.5	0.597674911349999
TM2D1	0.791893372138114
NANOGNBP2	0.3939
RP11-713M15.2	0.597626938406739
ARID4B	0.946214335114995
GGPS1	0.71544448930803
RP11-382D8.3	0.597618942916195
RP11-32F11.2	0.930691090225113
RNU7-152P	0.791777437525236
CCDC84	0.3937
MIR3656	0.3937
RPS25	0.3937
SLC37A4	0.597467028595872
TRAPPC4	0.597467028595872
CTD-2516K3.3	0.597443042124242
RP11-275O18.1	0.791685489383987
RP11-390G14.1	0.597339100747179
RP11-18F14.4	0.844343790102382
RPS4XP8	0.597323109766092
MTFR2	0.3936
DDTP1	0.3936
EXOG	0.715088689978852
RPL18AP7	0.3936
AC109496.1	0.791541570554207
UBA52P8	0.597215170643757
RP11-744O11.2	0.3936
CTD-2373N4.5	0.597183188681584
RPS12P31	0.3935
RP11-134K13.2	0.597115227011965
ADCK2	0.791421638196057
NDUFB2	0.597087242795064
VN1R82P	0.59707924730452
OR8R1P	0.791401649469699
RP11-800A3.4	0.714924782422714
RP11-2H8.2	0.596943323965284
ID4	0.844083936659724
RNU6-230P	0.844071943423909
CTLA4	0.714756877121304
ARMC3	0.983957048224801
MIR663A	0.791157787008127
RP11-53O19.3	0.714505019169189
H3F3AP6	0.596643493069908
TAS2R13	0.596507569730672
AC006390.4	0.596495576494857
HNRNPA1P65	0.596495576494857
GPR1	0.957595915903431
RP11-587D21.1	0.3929
GSC2	0.843604207227124
AC009892.5	0.596283695995458
CTB-83J4.2	0.3928
LILRA1	0.596283695995458
LILRB1	0.843580220755494
UPK3B	0.790690050811342
PLK1S1	0.596211736580569
RP4-777D9.2	0.596211736580569
RP5-872K7.7	0.3927
RPS15AP1	0.3927
CTB-1I21.2	0.3926
OR52W1	0.790466177076129
RP11-290F24.6	0.790466177076129
RP11-830F9.7	0.595995858335899
SRL	0.94543477478702
RPL7P24	0.3925
RP3-471M13.2	0.59571201842161
BTC	0.908959346928332
CTB-113P19.4	0.713457609908012
NEPNP	0.595584090572917
RP11-59H7.1	0.3922
DDX18P5	0.3922
RP11-567O18.1	0.3922
RP11-361M4.1	0.59549614017694
RNU6ATAC40P	0.3921
CYP1D1P	0.595476151450582
HBA1	0.3921
HBA2	0.3921
HBQ1	0.595440171743137
LA16C-OS12.2	0.713265718134972
RP5-897D18.1	0.71323773391807
RNA5SP349	0.71316577450318
CTD-3222D19.10	0.595244282224825
CTD-3222D19.11	0.713077824107204
CTD-3222D19.2	0.966490899132889
SLC35E1	0.713077824107204
NIFK-AS1	0.713065830871389
RPL12P15	0.595236286734282
PPIL2	0.957032233820125
YPEL1	0.945054988986212
NAAA	0.929331856832746
RAD51	0.3917
RP11-59J16.2	0.712885932334164
RAB11FIP5	0.712845954881447
TEX29	0.880527382556238
CTC-436P18.3	0.880495400594065
AC005037.4	0.3916
FAM126B	0.3916
HNRNPA1P35	0.3916
PRPF19P1	0.3914
PRND	0.842292946778017
AL356475.1	0.59468060014152
RP11-332H17.1	0.7125421262408
CTD-2560C21.1	0.3913
LSM4	0.8422529693253
SPA17	0.842244973834757
AC008967.1	0.594552672292827
RP11-702B10.1	0.929040021427915
LCE3A	0.594412751208318
LCE3B	0.3911
OPN5	0.973442978160318
RASSF9	0.842009106863729
GS1-115G20.2	0.788831099260017
SPATA3-AS1	0.841877181269764
FBLIM1	0.841869185779221
RP11-169K16.6	0.391
CHGA	0.879855761350598
RP11-862G15.2	0.788711166901867
MARK2P13	0.788695175920781
IMPDH1P6	0.3909
PCDHB5	0.3909
PCDHB6	0.594072942860227
AC007216.1	0.594016974426423
GSPT1	0.711902486997333
RP11-166B2.5	0.594016974426423
HMGB1P9	0.3907
RP11-167H9.5	0.879719838011362
RP4-533D7.3	0.3907
CTD-2555C10.3	0.711786552384455
AC004840.9	0.3906
RP11-87F15.2	0.841569354883846
SPCS3	0.928612262683846
RP5-899B16.1	0.841541370666944
AC107057.2	0.944359381308942
AC108025.2	0.928564289740586
KRT8P51	0.593701152549962
RP11-400N13.1	0.907612106771781
FAR1-IT1	0.711310820697127
RPL39P26	0.711310820697127
EIF4E2	0.841221551045211
FTH1P7	0.841209557809395
GCN1L1	0.711130922159902
UBR1	0.787923611083349
ANKRD34B	0.593197436645732
ZNF197-AS1	0.39
RNA5SP158	0.787795683234656
TRAJ13	0.787723723819766
TRAJ14	0.787723723819766
TRAJ15	0.787723723819766
TRAJ16	0.787723723819766
TRAJ17	0.787723723819766
TRAJ18	0.840929715640379
TRAJ19	0.840929715640379
TRAJ20	0.840929715640379
TRAJ21	0.840929715640379
TRAJ22	0.787723723819766
TRAJ23	0.710871068717243
TRAJ24	0.710871068717243
TRGJP1	0.592945578693617
CCL8	0.592893608005085
RP11-843A23.1	0.3899
RP11-296P7.4	0.787615784697431
AC007036.6	0.787527834301454
AQP11	0.710607217529313
ASCL5	0.878904297975942
RP11-248J23.5	0.592621761326612
SF3B5	0.787415897433847
RNU6-819P	0.3896
ACTA1	0.3895
RP3-513G18.2	0.71043131673736
AC017078.1	0.3894
MIR4303	0.710307386633938
MYCL	0.787060098104669
RP1-118J21.5	0.787060098104669
LINC00392	0.787028116142496
RNU6-142P	0.3892
CASC10	0.3891
MIR1915	0.3891
BFAR	0.3891
PLA2G10	0.3891
AKAP9	0.943763717263463
LRG_331	0.943763717263463
TAC3	0.591950140120972
ZBTB39	0.591950140120972
SPP1	0.591914160413527
OR4A11P	0.389
OR4A12P	0.389
C6ORF47	0.840086191388057
C6ORF47-AS1	0.840086191388057
GPANK1	0.786728285247121
AC022716.1	0.3889
WDFY1	0.840010234227895
REXO1L8P	0.3888
RPL12P2	0.709587792485038
RNU6-24P	0.3887
RP11-794C22.2	0.3887
AC009498.1	0.709579796994495
CTD-2189E23.1	0.786484422785549
CTC-412M14.6	0.3886
STRBP	0.8398543221623
RNU6ATAC18P	0.591502392650545
AC018737.3	0.709439875909987
AC074375.1	0.3886
LINC00333	0.591290512151147
NR1I2	0.927424932338161
RP11-333A23.4	0.83944655214459
BHLHE22	0.3882
RP11-21C4.1	0.3882
RP11-21C4.5	0.3882
RP11-347C18.3	0.785964715900232
TP53INP1	0.839370594984429
AL355390.1	0.839354604003342
TSPAN9-IT1	0.785940729428602
LINC01139	0.708904178043583
AIMP2	0.785880763249527
EIF2AK1	0.839290640078995
LRG_161	0.839290640078995
PMS2	0.839290640078995
RPS24P17	0.59084276468072
RP11-856F16.2	0.388
RP11-775B15.3	0.388
RP11-489C13.1	0.388
SPATA2L	0.70872827725163
RP11-527L4.5	0.708620338129295
RP11-108M12.2	0.785600921080511
NDUFA5P6	0.590550929275888
RP11-349K16.1	0.839030786636337
LINC01142	0.59043499466301
RP11-278C7.1	0.3877
MRC2	0.905885080814421
AC020900.1	0.590367032993392
RMDN3	0.590287078087958
RP11-626I20.1	0.590279082597415
RP11-626I20.2	0.3876
RP11-669B18.1	0.3876
RP11-564P9.1	0.708132613206152
RP11-317B3.2	0.590119172786548
CCKAR	0.877105312603692
KRTAP5-4	0.590007235918942
KRTAP5-5	0.590007235918942
RPL29P32	0.3873
AC006435.1	0.785049232233021
ATP4A	0.3872
EEF1GP2	0.707832782310777
RP1-228H13.2	0.589843328362803
RNU6-1226P	0.589839330617532
SLC12A3	0.876917418575923
OR2M7	0.589775366693185
RP11-102J14.1	0.58976337345737
EFCAB10	0.9266293810291
AC012531.23	0.707548942396488
HOTAIR	0.387
HOXC12	0.707548942396488
RNU6-212P	0.58957148168433
RP11-342K6.1	0.387
C12ORF71	0.589507517759983
RPL21P44	0.3869
RN7SL830P	0.3869
SPIC	0.707393030330893
PLSCR5-AS1	0.784561507309877
RNU1-148P	0.589383587656562
RNA5SP333	0.589375592166018
RNA5SP334	0.589375592166018
SAA1	0.589375592166018
SAA2	0.707345057387633
SAA2-SAA4	0.707345057387633
ST13P5	0.3868
RP11-697E14.2	0.838023354827877
STK35	0.954901435590327
EFCAB13	0.905097524995902
AP002530.2	0.3865
RP11-498J9.2	0.3865
AC005339.2	0.3865
OGDHL	0.784197712490156
GYG1P1	0.588979815384123
C3ORF52	0.784145741801624
GCSAM	0.706917298643565
MIR567	0.3864
CEP85	0.94238849289001
RP11-231P20.5	0.706889314426663
SH3BGRL3	0.706889314426663
ARMC6	0.784105764348907
SUGP2	0.904957603911394
TMEM14C	0.3864
HNRNPA1P41	0.837703535206144
RP11-325K19.3	0.904921624203949
AC055811.5	0.588747946158367
RP11-45M22.5	0.3863
GAL	0.70668942716308
AL590703.1	0.588667991252933
ADPRM	0.588596031838043
RNU7-13P	0.3861
RP11-763F8.1	0.3861
CTC-412M14.5	0.706481544408953
ZNF14	0.78372997629337
THAP1	0.386
OR52U1P	0.706393594012977
TDRD7	0.904629788799117
NUPR1L	0.3858
RP11-661D19.3	0.837175832830284
DARS	0.706073774391243
HSD17B6	0.706021803702712
PRIM1	0.588040345245282
AC105316.1	0.588020356518923
MIR3924	0.3857
MIR3664	0.3857
RP11-399D15.1	0.705913864580377
BMS1P20	0.783190280681695
IGLV1-50	0.705857896146573
IGLV1-51	0.783190280681695
IGLV5-52	0.783190280681695
SRGAP3-AS3	0.836919977132897
ZSCAN5B	0.587812473764797
ZSCAN5C	0.3855
MGA	0.836883997425452
CDH16	0.705773943495868
RP11-61A14.3	0.3855
RP11-299L17.3	0.705749957024238
LRRC69	0.875534198711927
PPDPF	0.587720525623548
PTK6	0.705721972807337
NMD3	0.875510212240296
DNAJC18	0.3853
PRPSAP1	0.783006384399199
FREM3	0.925577974022651
GUSBP5	0.94183680404252
RP11-181C21.4	0.3852
RP11-1406H17.1	0.836620146237522
FAAH	0.705410148676147
LRG_341	0.587356730803827
PIGS	0.587356730803827
UNC119	0.587356730803827
LINC00657	0.3851
IGHV2-70	0.3849
IGHV3-71	0.3849
RP11-1151B14.2	0.58705290216318
HIGD1AP6	0.782374740646276
TDPX2	0.3847
PQLC2	0.586912981078672
AC098828.2	0.925134224297496
PLEKHA8P1	0.782198839854322
RP11-139E19.2	0.3846
RP11-3M1.1	0.782158862401605
RPL13AP17	0.586745075777262
RP11-140H17.1	0.3846
ALG1L8P	0.3845
FAM86C2P	0.3845
RP5-1120P11.4	0.586661123126557
RP11-65E22.2	0.586593161456938
FAM69A	0.903530408849409
RN7SL692P	0.704514653735293
RNU6-970P	0.704514653735293
RP11-205K6.1	0.835856576890634
RP11-205K6.2	0.903522413358866
EXOSC3	0.58647722684406
RP11-254F7.2	0.3843
TRRAP	0.835816599437917
RP11-379K17.2	0.704322761962253
RP11-379K17.5	0.586297328306835
RNU6-535P	0.586225368891945
RP11-240A16.1	0.384
C1QTNF1	0.835580732466889
C1QTNF1-AS1	0.3839
AAMP	0.3839
GPBAR1	0.3839
RP11-378A13.1	0.3839
RP11-285E9.5	0.703807052822208
HMGB3P26	0.3836
MRPL50	0.58561371386538
C2ORF74	0.585609716120108
RP11-493E12.1	0.585609716120108
RP11-554D15.2	0.703627154284983
HSBP1P2	0.703623156539712
RIOK3	0.70361915879444
SPATA2P1	0.3835
KLHDC2	0.3835
BDH2P1	0.585473792780872
RP11-575B7.3	0.874142983357386
POLRMTP1	0.585405831111253
RP11-709A23.2	0.781079471178255
KLK3	0.834997061657225
RP11-404G16.2	0.703247368484175
AC083884.8	0.3832
STAG3L2	0.3832
AL359757.1	0.834901115770705
RN7SKP130	0.780811622245054
AC097467.2	0.963488592433867
MAP9	0.873867138933641
RP11-27G13.4	0.3831
RP11-27G13.5	0.3831
YWHAEP4	0.585042036291532
FTLP5	0.584986067857728
ARG2	0.780675698905817
CTB-35F21.3	0.584938094914468
CTB-35F21.5	0.584938094914468
ASB9P1	0.58489411971648
CTD-2313J17.1	0.58489411971648
KCNU1	0.780603739490927
FLOT1	0.70297152406043
IER3	0.584874130990122
XXBAC-BPG252P9.10	0.584874130990122
RPL37P25	0.58487013324485
TRIM42	0.3829
TPH2	0.981938186862609
MIR204	0.834569302913157
NUDT5	0.924214742885013
LTA4H	0.98570406290852
RP4-665J23.4	0.3828
KCNH1-IT1	0.584642261764365
INTS8	0.924142783470123
AL121657.4	0.873363423029411
RN7SL332P	0.702507785608917
ASB6	0.780076037115067
RP11-483H20.4	0.58434243086899
ALOX15P2	0.702399846486581
AC011500.1	0.584322442142632
RPS16	0.584322442142632
SUPT5H	0.702387853250767
NARG2P1	0.584262475963557
TLK2P1	0.3825
MIR4765	0.702243934420987
RPS24P8	0.779924122794744
CTC-537E7.1	0.3825
RP11-126F18.2	0.833981634358222
RP11-22C8.1	0.3823
MTND3P7	0.3823
MTND4P17	0.3823
RP11-12N13.4	0.3823
RP11-12N13.6	0.3823
RN7SL412P	0.701960094506698
CTD-2336O2.2	0.779632287389912
RP11-57H12.2	0.583786744276228
RP11-419L4.1	0.77941241139997
NUDT8	0.583626834465361
RP11-655M14.13	0.583626834465361
TBX10	0.583626834465361
AP000936.4	0.58362283672009
AP000936.5	0.3821
TRIM35	0.779352445220895
TMEM256P1	0.583590854757916
RP11-355F22.1	0.701548326743717
RP11-157L10.1	0.3819
JMJD8	0.701488360564642
LA16C-313D11.12	0.701488360564642
LA16C-313D11.9	0.701488360564642
RHBDL1	0.701488360564642
RHOT2	0.779200530900572
STUB1	0.779200530900572
WDR24	0.701488360564642
SLC4A11	0.701464374093012
IGLV1-40	0.3818
IGLV1-41	0.3818
IGLVVII-41-1	0.3818
RP1-302D9.2	0.872487916814916
CEACAM7	0.872403964164211
RP11-168A11.1	0.87239996641894
OIP5-AS1	0.583183084740207
RP11-834C11.4	0.583127116306403
RP11-686D16.1	0.833082141672097
SNORD41	0.832966207059219
RP11-124G5.1	0.58295121551445
LEUTX	0.832934225097045
CCDC127	0.582907240316461
CTD-2083E4.7	0.582907240316461
LRRC14B	0.778648842053082
RNU6-973P	0.3815
RALB	0.700768766415742
RP1-41P2.7	0.778484934496944
RP11-1D12.2	0.582723344033965
MTATP6P3	0.3813
MTND1P15	0.3813
MTRNR2L1	0.3813
RP11-846F4.1	0.3813
RP11-846F4.12	0.3813
RP11-846F4.5	0.3813
RP11-846F4.6	0.3813
RP11-846F4.9	0.3813
TRNAS30P	0.3813
TNFRSF9	0.58263939138326
FNDC4	0.582627398147445
AC007389.4	0.3812
RP11-308N19.5	0.3812
AC099332.1	0.700564881406887
RPSA	0.582535450006197
RP11-385D13.1	0.700512910718355
RP11-640I15.1	0.58247148608185
TRIM16	0.58247148608185
LRG_113	0.700392978360205
TMUB1	0.381
RP11-98D18.1	0.381
BBS2	0.83244250242863
OGFOD1	0.778121139677222
RNASE6	0.700289036983141
BAIAP2L1	0.900931874422826
AC006538.1	0.700257055020968
