gene	p	score
RPS19BP1	0.862922430140087	-1.09354373016281
KB-1125A3.11	0.991003836599097	-2.36577599911209
AC004471.10	0.862845257169736	-1.09319205269324
TSSK1A	0.862845257169736	-1.09319205269324
TSSK2	0.862845257169736	-1.09319205269324
AC008440.10	0.6619	-0.417654149317506
MYADM	0.862804833232886	-1.09300789463244
MUC6	0.990989136985697	-2.36517144412963
CDR2L	0.6619	-0.417654149317506
AHDC1	0.936707139602228	-1.52770531141102
CENPE	0.994873509826692	-2.56717854856947
STK11	0.936611592115127	-1.52693644563988
FGFRL1	0.936607917211777	-1.52690689190116
CTB-14A14.2	0.6617	-0.41710719831499
FOXO1B	0.6617	-0.41710719831499
C8ORF4	0.936571168178277	-1.52661142783661
CTA-503F6.2	0.862529215481633	-1.09175325818168
RP11-632K21.7	0.6616	-0.416833769609293
C14ORF39	0.96841053080304	-1.85793012044159
RP11-1042B17.3	0.862481441738082	-1.09153596256811
SIX6	0.936508694821326	-1.52610944456939
RP11-500C11.3	0.936505019917976	-1.52607992811564
RPL3P3	0.936475620691176	-1.5258438443352
TMEM50A	0.6614	-0.416287005651264
ACSS2	0.936435196754325	-1.5255193679324
GGT7	0.6613	-0.416013670343887
CXCR1	0.6612	-0.41574036611427
KATNBL1P6	0.968318658219289	-1.85663793139164
RNA5SP37	0.86224624792368	-1.090466950148
RP11-1114I9.1	0.936317599847124	-1.52457634867396
RP11-51L5.1	0.862220523600229	-1.09035010250468
HMGB3P10	0.936280850813624	-1.52428193302021
NLRP9P	0.661	-0.415193850778427
ZNF177	0.968223110732188	-1.85529733528574
ZNF559-ZNF177	0.968223110732188	-1.85529733528574
SLC25A1P1	0.661	-0.415193850778427
RNU6-1018P	0.661	-0.415193850778427
TMEM252	0.968182686795337	-1.85473116236903
FCAMR	0.968142262858487	-1.85416558336613
VPS37D	0.6606	-0.414101191832152
RP1-273G13.2	0.6605	-0.413828104378562
RP1-273G13.3	0.93599420835232	-1.52199001227217
SLC25A39P1	0.861665613194373	-1.08783314669739
RIPPLY2	0.861632539064223	-1.08768334701585
OR2V1	0.6604	-0.413555047783443
RPS20P14	0.6604	-0.413555047783443
RP11-813P10.2	0.935887636155169	-1.52113992320226
MIR346	0.6603	-0.413282022019468
HNRNPC	0.990746593364594	-2.35531894607348
RP11-186N15.3	0.983106469299857	-2.12260385804896
CTC-244M17.1	0.861474518220171	-1.08696797405944
RN7SL524P	0.6601	-0.41273606287573
RP11-44N12.2	0.66	-0.412463129441405
CCL8	0.935725940407767	-1.51985222821483
NPM1P25	0.935674491760867	-1.51944303512419
AL359987.1	0.6599	-0.412190226729097
RP11-134G8.6	0.861220949889018	-1.08582121106345
RP11-134G8.7	0.861220949889018	-1.08582121106345
RPS10P7	0.861220949889018	-1.08582121106345
ZDHHC5	0.861209925178968	-1.08577138419055
RP11-5K16.3	0.6598	-0.411917354711571
IBA57	0.6598	-0.411917354711571
RPL7P27	0.6597	-0.41164451336161
CTD-2026C7.1	0.861151126725367	-1.08550568638262
GGCX	0.935578944273766	-1.5186837793641
MAT2A	0.861114377691867	-1.08533966415993
AL117190.3	0.982981522585956	-2.11963362125149
KRT17	0.6595	-0.411098922555604
KRT42P	0.6595	-0.411098922555604
AC099326.1	0.6593	-0.410553454093707
RP11-241I20.1	0.6593	-0.410553454093707
RNA5SP133	0.935398874009614	-1.51725524928676
RP11-325N19.3	0.6592	-0.41028076567395
RP11-578F21.12	0.6591	-0.410008107758838
RNU6-1092P	0.6591	-0.410008107758838
LINC00612	0.6591	-0.410008107758838
ERVMER34-1	0.982926399035705	-2.11832914568841
CFI	0.982908024518955	-2.11789512041965
LRG_48	0.982908024518955	-2.11789512041965
AL136987.1	0.659	-0.409735480321281
C1ORF122	0.659	-0.409735480321281
MANEAL	0.659	-0.409735480321281
MTF1	0.659	-0.409735480321281
RP11-109P14.9	0.659	-0.409735480321281
YRDC	0.659	-0.409735480321281
RP11-100N20.1	0.96758367754928	-1.84641035441976
DNAL1	0.860570491996061	-1.08288602413494
RP4-693M11.3	0.6589	-0.409462883334208
AL390119.1	0.935137955871761	-1.51519081574312
RP11-787P24.2	0.860460244895559	-1.08238945883977
ASF1A	0.860452895088859	-1.08235636397569
MCM9	0.967491804965529	-1.84514540297182
AC009480.3	0.860427170765409	-1.0822405412859
ACVR2A	0.967469755545429	-1.84484225351541
YWHAQP6	0.6587	-0.408917780603316
AC083867.4	0.935024033867909	-1.51429146519611
SEC24B-AS1	0.6584	-0.408100354209859
AL499628.1	0.6582	-0.407555554768029
CTD-3141N22.1	0.6581	-0.407283200412421
ZNF525	0.859920034103103	-1.0799601370869
PQLC1P1	0.6581	-0.407283200412421
SLC25A51	0.967234561731027	-1.84161915924619
AC005357.1	0.859857560746152	-1.07967960610051
RNU6-550P	0.6579	-0.406738582297272
CTD-2168K21.2	0.859762013259051	-1.07925072298504
NEFL	0.859762013259051	-1.07925072298504
CTD-2353N24.1	0.8596848402887	-1.07890446226114
SF3B14	0.6578	-0.406466318483967
SHANK2-AS2	0.934605094886005	-1.51099466462854
DHCR7	0.6578	-0.406466318483967
LRG_340	0.6578	-0.406466318483967
RP11-660L16.2	0.6578	-0.406466318483967
BMPR1APS1	0.6577	-0.406194084797694
RP11-305B6.1	0.6577	-0.406194084797694
RP11-280H21.1	0.6576	-0.405921881211617
VN1R48P	0.6576	-0.405921881211617
AL096864.1	0.859501095121198	-1.07808055217015
PTP4A1P2	0.6575	-0.405649707698915
RP11-386I8.6	0.6575	-0.405649707698915
ZNF84	0.6575	-0.405649707698915
TNIP2	0.859416572344147	-1.07770179917132
RP11-486G15.1	0.859405547634097	-1.07765240800323
AC012507.3	0.967061841273575	-1.83926432570671
RP3-325F22.3	0.967050816563524	-1.83911436303994
FAM216A	0.6572	-0.404833367333126
VPS29	0.6572	-0.404833367333126
NUDT19P5	0.6571	-0.404561313846081
FZD8	0.657	-0.404289290298579
MIR4683	0.657	-0.404289290298579
PLRG1	0.99032030457599	-2.3385373428781
RP11-158C21.2	0.934237604551	-1.50811619541458
GPBP1	0.858986608652192	-1.07577748789071
AC000123.4	0.966874421202722	-1.83672056597928
KLHDC2	0.6568	-0.403745332915364
RP11-93I21.2	0.6567	-0.403473399026278
CTC-370J7.1	0.933984036219847	-1.50613731366642
RN7SKP105	0.966767849005571	-1.83527939829156
AC007040.1	0.858641167737288	-1.0742343410846
AC007040.2	0.933950962089697	-1.50587963310057
AC007040.3	0.858641167737288	-1.0742343410846
RNU6ATAC3P	0.933936262476297	-1.50576514049314
RP11-63A1.1	0.933936262476297	-1.50576514049314
RP11-394I13.1	0.858597068897088	-1.07403752769508
CENPV	0.6565	-0.402929620719847
PCK2	0.966723750165371	-1.83468416640686
AC069363.1	0.933881138926046	-1.50533596891244
RN7SL370P	0.6563	-0.402385961531539
RP11-120A1.1	0.994388422584486	-2.53567278132133
RP11-687M24.7	0.933697393758544	-1.50390739570574
RP11-768G7.1	0.858266327595584	-1.0725627513637
RP11-768G7.2	0.933690043951844	-1.503850316587
CTD-3162L10.4	0.858218553852034	-1.07234992087529
ZFP82	0.858218553852034	-1.07234992087529
COG7	0.6559	-0.401298999658399
CTB-58E17.1	0.6557	-0.400755696548824
CTB-58E17.3	0.6557	-0.400755696548824
MIR4734	0.6557	-0.400755696548824
ELMO2	0.933473224654192	-1.50216868221593
GRAMD4P8	0.6556	-0.400484089358009
LINC01087	0.6556	-0.400484089358009
BMPR1APS2	0.857836363903629	-1.07064902256813
MARVELD2	0.966429757897367	-1.83073246952706
RP1-20N4.1	0.93336665245704	-1.50134367101131
ASS1P2	0.857733466609828	-1.07019161734267
GSG1	0.93329682929339	-1.50080370001109
RP11-387D10.3	0.6551	-0.399126495985456
AP001372.2	0.857417424921725	-1.06878812780063
NPBWR1	0.857388025694924	-1.06865767764179
RP11-677I18.4	0.857365976274824	-1.0685598519557
CCDC126	0.982088521071896	-2.0989312927525
FCF1P1	0.857336577048024	-1.06842943361246
AC092849.1	0.6548	-0.398312293076469
NYAP1	0.857292478207823	-1.06823384016468
TSC22D4	0.857292478207823	-1.06823384016468
RP11-38H17.1	0.999235620103191	-3.16916804274396
RP11-723O4.2	0.857244704464273	-1.06802199337003
RP11-723O4.3	0.6547	-0.398040950801044
RN7SKP36	0.932969762895236	-1.49828016895799
RP11-844P9.3	0.6546	-0.397769637828868
ACBD5	0.981985623778095	-2.09660278618227
AL160291.1	0.6545	-0.397498354133647
LRRC37A6P	0.6545	-0.397498354133647
RP11-85G18.6	0.6545	-0.397498354133647
MIR1287	0.6545	-0.397498354133647
PWAR6	0.6545	-0.397498354133647
RP11-701H24.3	0.6545	-0.397498354133647
ZNF780B	0.6543	-0.396955874468969
CCDC166	0.85703523497332	-1.06709369193456
MAPK15	0.6543	-0.396955874468969
RP11-429J17.4	0.85703523497332	-1.06709369193456
RP11-429J17.5	0.6543	-0.396955874468969
FZD4	0.932852165988035	-1.49737515978219
ACTR3	0.932774993017684	-1.49678191336377
RP11-141B14.1	0.856924987872819	-1.06660548138502
RP11-800A3.2	0.932730894177483	-1.49644315178706
HNRNPCP4	0.856855164709168	-1.06629641281674
RP1-278E11.3	0.856847814902468	-1.06626388520811
AC079776.4	0.654	-0.396142373892698
RP11-484K9.4	0.6539	-0.395871265307949
C5ORF38	0.856752267415367	-1.06584112891359
IRX2	0.932661071013832	-1.49590713024169
MIR4261	0.965937320848462	-1.82417673048825
RNA5SP68	0.6537	-0.395329135392379
ACTN1-AS1	0.932528774493231	-1.49489268752266
RP3-355L5.4	0.932521424686531	-1.4948363746851
RP11-236J17.5	0.981809228417293	-2.09263731194564
AC007875.3	0.6535	-0.39478712164107
AC079781.5	0.856480324567464	-1.06463894078331
ASNS	0.981801878610593	-2.09247279626804
RP11-80F22.8	0.6535	-0.39478712164107
RP4-635A23.3	0.856425201017213	-1.06439544150173
RP1-313L4.3	0.856289229593262	-1.06379507960258
RP1-313L4.4	0.856289229593262	-1.06379507960258
GORAB	0.856230431139661	-1.0635355823653
ZNF227	0.96574990077761	-1.82170210470152
RN7SKP257	0.965731526260859	-1.82146009395706
RP11-185J20.2	0.932198033191727	-1.49236328855392
RP1-128M12.3	0.6529	-0.393161775284707
TMEM116	0.6529	-0.393161775284707
ADSL	0.932124535124726	-1.49180249474189
RP5-1042K10.10	0.6529	-0.393161775284707
SGSM3	0.855918064354907	-1.06215820243705
DDX24	0.855896014934807	-1.0620610517483
RP11-804M7.2	0.6528	-0.392890985290978
RP11-515O17.2	0.932084111187876	-1.49149425801747
C3ORF14	0.965632303870408	-1.82015507584513
CGREF1	0.931995913507475	-1.49082223295842
AC122136.2	0.855682870540505	-1.06112244471938
SEC61A1	0.6526	-0.392349491697164
AP003774.6	0.6525	-0.392078788045149
RP1-144F13.3	0.965555130900057	-1.819142200655
AC026740.1	0.6525	-0.392078788045149
CTD-2589H19.6	0.6525	-0.392078788045149
RP11-182N22.7	0.855587323053404	-1.06070199316153
GSTK1	0.855579973246704	-1.06066965850032
AC078881.1	0.6524	-0.391808113121802
RP11-794A8.1	0.6523	-0.3915374669012
PPY	0.6523	-0.3915374669012
RP11-527L4.2	0.6523	-0.3915374669012
RP11-527L4.6	0.6523	-0.3915374669012
CAMSAP3	0.965474283026356	-1.81808309120794
EFCAB14	0.98155566008614	-2.08699396777531
MIR3164	0.931698246336121	-1.48855910450841
CTD-3148I10.9	0.931676196916021	-1.4883917684031
RP11-404I7.1	0.855153684458099	-1.05879614195536
RN7SL362P	0.6519	-0.390455168528339
RP11-563N6.6	0.855135309941349	-1.05871547046712
AC114877.3	0.6518	-0.390184665433183
RNU6-27P	0.6517	-0.389914190885577
RP1-298M8.1	0.6517	-0.389914190885577
RP11-540A21.2	0.931485101941819	-1.48694326480863
RNU6-25P	0.854878066706846	-1.05758679224705
FAM92A1	0.965198665275103	-1.81448773412931
CTC-523E23.1	0.6515	-0.389373327329802
C19ORF24	0.6513	-0.388832577654751
CIRBP	0.6513	-0.388832577654751
AL583828.1	0.854760469799644	-1.05707127353089
GFOD1-AS1	0.6513	-0.388832577654751
LRG_98	0.931334430904467	-1.48580337122686
ATP11A-AS1	0.854716370959444	-1.0568780264231
TMEM110	0.965081068367902	-1.81296082784591
TMEM110-MUSTN1	0.965081068367902	-1.81296082784591
TNS4	0.965047994237752	-1.81253214608009
MIR1284	0.6511	-0.388291941654423
RELB	0.931095562186715	-1.48400016948968
RN7SL653P	0.6508	-0.387481200344059
EIF3LP3	0.6508	-0.387481200344059
PNPT1P2	0.931007364506313	-1.48333559008711
OR10J1	0.981177145041085	-2.07869155249956
OR10J4	0.96487894868365	-1.81034629109208
SNORD60	0.96487159887695	-1.81025144992696
AC097658.1	0.854179835070338	-1.05453000701415
AC009506.1	0.6505	-0.386670713645716
SLC24A1	0.854146760940187	-1.05438545628722
RP11-16L21.7	0.930849343662262	-1.4821465210832
RBM5	0.930834644048862	-1.48203601650064
ZC3HAV1L	0.6503	-0.386130530289527
RP4-612B15.3	0.6503	-0.386130530289527
RP11-23D5.1	0.6503	-0.386130530289527
AC004490.1	0.853827044348734	-1.0529892668085
RP11-421N8.1	0.981059548133884	-2.07614109085936
RP11-346D19.1	0.6501	-0.385590459581988
CBY3	0.853676373311382	-1.05233200354914
RP11-1379J22.5	0.65	-0.385320466407568
RP11-567L7.5	0.853566126210881	-1.05185136707949
MIR4765	0.930459803907157	-1.47922424335061
RP11-709D24.5	0.85348527833718	-1.05149905471063
SUB1P3	0.85348527833718	-1.05149905471063
RP11-109N23.1	0.853463228917079	-1.05140299216822
RP11-109N23.6	0.853463228917079	-1.05140299216822
AC069200.1	0.6496	-0.384240774310033
SRD5A3	0.853404430463479	-1.05114687280971
SRD5A3-AS1	0.853404430463479	-1.05114687280971
RP1-74M1.3	0.6494	-0.383701096264557
RP11-382N13.6	0.853217010392627	-1.05033095214375
RN7SL849P	0.989295006541328	-2.30067537650725
TMEM225	0.853143512325626	-1.05001117405895
LINC01093	0.6492	-0.383161529949816
MAPRE1P3	0.964393861441444	-1.80412140315445
HACL1	0.980817004512781	-2.07092301526705
RPS23P3	0.930007790795102	-1.47584905491415
OR8J1	0.6488	-0.382082731699695
RPL5P29	0.6488	-0.382082731699695
AC104623.2	0.852772347087272	-1.04839793226635
RP11-109D9.4	0.852746622763821	-1.04828622451791
RP11-344B2.2	0.6487	-0.381813101651567
LPAL2	0.9298534448544	-1.4747003933622
RP11-65L3.1	0.6486	-0.381543499358533
MIR4652	0.85261432624322	-1.04771193403368
RPL12	0.6485	-0.381273924795289
SNORA65	0.6485	-0.381273924795289
KRT8P19	0.852419556365668	-1.04686707910366
BANF1P3	0.852338708491967	-1.0465166039819
RNU6-268P	0.852324008878567	-1.04645289504224
GAL3ST3	0.929618251039998	-1.47295378441161
SF3B2	0.980614884828529	-2.06661728950028
RP11-58A17.4	0.852309309265166	-1.04638919034966
REPIN1	0.929577827103147	-1.47265403815208
RP4-584D14.5	0.929577827103147	-1.47265403815208
ATP5F1	0.963956547942789	-1.79856887773877
RP11-552M11.4	0.963956547942789	-1.79856887773877
WDR77	0.963956547942789	-1.79856887773877
CTD-2292P10.2	0.648	-0.379926467041307
CTD-2292P10.4	0.929522703552897	-1.47224550636513
CTD-2582D11.1	0.852180687647915	-1.04583195532861
BRI3BP	0.963927148715989	-1.79819758232248
AC037445.1	0.993598318364227	-2.48919246758981
PTRHD1	0.852110864484264	-1.04552959226722
RP11-439C8.1	0.929474929809346	-1.47189164413297
AC008265.2	0.852088815064164	-1.04543412905166
SEL1L	0.963861000455688	-1.79736307283469
ILF3	0.6477	-0.379118323530274
RP11-785G17.1	0.851945493833512	-1.04481385023097
LRRC9	0.851934469123462	-1.04476615312481
GCNT6	0.851875670669861	-1.04451180869065
LINC00659	0.929335283482044	-1.4708583329636
PHAX	0.929247085801643	-1.4702065236943
ERRFI1	0.929155213217892	-1.46952821925431
FANCG	0.6469	-0.376964482446507
LRG_499	0.6469	-0.376964482446507
OR6C7P	0.6468	-0.376695375433206
PWWP2AP1	0.851228887680254	-1.0417184669126
AL161784.1	0.851070866836202	-1.04103723731592
CTD-2384A14.2	0.6466	-0.376157243212541
RNU6-864P	0.6466	-0.376157243212541
APPL1	0.928824471916389	-1.46709190416051
ASB14	0.928824471916389	-1.46709190416051
GAPDHP54	0.963460435990533	-1.79233619924323
MIR4318	0.6465	-0.375888217955177
RN7SL532P	0.6465	-0.375888217955177
CEP290	0.85090549618545	-1.04032483958511
RN7SL46P	0.85088344676535	-1.04022989310792
RP11-134N1.2	0.6464	-0.375619219899819
NCKIPSD	0.6464	-0.375619219899819
ZNF79	0.963342839083332	-1.790868984728
RNU6-752P	0.850795249084949	-1.03985020093781
RP11-434D11.4	0.928629702038836	-1.46566124965554
RPL21P44	0.6462	-0.375081305295287
RP11-323N12.5	0.850714401211248	-1.03950228142694
GS1-531I17.3	0.850692351791148	-1.03940741612352
E2F4	0.850618853724147	-1.03909126598082
ELMO3	0.6461	-0.374812388696239
EXOC3L1	0.850618853724147	-1.03909126598082
LRRC29	0.850618853724147	-1.03909126598082
MIR328	0.6461	-0.374812388696239
RNA5SP337	0.980111423069573	-2.0560556352617
RP11-117D22.1	0.928493730614885	-1.46466426619064
AGMAT	0.850515956430346	-1.03864883018305
DNAJC16	0.963214217466081	-1.78926862077697
RP4-680D5.2	0.850515956430346	-1.03864883018305
MRPS24	0.928365108997633	-1.46372251178414
TMEM215	0.850413059136545	-1.03820659760682
RP11-190C22.8	0.850391009716444	-1.03811185989666
ZNF234	0.850280762615943	-1.03763831103791
AF131215.9	0.963089270752179	-1.7877183573461
AC108868.6	0.850218289258992	-1.03737006994335
VILL	0.928210763056932	-1.46259411734536
AC097635.5	0.850203589645592	-1.03730696523857
PABPC1P4	0.6456	-0.373468211737027
TMEM5	0.850196239838892	-1.03727541443517
TMEM5-AS1	0.6456	-0.373468211737027
RNU7-22P	0.850152140998692	-1.03708613129434
MIR153-2	0.928151964603331	-1.46216474225301
RN7SKP3	0.85004556880154	-1.03662885036654
DEFB113	0.6455	-0.373199457378309
C12ORF54	0.963008422878478	-1.78671753056589
RP11-722P11.4	0.963008422878478	-1.78671753056589
CTD-2033D15.1	0.84999044525129	-1.03639241078389
AC034228.2	0.6454	-0.372930729972677
RP11-540B6.3	0.92805641711623	-1.46146758212223
RP5-1049N15.2	0.849913272280939	-1.03606149267112
AL611946.1	0.6453	-0.372662029495322
CDO1	0.6453	-0.372662029495322
FAM83D	0.927975569242529	-1.46087823170944
RP4-616B8.4	0.6452	-0.372393355921453
AC005943.4	0.849792000470388	-1.03554170759848
MBD3	0.849792000470388	-1.03554170759848
UQCR11	0.927964544532479	-1.46079790504825
CA2	0.849780975760338	-1.03549446828257
RP11-317J10.2	0.849780975760338	-1.03549446828257
RAB4A	0.849773625953637	-1.03546297668901
SPHAR	0.849773625953637	-1.03546297668901
MIR30A	0.962887151067927	-1.78521963774293
AL118506.1	0.6451	-0.372124709226291
MIR1914	0.6451	-0.372124709226291
MIR647	0.6451	-0.372124709226291
RNU6-432P	0.98860779961487	-2.27703055988433
RGS4	0.849622954916286	-1.03481762517392
RP11-126O1.5	0.849589880786135	-1.03467602032321
NFE4	0.962850402034427	-1.78476652064478
RP11-408N14.1	0.849542107042585	-1.03447151660347
C6ORF57	0.849505358009084	-1.03431423548461
RP11-565J7.1	0.849457584265534	-1.03410980827342
RP11-719J20.1	0.6448	-0.371318930165507
RP3-417L20.4	0.6448	-0.371318930165507
RP11-536I6.2	0.97978803157477	-2.04939058803141
AC116366.5	0.927670552264475	-1.4586593287554
MIR4667	0.6444	-0.37024493288587
TESK1	0.6444	-0.37024493288587
AC006499.6	0.849064369607079	-1.03242885397141
TSEN15	0.962596833703274	-1.78164995537703
RP11-148O21.2	0.848998221346779	-1.03214636317322
MIR3194	0.927420658836673	-1.45684676983548
ZNF878	0.848917373473078	-1.03180120845795
AC007563.3	0.848898998956327	-1.03172278134581
FABP5P14	0.848898998956327	-1.03172278134581
BCL10	0.927332461156272	-1.45620818449559
PTBP2	0.993241852739273	-2.46986792429319
HIGD1B	0.848763027532376	-1.0311426178316
C6ORF89	0.997541489658822	-2.81242030235147
RP11-816J8.1	0.848689529465375	-1.03082916039223
CTB-113I20.1	0.848656455335225	-1.03068813758373
RP11-358D14.2	0.6438	-0.368634736905496
CTD-3184A7.4	0.927137691278719	-1.45480007496796
STMN3	0.848535183524673	-1.03017122923003
RP11-160A9.2	0.927122991665319	-1.4546939195593
PYCR2	0.962332240662071	-1.77841623217061
RN7SL590P	0.96230284143527	-1.77805807547639
RP11-10A14.4	0.84827794029017	-1.02907566714765
TLK2	0.926942921401167	-1.45339484408331
RP11-593F5.2	0.979486689500066	-2.04326086946251
RP1-261G23.7	0.926913522174367	-1.45318298290544
OR5H3P	0.848186067706419	-1.02868469418679
OR5H5P	0.6433	-0.367293636816837
CTC-523E23.14	0.6431	-0.366757381828549
LINC00904	0.6431	-0.366757381828549
LEFTY2	0.962188919431419	-1.77667236819072
RP4-559A3.6	0.962188919431419	-1.77667236819072
CTD-2319I12.4	0.926762851137015	-1.45209821673177
AC093766.1	0.847906775051816	-1.02749710082898
RNU6-549P	0.847862676211616	-1.02730971853196
AC099759.1	0.6427	-0.365685187998874
MIR128-1	0.847723029884314	-1.02671657908345
RNU6-512P	0.926571756162813	-1.450724868872
RP11-410B16.1	0.847712005174264	-1.02666976766809
AP000721.4	0.847689955754164	-1.02657615158599
OTUB1	0.847689955754164	-1.02657615158599
C5ORF56	0.995869408634553	-2.64120454307735
AC010536.1	0.961928001293566	-1.77351144319275
AC013558.1	0.979203721942113	-2.03757398311672
RP4-604K5.2	0.6422	-0.364345536473042
GAPDHP31	0.847311440709109	-1.02497047612573
KIF23	0.926222640344559	-1.44822291001026
RP11-253M7.1	0.926222640344559	-1.44822291001026
RP11-253M7.3	0.847271016772259	-1.02479915236908
RBP3	0.961758955739464	-1.7714729408383
RP11-276H7.3	0.6421	-0.364077684692342
RNU6-173P	0.847186493995208	-1.02444102713323
AC009305.2	0.846984374310956	-1.02358517299316
VEGFC	0.926027870467007	-1.44683101092508
CTD-2647L4.5	0.961641358832263	-1.77005918195169
AL161669.1	0.846789604433403	-1.02276114958502
RNA5SP119	0.846749180496553	-1.02259021286778
LCE1D	0.6413	-0.361935808657234
KRTAP4-3	0.6412	-0.361668191065412
KRTAP4-4	0.6412	-0.361668191065412
KRTAP4-5	0.6412	-0.361668191065412
RN7SL743P	0.979008952064561	-2.03369758440901
LINC00839	0.6411	-0.361400599373461
RPS26P13	0.846554410619001	-1.02176702714229
KRT18P9	0.6411	-0.361400599373461
AC009121.1	0.84645518822855	-1.02134793446798
RP11-485G7.6	0.84645518822855	-1.02134793446798
LINC00619	0.846389039968249	-1.02106863898326
RNU6-990P	0.6408	-0.36059797945521
RP11-542E6.3	0.96143188934131	-1.76754965234082
PPIAP24	0.925634655808552	-1.44402946088736
RP11-274H2.2	0.846183245380646	-1.02020022861331
MIR4692	0.846150171250496	-1.02006073441055
AC022909.1	0.846131796733746	-1.01998324620727
RP11-8J9.5	0.6403	-0.359260795335854
MYBL1	0.846032574343295	-1.0195649156947
AC097470.1	0.6403	-0.359260795335854
RNU6-1077P	0.845907627629393	-1.01903838279538
AL159977.1	0.845885578209293	-1.0189454945488
SYNCRIP	0.845771656205442	-1.01846571193021
GINM1	0.64	-0.358458793251194
KATNA1	0.998460215496332	-2.95968183941951
RP1-12G14.7	0.64	-0.358458793251194
RPS18P9	0.64	-0.358458793251194
RP1-29C18.10	0.987968366431963	-2.25611760066682
RP11-61J19.2	0.925212041923297	-1.44103103164286
RNU1-105P	0.925204692116597	-1.44097899957209
LAMTOR3	0.6398	-0.357924253288696
RP11-755B10.3	0.6398	-0.357924253288696
ADAMTS7P4	0.978781108056858	-2.02920137211514
EIF4A1P11	0.6397	-0.357657021663636
GJD4	0.845562186714489	-1.01758414228266
RP11-425A6.5	0.845562186714489	-1.01758414228266
OR2M2	0.6396	-0.357389815577404
AC079804.1	0.845510738067589	-1.01736773735024
SMARCE1P6	0.6396	-0.357389815577404
CCDC152	0.845470314130738	-1.01719773832157
CTD-2325A15.5	0.6395	-0.357122635006044
TRIP4	0.6395	-0.357122635006044
RPLP0P2	0.961086448426406	-1.76343528447882
RP11-983C2.1	0.845334342706787	-1.01662613902015
RP11-169K16.7	0.6394	-0.356855479925615
MGAT4B	0.6393	-0.35658835031219
AC107982.4	0.6392	-0.356321246141855
CTD-2145A24.4	0.6392	-0.356321246141855
RN7SL627P	0.6392	-0.356321246141855
C17ORF80	0.960961501712505	-1.76195443336092
CPSF4L	0.924877625718444	-1.43866751099815
RP11-661C3.2	0.924877625718444	-1.43866751099815
RNU6-1121P	0.6391	-0.356054167390712
OR7E110P	0.6391	-0.356054167390712
RP11-153M7.1	0.924855576298343	-1.43851195667035
CTA-407F11.8	0.6391	-0.356054167390712
FBN1	0.992819238854018	-2.44809138999714
RP11-294L13.1	0.845077099472284	-1.01554564258636
RP11-599B13.3	0.924818827264843	-1.43825277678137
RP11-106M7.4	0.924804127651443	-1.43814913187248
ZNF225	0.960899028355554	-1.76121545442304
KB-173C10.1	0.844963177468433	-1.01506751563053
PPIP5K2	0.924730629584442	-1.43763113891396
MRPL45P1	0.844893354304782	-1.01477458473952
SLAMF7	0.924715929971042	-1.43752758659948
RP4-765H13.1	0.987777271457761	-2.25005495399397
LRRC10B	0.924668156227491	-1.43719114799
MIR4488	0.924668156227491	-1.43719114799
OR13C8	0.960814505578503	-1.76021718772154
RP3-334F4.1	0.844654485587029	-1.01377311057906
CCDC121	0.6383	-0.353918449609206
GPN1	0.6383	-0.353918449609206
CCAR1	0.960763056931603	-1.75961040489289
HTR3C	0.960748357318203	-1.75943715730889
BSN-AS1	0.6382	-0.353651598557643
AC091043.1	0.844448690999427	-1.01291111669485
RP11-697E22.3	0.844433991386027	-1.01284957450062
ZNRF3-AS1	0.6379	-0.352851196393821
AC090692.1	0.844342118802275	-1.01246502266492
KRT18P14	0.844342118802275	-1.01246502266492
RP11-291C6.1	0.924392538476238	-1.43525332496532
MIR1250	0.6377	-0.352317720539713
MIR338	0.6377	-0.352317720539713
MIR657	0.844275970541975	-1.01218823802592
RP11-149I9.2	0.844275970541975	-1.01218823802592
PABPC1P1	0.6377	-0.352317720539713
RP11-333E13.2	0.6377	-0.352317720539713
RP11-91I11.1	0.924315365505887	-1.43471169925256
AC104441.1	0.844128974407973	-1.01157343850318
RP11-388N2.1	0.844088550471123	-1.01140443565399
NHP2P2	0.6374	-0.351517694667278
AC007358.1	0.843970953563921	-1.01091295517458
KB-1639H6.2	0.6373	-0.351251069390797
FASN	0.6372	-0.350984469082079
RP11-675F6.3	0.6372	-0.350984469082079
RP1-166H4.2	0.924058122271384	-1.43290931302287
AP000439.1	0.843794558203119	-1.01017619196997
ZNF209P	0.923925825750783	-1.43198418131996
RP11-263C24.3	0.843588763615517	-1.00931732734313
MIR4431	0.843518940451866	-1.00902609594985
AC012066.1	0.923859677490482	-1.43152207470879
G3BP1	0.6366	-0.349385390230975
OR5W1P	0.6366	-0.349385390230975
RP11-756P10.1	0.6365	-0.349118964035977
RP11-448P19.1	0.92370900645313	-1.43047063813802
AP000640.2	0.6365	-0.349118964035977
RP11-438B23.2	0.6364	-0.348852562620156
ZBTB42	0.6364	-0.348852562620156
RP11-293A10.3	0.960079524908495	-1.75160966117939
RNU6-58P	0.987380381895956	-2.23772128686731
RP11-524O1.4	0.6361	-0.348053506812716
RP11-689J19.1	0.923495862058828	-1.42898593552893
SNORD8	0.923495862058828	-1.42898593552893
SNORD9	0.843030178306311	-1.00698986758002
SUPT16H	0.843030178306311	-1.00698986758002
AC005863.1	0.997269546810919	-2.77850862333202
MIR562	0.842916256302459	-1.00651585766759
