gene	p
OSR2	0.8075
RP11-44N12.5	0.8075
RP11-324P9.1	0.952214950767767
RP11-398K14.1	0.8074
RP11-324J13.1	0.8074
ZNF599	0.8073
RNY4P31	0.8073
RPS27AP3	0.8072
GIT1	0.985947925370091
RP11-68I3.4	0.8071
TP53I13	0.8071
RNU6-294P	0.8071
MAPK6PS3	0.8071
CHORDC2P	0.8071
MAPK7	0.8071
IGLV3-24	0.807
LL22NC03-102D1.16	0.807
LL22NC03-102D1.18	0.807
RN7SL869P	0.8069
GS1-111G14.1	0.8069
RN7SL75P	0.8069
AC009365.4	0.8069
RP1-90L6.2	0.951907124381849
MIR4669	0.8068
RP11-171N4.1	0.8068
MIR1271	0.951847158202774
CTD-2353N24.1	0.8065
AC084125.4	0.985815999776126
MARS2	0.8065
GIMAP4	0.8063
AC010543.1	0.951735221335167
RP11-461F11.1	0.8062
CARD17	0.8061
RP11-407N17.5	0.8061
LINC01055	0.951651268684462
RP11-734K21.4	0.985724051634878
CTD-3135A9.3	0.806
AC005048.1	0.951583307014844
RP11-295P9.8	0.8059
RP11-445P17.6	0.8059
RP11-332J15.4	0.8059
RP11-29P20.1	0.8058
LCE2A	0.8057
DEFB115	0.951463374656694
LGALS12	0.8057
UBE2Q2P9	0.8057
RP11-567C20.2	0.8055
AC097658.1	0.951343442298544
MIR3139	0.951343442298544
CCNB2	0.951315458081642
RP11-641C17.1	0.951299467100555
RP11-641C17.3	0.8054
CCDC12	0.8054
CTB-158E9.2	0.951279478374197
CXCL11	0.951227507685665
RPS4XP15	0.951159546016047
SERF1AP1	0.951107575327515
RP11-38O14.5	0.8049
MIR4673	0.8049
NOTCH1	0.8049
KRT8P7	0.8048
RP11-345I18.6	0.8047
LRG_84	0.8046
MPO	0.8046
HCG19P	0.985444209465861
ALB	0.8045
SNORA37	0.8044
RP11-248N22.2	0.950755773743609
AC092850.1	0.8042
RP11-495K9.3	0.8042
RPS6P20	0.8042
MIR770	0.95068781207399
SPATA19	0.985352261324613
RP11-673E11.2	0.804
CTD-2026K11.3	0.804
LRG_211	0.985336270343526
TRIM32	0.985336270343526
CD8A	0.985280301909723
AC005330.2	0.8036
RP11-576E20.1	0.950451945102962
AC083862.1	0.8035
TMEM140	0.8035
NPAP1	0.950355999216442
RP11-67C2.2	0.8034
NFE4	0.995190712438185
RNU6-1161P	0.950296033037367
RNU2-72P	0.8032
RN7SL721P	0.8032
RNF126P1	0.8031
FIZ1	0.803
ZNF524	0.803
RP11-400D2.3	0.950100143519055
KIAA1147	0.985096405627226
AP002806.1	0.8029
MRPL48P1	0.985044434938695
HMGXB4	0.8027
SRRM2-AS1	0.8027
RNU6-403P	0.8026
MSGN1	0.8025
OR5AC2	0.8024
IGSF6	0.8024
AC002429.4	0.949796314878409
GS1-200K5.1	0.949796314878409
SRSF1	0.8024
RP11-295G24.4	0.8024
C6ORF52	0.8023
ATP5C1P1	0.8023
RNA5SP239	0.8023
RP11-435F17.3	0.802
AC127383.1	0.8017
MIR23A	0.8017
MIR24-2	0.8017
MIR27A	0.8017
AC007216.1	0.949456506530317
MIR518B	0.8016
MIR518C	0.949432520058687
MIR520B	0.8016
MIR520C	0.949432520058687
MIR526A1	0.8016
SMG9	0.984824558948753
TRIM64FP	0.8015
RP11-805L22.2	0.8015
AL358134.1	0.8014
AC006547.15	0.984732610807505
CTD-2245F17.6	0.8013
AC005757.6	0.949164671125485
PRMT5	0.801
PRMT5-AS1	0.801
RP11-52I18.1	0.801
RN7SL632P	0.949112700436954
AC090673.2	0.801
RP11-212F11.1	0.8009
EIF3J	0.8008
RP11-151N17.1	0.8008
RP11-1197K16.2	0.8008
OR9A3P	0.8008
AC008592.8	0.948992768078804
SERPIND1	0.8007
RN7SL585P	0.8006
UBE2L6	0.948892824447012
LINC00554	0.8005
RP1-18D14.7	0.984568703251366
TAL1	0.984568703251366
RP11-973H7.3	0.8002
AL360297.1	0.8002
RP11-672L10.5	0.7999
ZSWIM3	0.948612982277995
ABHD17AP3	0.7999
C7ORF66	0.948573004825279
AC007386.2	0.948533027372562
ZSCAN5C	0.7998
MIR4431	0.7998
RNU7-80P	0.7997
DNAJC18	0.7997
RP11-483H20.6	0.7997
KMT2E-AS1	0.7997
FAM213B	0.7996
MMEL1	0.948417092759684
SPTLC1P3	0.7994
RP11-242C24.3	0.7994
RNU6-226P	0.948285167165719
RP4-665J23.4	0.7993
AC005007.3	0.7992
DEFA5	0.7989
RP11-693L9.2	0.948101270883222
HNRNPA1P67	0.7989
CTD-2055G21.1	0.98426487461072
RP11-390M11.1	0.948057295685234
RP11-389G6.3	0.7988
CRYBG3	0.999696171359353
CYCSP22	0.7985
GPR179	0.7985
RN7SL817P	0.7985
IGFBP6	0.947861406166922
SOAT2	0.947861406166922
AC105053.4	0.947769458025673
AC013727.1	0.947749469299315
AC006130.1	0.7982
AC006130.4	0.7982
ZNF556	0.7982
SMTNL1	0.947717487337142
RN7SL689P	0.947709491846598
RNU6-923P	0.7981
RP4-796I8.1	0.7981
SPATA2L	0.7981
RP11-12M5.4	0.984068985092408
AL391005.1	0.7979
RNU6-929P	0.7978
RN7SL252P	0.7977
AC010455.1	0.7976
RP11-84C10.1	0.7974
RP3-329A5.8	0.7974
SCUBE3	0.7974
ZBTB6	0.7974
FZD1	0.7973
RP4-802A10.1	0.7972
RP11-780O17.1	0.983877093319368
AC008746.5	0.7971
PPIAP27	0.983869097828825
RPSAP54	0.7971
RP11-93H12.3	0.7971
CXCR2P1	0.947217769178183
PRKAB1	0.983793140668663
THNSL1	0.7968
AC015688.3	0.7968
LGALS9	0.7968
RP11-19P22.8	0.7968
RP11-392A23.5	0.947081845838947
CTD-2245E15.3	0.7968
RP11-138C24.2	0.7968
RP11-981G7.6	0.7968
MBIP	0.7966
RNU4-87P	0.7966
RP5-1073F15.1	0.7966
OR5K2	0.7964
AL034553.1	0.946829987886832
RP5-914P20.5	0.946829987886832
RP11-276H1.2	0.7963
RP11-276H1.3	0.7963
ANKRD61	0.7963
RPL21P39	0.7963
AP000350.5	0.7962
HNRNPA1P57	0.946722048764497
CTD-3105H18.5	0.946698062292867
ZNF442	0.7961
RP11-297K7.1	0.796
NKX2-4	0.796
RP11-227D2.3	0.796
RP3-474G15.1	0.796
AC006145.1	0.7957
BAMBI	0.7957
TMEM221	0.983537284971276
TRIM36-IT1	0.7957
RP11-118E18.2	0.983529289480733
RP11-79C6.1	0.7956
CTD-3064H18.1	0.7956
CTD-2224J9.4	0.7953
CTA-384D8.33	0.946262308058255
HMGA1P7	0.795
RP5-1119A7.11	0.795
CTB-180A7.6	0.946142375700105
GTF2F1	0.946142375700105
RP11-748C4.1	0.946134380209562
RPL23	0.7948
RPS20P35	0.7948
SNORA21	0.94608240952103
RP11-307B6.3	0.946046429813585
SHISA4	0.946046429813585
CCNT2P1	0.7946
SCYL1	0.7946
CTB-181F24.1	0.945934492945978
AC114755.5	0.7945
AC114755.7	0.7945
PAK1	0.994359181421678
RP11-443B7.2	0.945878524512175
RP3-406P24.1	0.945874526766903
HMGB3P10	0.7944
RP11-385J23.1	0.7944
PPP1R15A	0.983193478877913
C17ORF103	0.945846542550002
DLAT	0.983133512698838
PPIHP1	0.945730607937123
RP11-574H6.1	0.94572261244658
RP11-379K17.5	0.7942
PRICKLE2-AS2	0.94565065303169
PLVAP	0.794
AC093899.3	0.7939
CTD-2233C11.3	0.7939
AC015849.16	0.7938
LRRC37A9P	0.7938
CLPTM1	0.945486745475552
ZFP62	0.7937
RP11-230B22.1	0.945438772532292
RN7SKP15	0.7936
RP11-274J2.1	0.945402792824847
RP11-173A6.2	0.7936
AC004022.7	0.7936
AC004022.8	0.7936
APOC2	0.945366813117402
APOC4	0.945366813117402
APOC4-APOC2	0.945366813117402
CTB-129P6.11	0.945366813117402
RP11-512N21.3	0.945206903306535
RNA5SP32	0.7932
RNU6-390P	0.7929
CTD-2262B20.1	0.7929
RP5-899E9.1	0.99414730092228
NAA20	0.7928
AC010731.6	0.7928
RP11-46H11.3	0.7928
ELL2P3	0.7928
AC004067.5	0.7927
OR2AO1P	0.7927
RP11-445P17.5	0.7926
AC083867.4	0.7923
RP11-300E4.2	0.7923
CALR3	0.7923
LRG_422	0.7923
RP5-1125M8.3	0.982709751700041
MTHFD2P1	0.94464322122323
AC105398.1	0.792
ENTPD1	0.999996002254728
RP11-429G19.3	0.999120496040233
C16ORF91	0.792
RPS27P12	0.792
AC074212.3	0.7919
RP11-51L5.5	0.7919
PHLDA3	0.7918
ARHGEF5	0.982645787775695
Z98881.1	0.7918
AC108137.1	0.7917
RP11-663P9.2	0.7916
RP11-688H10.1	0.944371374544757
CCDC87	0.7915
CCS	0.7915
RP11-641D5.1	0.7915
RABEPKP1	0.944327399346768
XPO6	0.982557837379718
RP11-111N20.4	0.7913
KIAA1658	0.944271430912965
RNU6-564P	0.944271430912965
RP4-539M6.19	0.944271430912965
RP4-539M6.20	0.944271430912965
RP4-539M6.21	0.944271430912965
RP4-591N18.2	0.7913
C2ORF71	0.982505866691186
LRG_90	0.997689303232977
NHEJ1	0.997689303232977
SLC23A3	0.997689303232977
ACTG1P3	0.791
AC046143.6	0.7909
MIR16-1	0.7908
DPY19L2P2	0.7907
RNU7-184P	0.7907
THRAP3P1	0.7906
ZNF43	0.943919629329058
FCF1P3	0.7906
PARP1P1	0.943887647366885
AC003006.1	0.7905
DDX23	0.943819685697267
RNU1-42P	0.7904
CD3E	0.943795699225637
LRG_38	0.943795699225637
CD33	0.7904
RP11-809H16.4	0.7904
TCEA1	0.7903
RP11-467J12.3	0.7902
SRRM5	0.943627793924227
ZNF576	0.943627793924227
RP11-568N6.1	0.7902
CELA2B	0.7901
BCDIN3D	0.7901
RN7SKP269	0.79
RP11-84A14.4	0.943511859311348
RP4-777O23.2	0.79
OR52J1P	0.943463886368088
RP11-351I24.3	0.7897
RP5-855F14.1	0.7896
MS4A10	0.7896
RP11-796E10.1	0.943256003613962
RP13-560N11.1	0.943232017142332
RP11-732A19.6	0.943224021651788
RP11-406H4.1	0.943196037434887
NXPH3	0.7893
COX6CP8	0.7893
LINC00844	0.7892
RP11-856M7.1	0.982002150786956
TMEM256P2	0.789
AL117333.1	0.7889
AL049542.1	0.7888
ABCG4	0.942836240360437
RP11-567L7.5	0.7887
RNU6-1201P	0.7886
NPM1P27	0.7886
POU1F1	0.993731535414026
RP11-349E4.1	0.981834245485546
RP11-192M23.1	0.942624359861038
TMEM214	0.7883
RP11-561I11.3	0.7882
RN7SL813P	0.942536409465062
GLULP3	0.7882
KRT28	0.942524416229247
RP11-605F20.1	0.942524416229247
RP11-70C1.1	0.7881
RNU6-1025P	0.7879
RP11-546O6.4	0.942324528965663
LRG_146	0.981666340184136
RP11-264B14.1	0.7875
WDR16	0.993635589527507
RNU6-605P	0.7874
C6ORF25	0.7874
LY6G6C	0.7874
LY6G6D	0.7874
MIR4425	0.7873
UBE2HP1	0.7872
RP11-572M11.3	0.94205268228719
RNU6-250P	0.7872
SETD2	0.9419807228723
CYP2C56P	0.787
COMTD1	0.787
ALDH4A1	0.787
RP11-819C21.1	0.7867
RN7SKP73	0.7867
LARGE-AS1	0.981402488996206
AC010240.2	0.7867
ATP6V0E1P1	0.7867
RP5-988G15.1	0.7866
GBGT1	0.981378502524576
WWP1P1	0.7866
SC22CB-1E7.1	0.7865
AC027288.1	0.7865
RP5-1125M8.2	0.997441443026133
CTD-2342I9.1	0.7863
EIF3G	0.7862
KDM5A	0.7862
MVP	0.941481004713342
PAGR1	0.981270563402241
CTC-412M14.5	0.94147700696807
HIGD1AP11	0.786
WFDC2	0.786
HMGN1P26	0.981238581440068
RNA5SP272	0.7859
CTD-2196E14.5	0.7858
PLK1	0.7858
CBX3	0.7858
AC092796.1	0.7858
FAM218BP	0.981182613006264
RP11-366M4.18	0.981182613006264
CTD-2227C6.3	0.7857
RP11-464F9.21	0.7856
SYNPO2L	0.7856
MIR592	0.7855
PHLDB1	0.981102658100831
RNA5SP263	0.7855
MIR378D2	0.7854
TJAP1	0.7853
CTD-2308G16.1	0.7852
TAS1R1	0.940893336158407
ARL14	0.785
C9ORF170	0.785
LST1	0.785
RP11-202D1.2	0.940761410564442
KCTD21	0.7848
KCTD21-AS1	0.98093075505415
AC009969.1	0.7848
RP11-148B6.2	0.7847
WRBP1	0.7847
AC072031.1	0.7844
PPY	0.7844
RP11-527L4.2	0.7844
RP11-632C17__A.1	0.7844
AL355512.1	0.94044558868798
NTN5	0.940437593197437
DHH	0.7842
RP1-287H17.1	0.940417604471078
RN7SKP288	0.7842
AC138744.2	0.7841
CCDC18	0.784
RAB3GAP1	0.999960022547283
TMEM183AP1	0.7839
AC007285.7	0.7839
OR2J1	0.7839
C7ORF62	0.940233708188582
RP11-396C23.3	0.94020572397168
DUSP23	0.7837
SMYD3-IT1	0.940093787104073
RP11-344L13.2	0.980646915139861
RNU7-35P	0.7835
RP11-673E1.1	0.7835
MIR5694	0.7833
PRR25	0.7833
RP11-379C1.1	0.7832
TBR1	0.7831
AC011498.1	0.7831
CTB-50L17.16	0.7831
CEP170P1	0.939717999048537
AIF1L	0.980491003074266
MIR5188	0.7828
UBC	0.7828
AL391867.1	0.980467016602636
RP11-522B15.5	0.7828
RP11-388G3.1	0.7827
AC009518.2	0.7825
AC009518.3	0.7825
RP11-401N18.1	0.939522109530225
AC093673.5	0.7823
RP11-487E1.2	0.7823
AC008264.4	0.939430161388977
RN7SKP280	0.992983957048225
C18ORF21	0.782
RP11-120B7.1	0.7818
C12ORF74	0.7818
RP13-279N23.2	0.980243142867423
TAS1R2	0.980243142867423
AMBN	0.7817
RPL31P33	0.7817
RP11-78I14.1	0.939090353040885
OR6C72P	0.939018393625995
AHSA2	0.939002402644908
CTD-2008P7.1	0.938990409409093
CTD-2008P7.3	0.938990409409093
AC093844.1	0.980171183452533
AC009245.3	0.7813
AC083811.1	0.7812
GJB6	0.781
RNA5SP259	0.7809
SPDYA	0.938730555966435
SOCS1	0.938686580768447
AC006326.3	0.938682583023175
MTND4P6	0.938682583023175
RP4-665J23.2	0.938602628117742
RNU6-541P	0.7806
RPL34P18	0.938562650665025
RNU6-748P	0.7805
MSMB	0.979935316481504
CASC19	0.992836040473173
PIGY	0.7804
PYURF	0.7804
RP1-90G24.11	0.7804
RP11-64K12.8	0.7803
CTD-3118D11.3	0.7803
KIAA0319L	0.938398743108887
MTND6P5	0.7802
RPS17P2	0.7802
AL139815.1	0.7799
ATP5G1P6	0.7799
GATA6	0.938222842316933
RP11-627G18.1	0.938222842316933
RP11-398M15.1	0.992760083313011
MIR548AG1	0.7798
CCL7	0.938182864864217
LINC00374	0.99275608556774
PNPT1P1	0.7797
RP11-169K16.9	0.7795
SUGT1	0.7794
RP11-287J9.1	0.979683458529389
RP11-501O2.1	0.7793
GPX4	0.7793
LMAN2L	0.7792
FEM1B	0.7792
RP11-315D16.4	0.7792
KB-431C1.5	0.7792
MTL5	0.979623492350314
SEMA7A	0.979583514897598
RP11-632K5.3	0.979571521661783
RP1-41P2.7	0.979563526171239
NUS1P4	0.7788
CTB-36O1.3	0.7786
MIR4461	0.937595196309282
MTND4P12	0.937595196309282
MIR217	0.7784
RP11-4H14.1	0.7783
UBE2V2	0.7781
RP11-687M24.7	0.937315354140265
FAM71C	0.7781
PCDHB9	0.778
CTD-2514K5.4	0.979375632143471
CTD-2085J24.3	0.93715944207467
CTD-2085J24.5	0.93715944207467
RNA5SP453	0.7778
CTC-297N7.1	0.937119464621953
RP11-167N4.4	0.7777
RP11-167N4.5	0.7777
RNF222	0.7776
RASSF6	0.937007527754347
MIR4478	0.936975545792173
EXOC3L1	0.7775
RP11-312J18.3	0.7773
RN7SKP1	0.7772
RP11-643G5.6	0.7772
TPT1P5	0.7771
RP11-512G4.1	0.777
RPL31P52	0.7769
TRIAP1	0.7769
RP11-480N24.4	0.7769
NPM1P2	0.7768
SPACA6P-AS	0.7767
AC007362.3	0.936563778029192
CELA3A	0.7766
FNIP1	0.979023830559564
PLCXD2-AS1	0.7766
MIR1249	0.7765
AL161421.1	0.7765
LTV1	0.936491818614302
AC007349.7	0.7764
RP11-1002K11.1	0.992432268200735
KDELC1	0.7764
RNA5SP170	0.7764
RP1-102G20.4	0.7762
RNU6-268P	0.936371886256152
HMGB3P5	0.7762
RP11-525A16.4	0.999748142047885
GOLGA2	0.7761
SWI5	0.7761
MYT1L-AS1	0.776
RP11-577G20.1	0.776
INIP	0.978887907220328
TDRD15	0.7759
STK38	0.936191987718927
Z85986.1	0.7759
AC006272.2	0.7757
RN7SKP248	0.7757
ZNF750	0.992356311040573
SLC25A5P3	0.7756
HNRNPA1P53	0.936040073398603
LINC00240	0.936012089181702
TRNAI2	0.7755
ANKRD39	0.7754
SEMA4C	0.7754
RP11-587P21.1	0.7753
RP5-1121H13.3	0.7753
RP11-61F5.1	0.7752
AC013558.1	0.7751
RP11-780M14.1	0.775
CTD-2531D15.5	0.775
ETF1P2	0.775
RTKN	0.775
WDR54	0.775
RP11-161M6.3	0.992284351625683
AC046143.2	0.7749
RP3-461F17.2	0.7748
RNU6-69P	0.7748
RNU6-1240P	0.7747
AC027228.1	0.9355043755322
RP11-1B20.1	0.7743
WHSC1L1	0.978488132693161
AC007969.5	0.935324476994975
SNORD83A	0.996821792509025
RNU6-479P	0.935272506306443
RWDD4	0.935272506306443
AC015884.1	0.935268508561171
AC137674.1	0.7741
AC137674.2	0.7741
RP11-713P14.1	0.93524052434427
RP5-1051H14.2	0.7741
IRGC	0.774
TMPPE	0.774
C7ORF71	0.7739
RP3-467N11.2	0.935076616788131
RNU6-62P	0.935004657373241
AC007050.18	0.934980670901612
MIR4476	0.93497667315634
BAG5	0.7734
RNU4-68P	0.7734
RP11-894P9.2	0.7734
RNU6-126P	0.7733
TBL3	0.7732
MIR3910-2	0.93471282196841
QRICH1	0.7732
RPA2P1	0.7731
RP11-145P16.3	0.773
OR6W1P	0.773
FAM194A	0.978092355911266
AC095030.1	0.7728
RP11-265G8.3	0.7726
RP11-325E5.1	0.7725
SLC39A2	0.934341031658145
RP11-517B11.2	0.9343050519507
MBNL1-AS1	0.7724
COX6CP16	0.977964428062573
XRCC6BP1	0.934237090281081
LINC00359	0.977948437081486
RP11-397A16.2	0.934189117337822
RNU6-206P	0.7722
RP11-117D22.2	0.7722
DEGS2	0.7722
IRGM	0.934097169196573
APOBEC2	0.93408917370603
PTK6	0.934053193998585
RP11-20E24.1	0.933949252621522
CTAGE13P	0.7717
AC004019.13	0.933845311244458
LMNB2	0.7713
ADAMTS10	0.7712
BX255972.1	0.7712
RP11-466G12.2	0.933645423980875
LINC01023	0.933641426235603
RNU6-21P	0.7709
AC092687.5	0.7708
RPL30P1	0.7708
AL445256.1	0.7707
RN7SL60P	0.7707
RNU7-94P	0.7707
TIAL1	0.7707
ATP5S	0.991756649249823
AL133168.3	0.7707
LINC00618	0.7707
NFE2L1	0.93327363367061
AC103974.1	0.7706
RP11-680F8.1	0.7705
FLT1P1	0.7705
MEST	0.7704
RP11-2E11.10	0.7704
RP11-2E11.5	0.7704
KRBA2	0.93305775542594
RP11-263K4.1	0.7703
RP11-529H22.1	0.7702
RP11-543E8.1	0.7701
AC006045.3	0.7701
RP13-514E23.2	0.77
AC007377.1	0.932829883945455
MIR600HG	0.7699
RP11-15M15.2	0.977236838423129
GOLGA7	0.7698
KRT18P37	0.7698
RP3-448I9.1	0.7697
HNRNPA1P69	0.7697
AC017083.2	0.977168876753511
RP11-730A19.5	0.7697
RP11-730A19.9	0.9326259989366
ZYX	0.932586021483883
RP1-117B12.4	0.7695
TNFSF18	0.932474084616276
RP11-809M12.1	0.7694
AC139712.4	0.932406122946658
AC006116.19	0.7693
AC110611.1	0.7692
RP5-837I24.6	0.7692
CTD-2194D22.1	0.976972987235199
AC078794.1	0.991472809335535
AC091150.1	0.769
AC138623.1	0.769
ASB6	0.769
LYSMD2	0.996477986415662
AC004899.1	0.7689
RP11-466J24.1	0.93200235067422
RP11-160A9.2	0.7686
RP11-885L14.1	0.7686
OR1P1	0.931870425080255
RP11-527N22.2	0.7684
CSF2	0.931746494976833
RIT1	0.7682
RNU4-19P	0.7682
RP11-298P6.5	0.7681
RP11-6N17.10	0.931586585165966
RP11-373L24.1	0.7679
AQP12A	0.7678
AC131012.1	0.7678
RP11-719L21.1	0.7677
MIR15B	0.7677
MIR16-2	0.7677
NEAT1	0.7677
SUCLA2P2	0.7677
RP11-89A16.1	0.7673
HSA-MIR-150	0.7673
MIR150	0.7673
SNORD35B	0.7673
RP11-370B11.1	0.931262767798961
ERRFI1	0.93125877005369
RP11-856M7.2	0.7672
IFNA20P	0.931242779072603
RP11-482L11.1	0.7671
PSKH1	0.931158826421898
PSMC1P13	0.7671
AC062029.1	0.7671
RN7SKP121	0.767
RN7SKP279	0.767
RP11-159N11.3	0.767
HGS	0.931074873771193
MS4A12	0.991216953638148
RP11-244H3.4	0.7666
ZMYM6	0.7666
AC074138.3	0.7665
PLAT	0.7664
RN7SKP166	0.7662
CTD-2574D22.4	0.766
RP11-968O1.5	0.930511191687888
GS1-204I12.4	0.7659
C12ORF49	0.976185431416681
RP4-659I19.1	0.7659
ZNF32	0.7659
ZNF32-AS2	0.7659
ZNF32-AS3	0.930447227763541
IRF1	0.7657
NHLH2	0.930399254820281
AC114752.3	0.976109474256519
MIR4433	0.930319299914848
RPL31P12	0.7654
AL138930.1	0.7654
RP11-498E11.2	0.9302273517736
RCOR1	0.976021523860543
COPS8P2	0.7651
RP5-1053E7.2	0.7651
RP11-137H2.4	0.765
HMGB1P4	0.929983489312028
POLD2	0.929975493821485
RNU7-121P	0.7648
RP1-144F13.4	0.7648
RP11-548K12.1	0.7647
RP11-548K12.10	0.7647
RP11-548K12.11	0.7647
RP11-548K12.2	0.7647
AL359538.2	0.7647
CEACAMP3	0.929803590774803
RP11-589C21.1	0.7646
AC004824.1	0.7645
RCC2	0.7645
RP11-265F19.1	0.7645
ETHE1	0.929731631359913
ZNF575	0.7645
GEN1	0.975801647870601
UBA2	0.929687656161925
AC016831.3	0.7644
AC016831.5	0.7644
CTD-3107M8.2	0.7644
RP11-16O13.1	0.7643
RP11-500B12.1	0.929571721549046
ACPT	0.7643
CTD-2568A17.8	0.7643
SNORD88A	0.7643
SNORD88B	0.7643
SNORD88C	0.929563726058503
ZNF615	0.92953174409633
PRDM8	0.929519750860515
RP11-377G16.2	0.7642
FTH1P25	0.7642
SNRPD2	0.7641
RNU7-104P	0.764
RP11-589C21.5	0.764
MIR4455	0.764
MIR3137	0.7637
RP4-654C18.1	0.7636
TCEA3	0.996194146501373
TOMM70A	0.929211924474596
C7ORF13	0.7635
RP11-506K6.4	0.929199931238781
DPPA2P4	0.990849161073155
MT1X	0.975509812465769
RP11-343H19.2	0.990849161073155
AL354928.1	0.7634
RBM12B	0.7633
RBM12B-AS1	0.7633
RP11-578C11.2	0.7633
CTD-2006H14.2	0.7633
FAM92A1	0.7633
DLL4	0.928984052994111
RN7SKP99	0.7629
ZNF718	0.928892104852863
RPS10P2	0.7628
RP13-619I2.2	0.928840134164331
RP4-593H12.1	0.928792161221071
PNLIP	0.928772172494713
AC013402.5	0.928744188277811
RP11-282K24.3	0.7625
LYNX1	0.7623
RP11-706C16.7	0.7623
PNN	0.928600269448031
CALML5	0.975277943240013
MAP2K1P1	0.7623
RP11-64J19.1	0.9285482987595
CTA-363E6.5	0.928496328070968
RN7SKP243	0.7622
RP11-317B3.2	0.7622
GTF2H5	0.975225972551481
LRG_469	0.975225972551481
RP11-236B18.2	0.7621
OR2J3	0.762
AC093165.1	0.928412375420263
PRELID1P1	0.928240472373581
RP1-292L20.2	0.7617
H2AFX	0.92816451521342
YBX1P5	0.7616
RP11-64D22.2	0.975046074014256
AC006427.2	0.7615
MIR5094	0.7614
IGLCOR22-1	0.7614
RP11-647O20.1	0.7613
RP11-295G12.1	0.7613
PFKFB4	0.7612
TRDD1	0.7611
TRDD2	0.7611
RP11-956J14.2	0.761
RN7SL835P	0.927744751959895
C20ORF187	0.974842189005401
MIR559	0.927656801563918
AC132479.4	0.7606
RN7SL66P	0.7605
RP11-80I15.1	0.7605
RP11-6J24.6	0.7604
C3ORF35	0.974694272430349
RN7SL583P	0.927436925573976
RP11-296E23.2	0.7602
AC091633.2	0.927392950375988
AC091633.3	0.7602
RNU1-43P	0.7601
SIGLEC15	0.76
RP11-51L5.1	0.76
CYP2B6	0.7599
CSTF3	0.7597
PIGCP1	0.927185067621861
AC007256.5	0.7597
AC005262.2	0.92713309693333
CTB-180A7.8	0.995962277275617
AC079776.1	0.7596
CKBP1	0.7595
HSPA1L	0.7595
PHKG1P1	0.7594
RNA5SP448	0.7593
MIR4525	0.926877241235943
RP4-745K6.1	0.7592
AC006129.2	0.7587
WASF5P	0.974246524959923
SNORD116-16	0.926517444161493
SNORD116-17	0.926517444161493
MDM2	0.926505450925678
RP11-611O2.2	0.7585
AAAS	0.7585
H3F3AP6	0.7585
RP11-708H21.4	0.926393514058071
RP11-433B3.1	0.7583
RP11-142L4.2	0.7583
RP11-142L4.3	0.7583
CDKN2AIPNLP3	0.7583
RRNAD1	0.7581
REG3A	0.758
ACTR3P3	0.7577
RP11-553K8.2	0.7576
CCND1	0.7576
LPAL2	0.7576
AL365331.2	0.7575
RP11-492A12.2	0.7575
AC068135.1	0.7575
RP11-19H6.1	0.7575
UBE2W	0.925945766587645
RP11-950K24.2	0.7574
RNA5SP429	0.7574
RP4-784A16.5	0.7573
ENY2	0.7573
RP11-347L18.1	0.925849820701125
MTCYBP4	0.7572
RP11-726G23.8	0.7571
TXNIP	0.7571
RP11-871F6.2	0.7571
RP11-356I18.1	0.757
VDAC1P12	0.925585969513195
TCN1	0.7566
CTA-941F9.9	0.7565
PRKAG1	0.7561
RP11-386G11.5	0.7561
NAT10	0.925298131853635
TUBB8P10	0.756
BMP2K	0.925174201750213
EXOC3L4	0.7558
RP11-736N17.8	0.7558
AKR1B1P7	0.925146217533311
RP1-293L8.2	0.925014291939346
RP11-371E8.2	0.7555
RNU7-103P	0.924894359581196
RP5-1154L15.1	0.924894359581196
CTD-2014B16.1	0.7555
CTC-369M3.1	0.7555
RN7SKP217	0.7554
AL133458.1	0.7554
RNASET2	0.7554
AD000092.3	0.7553
GCDH	0.924754438496688
SYCE2	0.924754438496688
RP11-653J6.1	0.924702467808156
AL031590.1	0.92468647682707
MIR4747	0.755
AC079756.1	0.755
AC007405.6	0.7549
AC104699.1	0.973223102170376
RP11-286E11.2	0.7549
CABP4	0.924378650441151
CTC-1337H24.1	0.924378650441151
CTC-1337H24.2	0.924378650441151
TMEM134	0.924378650441151
OR5J7P	0.7547
AP002833.1	0.924370654950608
KIRREL3-AS3	0.924370654950608
RP11-571I18.2	0.7546
RP11-343B18.2	0.7546
PRKAB2	0.92432667975262
SNORD116-10	0.973075185595324
SNORD116-11	0.973075185595324
SNORD116-12	0.973075185595324
SNORD116-13	0.973075185595324
SNORD116-14	0.973075185595324
SNORD116-15	0.973075185595324
SNORD116-9	0.7545
HMGN2P5	0.924290700045175
RP11-680F8.4	0.924290700045175
TCEB1P19	0.7544
RP5-1033H22.2	0.7544
AC016670.1	0.7544
ISCA2P1	0.924234731611371
RP5-1085F17.4	0.9242307338661
DARC	0.924226736120828
RN7SKP254	0.7543
KAT5	0.7542
LRG_280	0.7542
RNASEH2C	0.7542
RP11-503C24.4	0.924134787979579
N4BP2L2	0.998049100307427
RP11-547C5.1	0.924050835328875
CHCHD2P5	0.754
MTND4P11	0.754
RP5-837O21.5	0.754
RP5-837O21.6	0.754
RP11-143P4.2	0.923982873659256
AC099339.1	0.923934900715996
ARFIP1	0.998029111581068
PRPF38AP1	0.923922907480181
RNU6-40P	0.7538
RP11-439L8.3	0.7538
