gene	p	score
IRS2	0.937047505207063	-1.53045158141719
RNU6-765P	0.5215	-0.0539186220452739
ATM	0.902646907144371	-1.29678205818096
LRG_135	0.902646907144371	-1.29678205818096
RP11-333E13.4	0.739319024070424	-0.641247409275795
DSTYK	0.739291039853523	-0.641161254043141
RP11-479O17.7	0.5214	-0.053667596283326
ZNRF2P3	0.5214	-0.053667596283326
HIP1R	0.739235071419719	-0.640988957853364
RP11-463O12.3	0.5214	-0.053667596283326
VPS37B	0.5214	-0.053667596283326
RP11-923I11.4	0.844551672856509	-1.01334237372146
RNU6-933P	0.5213	-0.0534165739031389
MED28P5	0.5213	-0.0534165739031389
AC068286.1	0.902379058211169	-1.29522714410366
RNA5SP36	0.738851287873639	-0.639808010321581
AC090841.1	0.844091932150267	-1.01141857254159
TDGF1P2	0.5208	-0.052161512171882
RP11-973F15.2	0.5208	-0.052161512171882
RNU6-1082P	0.5207	-0.0519105097482401
TLR4	0.971947821428714	-1.91022416435419
RNU6-830P	0.5207	-0.0519105097482401
RP11-622J8.1	0.5206	-0.0516595105950325
RHOG	0.902059238589436	-1.29337462257273
FBXO27	0.738307594516693	-0.638136526899276
RBL2	0.738235635101803	-0.637915434792257
RNU6-1153P	0.5204	-0.0511575220363317
RP11-336N8.1	0.738175668922728	-0.637731215187105
ING1	0.843720141840002	-1.00986553619755
TGOLN2	0.901903326523841	-1.29247312554216
SNOU83B	0.737871840282081	-0.636798168201968
DMWD	0.52	-0.0501535834647337
RSPH6A	0.52	-0.0501535834647337
EDC3	0.843512259085876	-1.00899823255644
RP11-61K9.2	0.737851851555723	-0.636736802972393
CTC-499B15.6	0.737847853810451	-0.63672453021421
ZNF823	0.843508261340604	-1.00898156107837
RNA5SP53	0.5199	-0.0499026067595075
MIR4255	0.843452292906801	-1.00874818982413
ERCC3	0.901723427986616	-1.29143424015707
LRG_462	0.901723427986616	-1.29143424015707
AL137024.1	0.5199	-0.0499026067595075
IGLV1-47	0.5198	-0.0496516331975726
IGLV5-48	0.5198	-0.0496516331975726
RP11-264C15.2	0.936267944879088	-1.52417856819648
OR51R1P	0.737643968801596	-0.636098746640448
RP11-412H9.1	0.843328362803379	-1.0082316345967
POU5F1P2	0.843244410152674	-1.00788186288294
RN7SKP247	0.5196	-0.0491496954400315
RMRPP4	0.843200434954686	-1.00769869832895
ADM	0.5196	-0.0491496954400315
RP11-351I24.1	0.5196	-0.0491496954400315
AL132780.1	0.737448079283284	-0.635497738149236
PSMB5	0.843132473285067	-1.00741569231496
ADO	0.5194	-0.0486477700650345
GAPDHP73	0.5193	-0.0483968119812846
RP11-186N15.3	0.842936583766756	-1.00660042018141
XXBAC-B562F10.11	0.5193	-0.0483968119812846
RNF11B	0.737192223585898	-0.634713092984288
TDRD5	0.957731839242667	-1.72495089966675
CTC-246B18.10	0.519	-0.0476439559544766
SAMD4B	0.842688723559912	-1.00556980922511
RP11-177G23.2	0.519	-0.0476439559544766
HPYR1	0.519	-0.0476439559544766
OR2B8P	0.736816435530361	-0.633561353265121
RP11-444B24.2	0.5188	-0.0471420669648717
MIR4424	0.5188	-0.0471420669648717
PHF12	0.5188	-0.0471420669648717
CTB-127C13.1	0.736716491898569	-0.633255181001379
MAU2	0.736656525719494	-0.633071506134806
RP11-153M7.1	0.736628541502593	-0.632985798505945
RP11-320M16.1	0.5186	-0.0466401898497222
RP11-309L24.4	0.736552584342431	-0.632753186947493
RNA5SP180	0.5186	-0.0466401898497222
PAQR3	0.736480624927541	-0.632532849679952
AC074091.1	0.736460636201183	-0.632471650333292
C2ORF16	0.842284951287474	-1.00389319404841
RP11-158I13.2	0.900819937555219	-1.28623767897809
ZNF512	0.900819937555219	-1.28623767897809
ZNF300P1	0.736440647474824	-0.632410453355373
RN7SKP101	0.736388676786293	-0.632251352295543
ELMOD3	0.842185007655682	-1.00347862581341
RP11-717A5.2	0.5184	-0.0461383244820596
AC011747.7	0.736340703843033	-0.632104503982486
ID2	0.5184	-0.0461383244820596
MARVELD1	0.736336706097761	-0.632092267238373
SLC25A48	0.980383063951931	-2.06172555558902
MIR5583-1	0.5183	-0.0458873961638636
RNU6-1242P	0.736212775994339	-0.631712975099652
LINC00936	0.5183	-0.0458873961638636
MIR4523	0.736164803051079	-0.63156617673435
RP11-296K13.4	0.842013104609	-1.00276597159049
RP11-357N13.3	0.736136818834177	-0.631480550639592
LINC00619	0.841913160977209	-1.00235187176304
RNA5SP402	0.5181	-0.0453855481794092
GREM1	0.841745255675799	-1.00165657072419
NPL	0.735813001467172	-0.630490070847927
SNRPFP2	0.5178	-0.0446327975946104
CTB-191D16.1	0.5177	-0.0443818863740655
AC006195.2	0.735557145769786	-0.629707906783269
HNRNPFP1	0.5177	-0.0443818863740655
CD300LF	0.900204284783382	-1.28271646182069
RP11-162J8.2	0.900192291547567	-1.28264802450614
PAICSP1	0.5175	-0.0438800722994011
SLC25A51	0.841377463110806	-1.00013521988858
RP4-738P11.4	0.5175	-0.0438800722994011
XCL1	0.5175	-0.0438800722994011
TFR2	0.900068361444145	-1.28194119041345
RP3-455J7.3	0.5174	-0.0436291694135674
RP11-702B10.2	0.735225332912238	-0.628694111126607
RP11-567E21.3	0.735213339676422	-0.628657480013284
RNA5SP200	0.5173	-0.0433782692742585
RP11-112H10.4	0.899948429085995	-1.28125776670281
SEPT4	0.735117393789902	-0.628364461466682
RP11-467H10.2	0.841137598394506	-0.999144280440512
SBP1	0.735081414082458	-0.628254593420884
RP11-461F11.3	0.5172	-0.0431273718656201
NEPNP	0.735049432120284	-0.628156939301883
SLC25A24P1	0.841065638979616	-0.998847189867887
AGO3	0.899852483199476	-1.28071145829573
OR10N1P	0.5171	-0.0428764771717993
VIM-AS1	0.734817562894527	-0.627449125972121
RP11-147I11.1	0.734765592205996	-0.627290521285422
CTC-347C20.1	0.956916299207247	-1.7159707200721
ABCB8	0.734529725234967	-0.626570898210607
RP11-148K1.10	0.5165	-0.0413711651324276
UHRF2	0.9932837879436	-2.47209386845535
RN7SL396P	0.734285862773396	-0.625827222131139
KRT18P12	0.5163	-0.040869415452702
FOSB	0.734245885320679	-0.62570534104492
RP11-173A8.2	0.5162	-0.0406185444790514
POLR2E	0.840314062868542	-0.995749496585603
RP11-396M11.1	0.5161	-0.0403676760617535
GHSR	0.733978036387477	-0.6248889773516
AC072061.2	0.840186135019849	-0.995223180749476
RP11-320L11.2	0.516	-0.0401168101849681
AC002472.1	0.970616572253249	-1.88993349253359
THAP7-AS1	0.979855361576071	-2.05077075474869
TUBA3FP	0.970616572253249	-1.88993349253359
TRAJ27	0.516	-0.0401168101849681
TRAJ28	0.516	-0.0401168101849681
MIR4802	0.5159	-0.0398659468328561
TUBG1P	0.5158	-0.0396150859895797
AL162151.4	0.733666212256287	-0.623939108094219
MIR4511	0.5158	-0.0396150859895797
AC108739.1	0.5158	-0.0396150859895797
PRDX2P2	0.733654219020472	-0.623902585906681
AC098592.6	0.733442338521074	-0.623257497732416
AGR3	0.839790358237954	-0.993596634083307
PGAM1P5	0.95644456526519	-1.71083882892839
AC004221.2	0.5155	-0.0388625183544003
ATP5D	0.733398363323086	-0.623123644011281
C19ORF26	0.5155	-0.0388625183544003
CTD-2299I21.1	0.733370379106184	-0.623038470183206
KB-1440D3.14	0.733342394889282	-0.622953300874775
SDF2L1	0.733342394889282	-0.622953300874775
RP11-363D14.1	0.83966243038926	-0.993071443499978
AC091043.1	0.5155	-0.0388625183544003
SRRM1P2	0.5154	-0.0386116673881086
RP11-690C23.4	0.733218464785861	-0.622576176808567
RP11-393K12.4	0.839586473229099	-0.99275974115209
RP11-162A12.3	0.733158498606786	-0.622393729207634
HEATR4	0.898657157363247	-1.27393716643036
RP3-414A15.11	0.733110525663526	-0.622247786042454
RP3-414A15.2	0.733110525663526	-0.622247786042454
RP11-735B13.2	0.898641166382161	-1.27384693625645
MAP3K14	0.83949452508785	-0.992382546260763
NHLRC1	0.5153	-0.0383608188514792
PIGO	0.733034568503364	-0.622016736464865
RP11-182N22.8	0.5153	-0.0383608188514792
STOML2	0.5153	-0.0383608188514792
CAMKV	0.732898645164128	-0.62160336217599
RN7SL217P	0.732898645164128	-0.62160336217599
AC068062.1	0.515	-0.0376082876612559
PSMC6	0.515	-0.0376082876612559
NCOA7-AS1	0.515	-0.0376082876612559
ASIC1	0.839098748305955	-0.990760577481095
RP11-384M15.3	0.5148	-0.0371066120592044
RP4-597J3.1	0.732430908967342	-0.620181678975729
ZDHHC4P1	0.5147	-0.0368557777681263
CTD-2528L19.3	0.5147	-0.0368557777681263
CTD-2528L19.4	0.732402924750441	-0.62009666076329
ZNF607	0.732402924750441	-0.62009666076329
RP11-302F12.10	0.898141448223202	-1.27103245294758
RP11-36C20.1	0.5146	-0.0366049457959125
RP11-301N24.3	0.5146	-0.0366049457959125
SPAG6	0.732282992392291	-0.619732347746378
CTB-161K23.1	0.732239017194302	-0.619598786915743
CYP51A1	0.838806912901124	-0.989566247899276
LRRD1	0.89808947753467	-1.27074032423112
RP5-986I17.2	0.83879891741058	-0.989533546406306
FAM131B	0.838786924174765	-0.989484496150874
AP003027.1	0.5145	-0.0363541161267395
OR2A5	0.838766935448407	-0.989402751015011
ATP6V1D	0.732167057779412	-0.619380256666322
MPP5	0.5144	-0.0361032887447838
AURKAIP1	0.5144	-0.0361032887447838
RP5-890O3.3	0.5144	-0.0361032887447838
RP11-394B2.6	0.5144	-0.0361032887447838
VAC14-AS1	0.838734953486234	-0.989271972547669
RP11-79E3.2	0.838722960250419	-0.989222934984271
RP11-167H9.1	0.838666991816615	-0.988994124467175
IQCA1	0.979439596067818	-2.04230982772232
CEP290	0.838563050439552	-0.988569327962153
C7ORF65	0.897877597035272	-1.26955045869078
RP4-586O15.1	0.731899208846211	-0.618567098289185
AC019178.2	0.5141	-0.0353508201640056
RABGEF1	0.83843912033613	-0.988063072851219
RP11-792A8.3	0.5141	-0.0353508201640056
MIR548J	0.514	-0.0351000017727088
CEBPZ-AS1	0.838419131609772	-0.987981442515302
RP11-423P10.2	0.731779276488061	-0.618203130084845
RP11-541M12.3	0.731731303544801	-0.61805756573335
CYP2U1	0.731647350894096	-0.617802859624401
AC108105.1	0.731511427554859	-0.617390563256092
NUDT19P4	0.731491438828501	-0.617329940289614
RN7SL295P	0.731443465885241	-0.61718445442558
RN7SL297P	0.5137	-0.0343475597842529
CTC-563A5.2	0.5136	-0.0340967501305248
RP11-631N16.2	0.5136	-0.0340967501305248
PTGES	0.837995370610975	-0.986252425941285
BIVM	0.932989793756321	-1.49843444600318
BIVM-ERCC5	0.955561063560152	-1.70134686343984
RP11-336K24.12	0.5134	-0.0335951372418185
SNRPEP10	0.5134	-0.0335951372418185
CTC-498J12.1	0.8376955397156	-0.985030844105044
RP11-701P16.2	0.837667555498699	-0.984916904791532
RP1-166H4.2	0.730911765764109	-0.615572859550916
ADIRF	0.897162000631644	-1.26554508112719
ADIRF-AS1	0.837655562262884	-0.984868077571174
RP11-96C23.15	0.837655562262884	-0.984868077571174
RP11-96C23.5	0.897162000631644	-1.26554508112719
ISCU	0.837619582555439	-0.984721609996182
N6AMT2	0.837615584810167	-0.984705337125174
RANP8	0.5131	-0.0328427337184467
CTD-2555K7.3	0.5131	-0.0328427337184467
CTB-22K21.2	0.730779840170144	-0.615173237745491
RP11-791G16.5	0.513	-0.0325919366966631
RP11-615J4.3	0.513	-0.0325919366966631
GUCD1	0.730747858207971	-0.615076374527573
LSM1	0.513	-0.0325919366966631
RP11-90P5.7	0.513	-0.0325919366966631
C11ORF91	0.513	-0.0325919366966631
IGLVIV-64	0.837487656961474	-0.984184742860967
MAPT-AS1	0.979195733606246	-2.03741439243891
C20ORF166	0.837319751660064	-0.98350186740342
MIR133A2	0.5128	-0.0320903487872529
RPL7P3	0.730472013784226	-0.614241168629699
RNU6-1216P	0.5128	-0.0320903487872529
AC009892.5	0.5127	-0.0318395578680116
LILRB1	0.837223805773544	-0.983111858691423
UBA52P3	0.5127	-0.0318395578680116
ENOPH1	0.932598014719698	-1.4954234259665
RPL23AP76	0.730324097209174	-0.613793481056104
AL137019.1	0.5126	-0.0315887689513377
RP11-522M21.3	0.5125	-0.0313379820214265
CCDC15	0.969629129171148	-1.87537071053581
RP4-799G3.1	0.5125	-0.0313379820214265
SLC45A1	0.730160189653036	-0.613297538466787
LINC00967	0.5124	-0.0310871970624735
CPO	0.932474084616276	-1.4944737775081
RN7SL826P	0.5123	-0.0308364140586753
CTA-125H2.3	0.5122	-0.0305856329942295
MIR4652	0.5122	-0.0305856329942295
LINC00659	0.729944311408366	-0.6126445758564
AC004079.1	0.5122	-0.0305856329942295
TPM3P4	0.5122	-0.0305856329942295
PHF13	0.729832374540759	-0.612306105475348
RP11-806L2.5	0.896470390699645	-1.26169316144894
RP11-342F17.2	0.729796394833314	-0.612197326321787
AC090692.1	0.512	-0.0300840766201891
KRT18P14	0.512	-0.0300840766201891
RP5-1004I9.1	0.836732083105129	-0.981115406443723
CARD18	0.5119	-0.0298333012789937
CCDC101	0.932262204116878	-1.49285329988219
RP11-666O2.1	0.5119	-0.0298333012789937
TMEM114	0.5119	-0.0298333012789937
RNU6-1067P	0.729544536881199	-0.611436074941355
SNN	0.89624251921916	-1.26042812368466
TXNDC11	0.954941413043044	-1.69477994185245
TMCO6	0.5117	-0.0293317562092569
RP11-501C14.9	0.729452588739951	-0.611158246062502
AC093690.1	0.5116	-0.0290809864491196
RP11-731I19.1	0.5116	-0.0290809864491196
CEP135	0.969321302785229	-1.8709111705924
AC012506.2	0.729304672164899	-0.610711402906748
RP11-173D9.5	0.729296676674356	-0.610687252696927
GBF1	0.931990357438405	-1.49077992084921
ZNF789	0.729140764608761	-0.610216394764059
GNS	0.729036823231697	-0.609902564625887
RP11-629N8.3	0.5114	-0.0285794523993238
CDCA5	0.895862733418352	-1.25832419854247
TMEM262	0.729020832250611	-0.60985428839806
ZFPL1	0.729020832250611	-0.60985428839806
RP11-712C7.2	0.5114	-0.0285794523993238
CCL22	0.5113	-0.0283286880780745
CX3CL1	0.835964516012969	-0.978006785712221
RP11-174J11.1	0.5113	-0.0283286880780745
RNU6-42P	0.5112	-0.0280779255381983
RP11-2G1.1	0.931770481448463	-1.48910759894723
HMGN2P21	0.5111	-0.0278271647639016
RP11-359B20.1	0.5109	-0.0273256484488767
AC007349.5	0.728553096053826	-0.60844283670123
FST	0.728385190752416	-0.607936457396926
RABGAP1	0.931586585165966	-1.48771212092089
CTD-2086O20.3	0.5106	-0.0265733868233928
ZNF570	0.5106	-0.0265733868233928
RP11-10H3.1	0.93154660771325	-1.48740913920633
RNU6ATAC13P	0.728269256139537	-0.607586905507855
RSL24D1P11	0.5106	-0.0265733868233928
AC092566.1	0.5106	-0.0265733868233928
MIR548AC	0.5105	-0.0263226363109526
AC010740.1	0.728113344073942	-0.607116935498437
RDH10	0.835292894807329	-0.975294474832466
ACTL7B	0.954417708412455	-1.68928627047547
RNU6-1313P	0.5104	-0.0260718874535592
RP11-525K10.2	0.728021395932694	-0.606839836551432
TXNRD3NB	0.931370706921296	-1.48607763901313
KATNA1	0.954353744488109	-1.68861877137003
EPN2	0.895151134759995	-1.25439703291503
DANCR	0.727921452300902	-0.606538694883037
MIR4449	0.727921452300902	-0.606538694883037
RP11-177B4.1	0.5102	-0.0255703946407624
ANAPC15	0.5102	-0.0255703946407624
LAMTOR1	0.5102	-0.0255703946407624
LRTOMT	0.5102	-0.0255703946407624
FCER1G	0.835073018817387	-0.974408073567054
RNA5SP64	0.727853490631284	-0.606333949964396
RN7SL711P	0.835037039109942	-0.974263098968016
RPL17P33	0.5101	-0.0253196506537863
R3HDM1	0.985228331221191	-2.17615948059048
AL590391.1	0.5101	-0.0253196506537863
AC090427.1	0.894975233968042	-1.25342925005101
AC010967.1	0.727669594348787	-0.605780061684792
RNH1	0.834877129299075	-0.973619015002038
RP11-845M18.6	0.5098	-0.0245674281811253
MIR4322	0.5097	-0.0243166904670475
CTD-2256P15.1	0.727385754434499	-0.604925511741854
PDCD2	0.727369763453412	-0.604877381231135
MIR637	0.727337781491239	-0.604781124413063
RP11-83M16.1	0.727321790510152	-0.604732998105322
TRAIP	0.834517332224625	-0.972171300737409
RNY5	0.727217849133089	-0.60442021123617
MIR603	0.834397399866475	-0.971689181900866
NAT2	0.89453947973343	-1.25103683026978
RP11-80B9.1	0.5094	-0.023564486434286
CTD-2296D1.3	0.726997973143147	-0.60375874145658
CTD-2296D1.4	0.726997973143147	-0.60375874145658
RP11-79E3.3	0.968657677070132	-1.86142171876687
RP11-44N11.1	0.930819018073806	-1.48191856782007
CTC1	0.726902027256627	-0.603470182882426
RP11-849F2.8	0.5093	-0.0233137547405855
RNU6-1203P	0.726890034020812	-0.603434116593996
RP1-228P16.7	0.726890034020812	-0.603434116593996
PLA2G12B	0.5093	-0.0233137547405855
AC060834.3	0.5092	-0.0230630245125279
SNORD5	0.726718130974131	-0.602917252673831
ERGIC2	0.833957647886592	-0.969923341814732
GPSM3	0.833913672688604	-0.969746924125303
RN7SKP105	0.5089	-0.0223108424644226
RPL23AP51	0.833865699745344	-0.969554502879696
RBCK1	0.968429805589647	-1.85820161463664
RP11-61L19.3	0.726462275276744	-0.602148264942681
AC093162.1	0.726418300078756	-0.60201613104126
RNU4-92P	0.5088	-0.0220601179411501
RP11-219E7.2	0.5087	-0.0218093948046304
RP11-219E7.3	0.5087	-0.0218093948046304
RPL36AP15	0.833685801208119	-0.968833242704154
CD300LD	0.726122466928652	-0.601127503225336
RPL36P1	0.726106475947565	-0.601079482815802
SLC2A8	0.833525891397252	-0.968192545399691
RP11-875O11.2	0.833453931982362	-0.967904361241077
CYP2A13	0.5084	-0.0210572335578297
XXBAC-BPG181B23.6	0.725966554863057	-0.600659363334003
RP1-81P11.1	0.833322006388397	-0.96737623228574
EQTN	0.968321866467312	-1.85668300322795
RP11-357F12.1	0.5083	-0.0208065158105659
RP11-182I10.1	0.5081	-0.0203050842238993
LRG_229	0.984796574731851	-2.16474980702897
TRAF3	0.984796574731851	-2.16474980702897
OR8G3P	0.508	-0.0200543703529506
CTD-2526M8.3	0.893448095274265	-1.24507601559965
C10ORF118	0.832982198040305	-0.966017141035755
RP1-302G2.5	0.5079	-0.0198036577425622
RBM46	0.832918234115959	-0.965761511602085
AC112220.2	0.5078	-0.0195529463769623
RP11-713M15.2	0.5078	-0.0195529463769623
CTC-265N9.1	0.968109985967914	-1.85371441671478
NPAS4	0.725091048648562	-0.598033017098569
RP11-867G23.10	0.725091048648562	-0.598033017098569
CSF3	0.5075	-0.0188008195911875
MED24	0.929703647143011	-1.47358743781842
RP11-387H17.6	0.5075	-0.0188008195911875
MIR4724	0.5075	-0.0188008195911875
RP11-147I3.1	0.5075	-0.0188008195911875
RP11-366H4.3	0.929631687728121	-1.47305344768566
TCF15	0.953002506586285	-1.67469042614083
AC002472.11	0.83234655654211	-0.963479619797999
MIR649	0.724775226772101	-0.597086626101343
P2RX6P	0.83234655654211	-0.963479619797999
CTA-342B11.2	0.724723256083569	-0.596930942125669
RP11-126O1.2	0.832282592617764	-0.963224615238115
MBD3	0.5072	-0.0180487034407882
UQCR11	0.5072	-0.0180487034407882
MIR4462	0.5072	-0.0180487034407882
PTMAP8	0.5072	-0.0180487034407882
RP11-160N1.10	0.724611319215962	-0.596595671920666
PSIP1	0.5071	-0.0177980003471516
RP11-389J22.3	0.724575339508517	-0.596487920739789
FGF14-AS2	0.5071	-0.0177980003471516
RP11-811P12.3	0.5071	-0.0177980003471516
LINC00899	0.5069	-0.0172965975000188
RP11-442A17.2	0.5069	-0.0172965975000188
XRCC6P4	0.5069	-0.0172965975000188
EIF4A1P5	0.5068	-0.0170458977149893
RPS3P7	0.724263515377327	-0.595554367022403
HYI	0.724235531160425	-0.595470611947466
HYI-AS1	0.724235531160425	-0.595470611947466
RP11-807H17.1	0.831854833873695	-0.961520879607163
S100A7L2	0.724167569490807	-0.595267224153306
HAS2-AS1	0.83181885416625	-0.961377701981049
SF3B5	0.724135587528634	-0.595171520770495
TBCC	0.5067	-0.0167951990012964
MCFD2	0.831774878968262	-0.961202733864227
PGPEP1L	0.724075621349559	-0.594992091618554
RP11-364L4.1	0.5066	-0.0165445013431748
SNAI3-AS1	0.831686928572285	-0.960852885878817
RN7SKP85	0.723931702519779	-0.594561539781881
RP11-488L18.10	0.723887727321791	-0.594430004260719
RP11-488L18.3	0.5064	-0.0160431091305856
RP11-720N19.1	0.723867738595432	-0.594370218787292
LRG_371	0.998788683182685	-3.03284080913599
SPTLC2	0.998788683182685	-3.03284080913599
TCHH	0.5063	-0.0157924145445898
RP11-490H24.5	0.723783785944727	-0.59411914299293
RP11-510M2.8	0.5063	-0.0157924145445898
ZNF23	0.5063	-0.0157924145445898
KRT18P64	0.892180810023147	-1.23820952689653
RP11-30P6.1	0.952610727549662	-1.67071216478217
CCT5P1	0.5063	-0.0157924145445898
MIR4699	0.723675846822392	-0.59379638627789
CTC-454I21.4	0.5062	-0.0155417209511083
RP11-426J5.2	0.952542765880044	-1.67002474320864
RP11-774O3.3	0.891968929523749	-1.23706718550388
C5ORF54	0.5059	-0.0147896459681196
AC002070.1	0.723328042983757	-0.592756812828759
MIR370	0.5058	-0.0145389561870677
RNA5SP24	0.723296061021584	-0.592661252038347
C11ORF42	0.5058	-0.0145389561870677
RAD23BP1	0.723252085823596	-0.592529864787675
ARHGEF16	0.830975329913929	-0.958026610663623
RP11-963H4.5	0.723192119644521	-0.592350716837028
CALHM3	0.5056	-0.014037579350311
AEBP1	0.830891377263224	-0.957693678245906
MIR4649	0.830891377263224	-0.957693678245906
CTB-41I6.1	0.830887379517952	-0.957677826969082
RP11-22C11.1	0.830875386282137	-0.957630274582323
NUFIP2	0.72302421434311	-0.59184920367124
CTD-2366F13.2	0.5055	-0.0137868922630841
MOCS2	0.830791433631432	-0.957297468486995
SOX21	0.5055	-0.0137868922630841
SOX21-AS1	0.722996230126209	-0.591765632617532
TTYH1	0.830771444905074	-0.957218244567449
AC109589.1	0.722932266201862	-0.591574628583527
AC008738.2	0.830559564405675	-0.956378840081895
CTD-2540B15.10	0.830559564405675	-0.956378840081895
WDR88	0.967338421130482	-1.84304008745962
RP11-6N17.1	0.5052	-0.0130348361368894
RNA5SP302	0.83047561175497	-0.956046432193549
MIR4325	0.5052	-0.0130348361368894
OR4X2	0.722636433051759	-0.590691515445025
AC018755.16	0.722628437561216	-0.590667653917863
NRGN	0.830435634302254	-0.955888179846614
RP11-677M14.2	0.722620442070672	-0.590643792727004
POLR1E	0.984292858827621	-2.15178511993376
RP11-405L18.4	0.891241339884305	-1.23315666354025
AC012309.5	0.722312615684754	-0.589725392360433
AC034220.3	0.928196497175593	-1.46248991612154
RPS12P5	0.5047	-0.0117814254326312
ARTN	0.5047	-0.0117814254326312
CTD-2245F17.3	0.891009470658549	-1.23191440804516
ZNF818P	0.5046	-0.011530745575865
AC002543.2	0.721924834393402	-0.588569153883478
LINC00560	0.829823979275689	-0.953469896928211
RP11-361A23.3	0.721816895271067	-0.588247454316467
RPS17L	0.5043	-0.0107787102901061
AC012360.2	0.721744935856177	-0.588033021756698
TTR	0.82966007171955	-0.952822807111065
CCM2L	0.721708956148732	-0.587925815616028
RNA5SP481	0.5042	-0.0105280332371783
XKR7	0.927892668534946	-1.46027444335356
RP11-149P14.1	0.5042	-0.0105280332371783
ZNF366	0.977128899300794	-1.99776446633075
SNRPGP10	0.721668978696015	-0.587806705606382
RP11-186F10.2	0.5041	-0.0102773568458197
RP11-449P15.2	0.5041	-0.0102773568458197
AC118345.1	0.721644992224385	-0.587735243603374
AC064871.3	0.5041	-0.0102773568458197
DUSP19	0.82956412583303	-0.952444207888995
RP11-256K7.1	0.5041	-0.0102773568458197
RN7SL326P	0.721581028300039	-0.58754469293352
RN7SKP94	0.504	-0.0100266811002748
SUMO2P20	0.5039	-0.0097760059847881
AC009302.2	0.7214171207439	-0.587056504179029
RNU6-167P	0.5038	-0.00952533148360474
CDC42SE2	0.966874682678969	-1.83672410659687
LINC00491	0.829312267880915	-0.951451033844585
RNU6-124P	0.5037	-0.00927465758096994
C6ORF118	0.829208326503852	-0.951041425974771
METTL22	0.829136367088962	-0.950757944743502
RP11-514F8.2	0.5033	-0.00827196764083017
AC114808.3	0.720821456698422	-0.585283531156857
RP11-100N21.1	0.828872515901032	-0.949719166582746
AP4B1	0.951247496412024	-1.65707156518779
ICAM3	0.720565601001035	-0.584522550502545
RP11-442P12.2	0.828632651184732	-0.94877571129928
FLJ20306	0.5029	-0.00726928601715347
RGS14	0.889850124529765	-1.22573145015185
RP11-267M23.3	0.720373709227995	-0.58395203708903
FCRL6	0.720301749813105	-0.583738143561306
AC000124.1	0.5027	-0.00676794800892753
CTC-512J14.7	0.720209801671857	-0.58346487402193
SLC25A39P2	0.5026	-0.00651727965058399
RP11-781E19.1	0.720069880587349	-0.583049112646182
MIR4505	0.719973934700829	-0.582764077373859
RP11-113D6.3	0.889630248539824	-1.22456409520121
RNU6-147P	0.5022	-0.00551461015479343
TCHHL1	0.719770049691974	-0.582158534551621
TELO2	0.92684525927377	-1.45269130780562
PHC3	0.88938238833298	-1.22325016545191
AC092641.2	0.827821108894583	-0.945589930382057
RP1-13D10.2	0.5019	-0.00476261172637097
AFF4	0.966338984812566	-1.82951809978984
RN7SKP136	0.719278327023559	-0.580698984959184
AC139712.1	0.719262336042472	-0.580651540711204
RP11-769O8.2	0.719190376627582	-0.580438057766662
RP11-769O8.3	0.719190376627582	-0.580438057766662
RNA5SP166	0.5015	-0.0037599512711458
RP11-597M17.2	0.5014	-0.00350928678733596
RP11-597M17.3	0.5014	-0.00350928678733596
RSRC2	0.718962505147097	-0.579762202862379
AC104135.4	0.5013	-0.00325862252402383
DIRAS2	0.966167081765884	-1.8272257318726
TSPO	0.926441487001331	-1.44979022576494
OR2A14	0.5012	-0.00300795846545918
CASP3P1	0.5012	-0.00300795846545918
SERPINH1	0.888818706249675	-1.22026987055843
RNU7-138P	0.5011	-0.00275729459589184
AL356479.1	0.718746626902427	-0.579122163464894
AC011495.1	0.5011	-0.00275729459589184
ADM5	0.718710647194982	-0.57901551330003
CTB-33G10.6	0.718710647194982	-0.57901551330003
RP11-365H8.2	0.501	-0.00250663089957177
RP11-360O19.5	0.82706953278351	-0.942648087757784
RNA5SP458	0.71858671709156	-0.578648213126793
RP11-1030E3.1	0.71858671709156	-0.578648213126793
CTD-2046I8.1	0.718518755421942	-0.578446823592533
RP11-217O12.1	0.5009	-0.00225596736074895
ZFP64P1	0.718482775714497	-0.578340215101415
SCARB2	0.966063140388821	-1.8258442935724
CTC-529G1.1	0.718390827573249	-0.578067801035816
RIOK2	0.966051147153006	-1.82568512088094
BUB1B	0.950411967650245	-1.6488612433158
RNU6-204P	0.5007	-0.00175464069259546
RP11-298D21.2	0.926117669634326	-1.44747240127855
RP11-261N11.8	0.826701740218517	-0.941211431748582
AP4B1-AS1	0.976425296132981	-1.98495563446787
BCL2L15	0.826681751492158	-0.941133408274756
RP11-14P20.1	0.71810698765896	-0.577227141075516
RP1-17K7.3	0.826617787567812	-0.940883771650124
AC004769.1	0.5005	-0.00125331446543242
PRSS56	0.826585805605638	-0.940758975323239
RP11-262I2.2	0.718023035008255	-0.576978573349761
NAA38	0.5004	-0.00100265147784819
IL12A	0.888275012892728	-1.21740549279452
MIR33B	0.5003	-0.000751988553262476
RAI1	0.965891237342139	-1.82356722491169
RP11-449H11.1	0.888235035440012	-1.2171952707651
GLS	0.950196089405575	-1.64675788411981
RP5-823G15.5	0.888171071515665	-1.2168590273612
LINC00545	0.888127096317677	-1.21662793980324
TOR1A	0.826313958927165	-0.939698797486721
ZNF749	0.717647246952719	-0.575866373361842
BAIAP2L1	0.950060166066339	-1.64543727538142
