gene	p
PCDHB12	0.770057622484529
C16ORF11	0.655654206294374
RP1-249H1.2	0.91750209469491
RP1-249H1.3	0.4433
RPL7L1P8	0.769969424804128
RNU6-744P	0.655521909773773
RP11-727A23.1	0.4431
RP11-218E20.5	0.839678666451072
AC103801.1	0.655312440282821
AC009310.1	0.65528304105602
AC074375.1	0.4428
RP11-100N20.1	0.839546369930471
RGS13	0.885736230137147
AC005780.1	0.885684781490247
RP11-408N14.1	0.655022122918167
CTD-2017C7.1	0.769465963045172
CTD-2017C7.3	0.769465963045172
OR2Q1P	0.76930426729777
RP4-669B10.3	0.954618618530333
RP4-669B10.6	0.654849402460715
SLC16A1P1	0.76930426729777
HORMAD1	0.4424
RNU6-1042P	0.4424
LRRC47	0.839219303532317
RN7SL574P	0.839219303532317
SMIM1	0.938809184318452
RP11-687M24.8	0.839204603918917
RPL21P121	0.769208719810669
RPL7AP65	0.769208719810669
LDHAP7	0.654728130650164
MIR873	0.654713431036764
NCCRP1	0.769182995487219
SYCN	0.654684031809963
RP11-42A4.1	0.839123756045216
CCDC62	0.4422
DENR	0.654606858839613
COL7A1	0.839035558364815
LRG_286	0.839035558364815
UQCRC1	0.654518661159212
C2ORF91	0.885218068764791
HSPE1P14	0.768837554572315
CTD-3023L14.1	0.654246718311308
CTD-3023L14.2	0.768778756118714
CTD-3023L14.3	0.654246718311308
AC053503.4	0.768613385467962
DNPEP	0.768613385467962
POLDIP3	0.884924076496788
RNU12	0.83862764409296
ATF6B	0.954170280321628
FKBPL	0.4417
NIFKP8	0.653989475076805
RP11-561C5.1	0.83857619544606
CTD-2651C21.3	0.838546796219259
AC114763.1	0.653871878169604
LIPK	0.4414
LIPN	0.916384924076497
LINC01058	0.768289993973158
UBE2L5P	0.653750606359053
NR2E3	0.938279998236046
RNU1-46P	0.884666833262285
RP13-1016M1.2	0.653625659645151
SPRTN	0.4412
AC113608.1	0.884622734422085
CENPA	0.768120948419057
AC007193.6	0.916230578135795
IGFL2	0.4412
TGIF1P1	0.6535411368681
RP11-46I1.1	0.4411
AC010930.1	0.65351541254465
OR52K2	0.65351541254465
RP11-148K14.1	0.6534823384145
ODF2L	0.768014376221905
CSE1L	0.768003351511855
RN7SL826P	0.838098458010554
RP11-879F14.3	0.653419865057549
EP400NL	0.884461038674683
CYCSP8	0.653254494406797
C14ORF144	0.4409
RP11-409K20.6	0.653199370856546
GGPS1	0.653162621823046
RP11-382D8.3	0.4408
NIPA2P5	0.767746108277352
RPL15	0.4407
GAPDHP21	0.837815490452601
RP11-13N13.6	0.653063399432595
TNFRSF11B	0.984741801290626
ATP6V1G1P2	0.4406
RP11-1134I14.4	0.4406
RP11-1134I14.6	0.4406
RP11-1134I14.8	0.4406
ZFP69	0.4405
CTA-392C11.1	0.937842684737391
OR2A14	0.652769407164592
OR2A15P	0.652769407164592
UBE2D3P4	0.4404
ZSCAN16	0.4404
C1QL2	0.837488424054447
CTC-229L21.1	0.883924502785577
SNORD103A	0.767132399417895
RP11-774G5.1	0.767091975481045
AC012499.1	0.883781181554925
RNU4-88P	0.4402
CTC-258N23.3	0.652361492892737
ISM2	0.837212806303194
P2RY6	0.937541342662688
RP1-28C20.1	0.4401
RP11-429G17.2	0.4401
CLASRP	0.837157682752944
AP000428.1	0.4401
CRIP2	0.652236546178836
MTA1	0.766900880506843
RP11-521B24.5	0.652236546178836
MIR5693	0.766827382439842
GPR31	0.883601111290773
TCP10L2	0.964845874553499
LGALSL	0.937427420658837
KLRF2	0.836999661908892
RP11-290C10.1	0.836999661908892
NEUROD2	0.4399
AC105399.2	0.651854356230431
UGT3A1	0.990753943171295
MTRNR2L8	0.651821282100281
AC079922.3	0.766518690558438
SLC20A1	0.883391641799821
RPSAP1	0.65175513383998
TUBB4BP7	0.836779167707889
AC104131.1	0.65172205970983
RP5-1100H13.3	0.937298799041585
OR2G2	0.88329241940937
AP3S2	0.915131782034132
C15ORF38-AP3S2	0.937236325684635
MIR5009	0.4396
RNU6-1111P	0.651611812609328
RP11-493E3.1	0.4396
RP11-275I4.2	0.915109732614032
MIR3180-5	0.651508915315527
MIR4516	0.4395
RAB26	0.766261447323935
RP11-53B2.4	0.915069308677182
AC093063.3	0.836562348410237
LGALS17A	0.883171147598818
RP1-230L10.1	0.979677784474268
CTD-3148I10.9	0.766143850416734
FLT3LG	0.651398668215026
AC006116.22	0.766129150803334
VN2R17P	0.766129150803334
RP11-361A23.2	0.766114451189934
CTD-2072I24.1	0.766070352349733
CTD-2639E6.4	0.836363903629335
NUCB1-AS1	0.883002102044716
PDCD11	0.973265078128445
ITGAM	0.937015831483632
RNU7-199P	0.4393
RN7SL771P	0.4392
PHF3	0.882803657263814
HSPBAP1	0.936923958899881
IFNL3	0.439
IFNL4	0.439
MSRB1P1	0.439
SAMD9L	0.65091358097282
AC022819.1	0.765651413367828
HSP90B2P	0.765651413367828
CCDC27	0.973143806317894
TP73-AS1	0.65086213232592
RNU7-8P	0.914620970468477
CTC-471J1.2	0.4389
TRAJ53	0.936696114892178
TRAJ54	0.936696114892178
TRAJ55	0.936696114892178
TRAJ56	0.936696114892178
TRAJ57	0.936696114892178
TRAJ58	0.936696114892178
TRAJ59	0.914488673947875
TRAJ60	0.914488673947875
TRAJ61	0.882535389319261
RP11-18F14.1	0.765434594070176
PI16	0.952718693498361
CTD-2555A7.1	0.765394170133326
RP11-382A20.1	0.765383145423275
RNU4-47P	0.650604889091417
HSPD1P10	0.4387
RPS27AP1	0.765342721486425
RP11-244K5.7	0.4386
ULBP2	0.4386
HNRNPA1P70	0.765265548516074
CCDC47	0.4386
RP11-493L12.3	0.914308603683723
OR4F13P	0.882270796278058
RN7SL13P	0.765103852768672
SEMG1	0.650292522306663
C10ORF68	0.997243822487469
COMMD2	0.835393729144923
DPM1	0.76494215702127
MOCS3	0.650200649722912
RP5-914P20.5	0.650200649722912
RPL7L1P4	0.650193299916212
RNU6-965P	0.835316556174573
RP11-411H5.1	0.835316556174573
TIPARP-AS1	0.650116126945861
LPCAT2	0.936310250040424
RP11-212I21.4	0.764835584824119
MOV10	0.764813535404019
PPM1J	0.650061003395611
RHOC	0.650061003395611
RP11-426L16.10	0.764813535404019
RP11-426L16.3	0.650061003395611
RN7SKP59	0.764787811080569
C8ORF17	0.913937438445369
APPL2	0.936203677843273
OR51A1P	0.764585691396316
OR52A1	0.881822458069353
OR52Z1	0.835029913713269
AC007436.1	0.649822134677858
RP11-436I9.5	0.649822134677858
RP11-436I9.6	0.649822134677858
RP11-44N21.2	0.764552617266166
CTD-2568A17.1	0.649730262094107
GPR32	0.649730262094107
IFNL2	0.649686163253906
IFNL4P1	0.438
MIR3135A	0.764420320745564
IER5	0.4379
RP11-309G3.3	0.4379
ARHGEF5	0.764376221905364
CTD-2376I4.1	0.4379
CTD-2376I4.2	0.4379
RNU6-753P	0.649546516926605
RN7SL75P	0.4378
RP11-707M3.3	0.649476693762954
AC002429.5	0.764240250481412
RNU1-49P	0.764185126931162
RP11-160H12.3	0.4377
DPYD-AS2	0.649322347822252
PRSS37	0.649307648208852
RN7SL89P	0.76403078099046
HTR3C	0.834460303694013
RP11-778D9.9	0.881348395537197
AC093698.2	0.4375
RNA5SP116	0.4375
RP11-158M2.2	0.763902159373208
RN7SKP99	0.64910185362125
SPRR1A	0.4374
ANKRD53	0.763850710726308
TEX261	0.834346381690162
CTD-2571E19.3	0.649006306134149
RP11-503C24.2	0.881205074306546
RP11-503C24.3	0.881205074306546
AC073133.1	0.834287583236561
RNU6-454P	0.763597142395155
CYP7A1	0.881021329139044
ZBTB20-AS2	0.648517543988593
CTA-972D3.2	0.763343574064002
FOPNL	0.833931117611607
RNU6-213P	0.763343574064002
DUOX2	0.648407296888092
RP1-1J6.2	0.7631818783166
STAU2-AS1	0.9517227946905
LINC00330	0.880749386291141
AC107622.1	0.648186802687089
RP3-448I9.1	0.833710623410604
OR1E1	0.833706948507254
OR1R1P	0.4366
RP11-64J4.2	0.983856149583266
C4ORF47	0.833692248893854
RBPJL	0.912959914154258
RNU6-553P	0.648113304620088
ASCC2	0.833611401020153
SLC22A25	0.648054506166488
MIR3115	0.648039806553088
AC004079.1	0.4365
TPM3P4	0.648003057519587
SPATA32	0.647981008099487
HNRNPUP1	0.647892810419086
PPM1K	0.762781313851446
RNU6-112P	0.647878110805686
CTD-2272D18.1	0.762726190301195
CHCHD2P3	0.833394581722501
CDK4	0.762660042040894
LRG_490	0.647734789575034
MARCH9	0.762660042040894
RNU4-65P	0.935160005291861
RP11-588H23.5	0.912687971306355
RP11-1085N6.2	0.880352496729336
PABPC1P10	0.833258610298549
RP11-349A8.3	0.647506945567332
IMP4	0.762391774096341
RP11-218D6.4	0.96315541901248
SNRPEP8	0.64734892472328
NBPF13P	0.934946860897558
MIR125A	0.762233753252289
MIR99B	0.762233753252289
MIRLET7E	0.762233753252289
SPACA6P-AS	0.832982992547296
RP4-604K5.2	0.4359
AC139452.2	0.762130855958488
RP11-556K13.1	0.762083082214938
MIR2117	0.647099031295477
RNU6-406P	0.647099031295477
RPL7P43	0.832773523056344
LACTB2	0.9122506578077
RN7SL19P	0.879889458907231
ADH5P4	0.647054932455276
RN7SKP210	0.647014508518426
UQCRFS1P1	0.647014508518426
CTD-2282P23.1	0.646937335548075
LDHAL6B	0.761891987240736
DUTP5	0.646926310838025
TPT1P6	0.646926310838025
MIR4303	0.761858913110585
AC000403.1	0.646749915477223
KCTD12	0.646749915477223
RPL24P4	0.761697217363183
RP11-468D11.1	0.646716841347073
ARPC4	0.879687339222978
TADA3	0.879687339222978
CTD-2562J17.2	0.962949624424878
OR2AT1P	0.83247218098164
TROAP	0.4353
CTC-459F4.8	0.646647018183422
SDHCP4	0.646624968763322
RP11-495O11.1	0.646613944053271
MFAP5	0.83241705743139
RP11-20D14.3	0.646599244439871
RP11-20D14.4	0.646599244439871
UNGP3	0.646573520116421
KCNG4	0.879610166252628
AJ003147.8	0.64648899733937
AF216667.1	0.761447323935381
RP11-711K1.7	0.950929015566891
RNF114	0.76137382586838
AP1B1P2	0.4351
RP1-127L4.10	0.646386100045569
RP1-127L4.7	0.4351
CAPN15	0.911916241602846
LA16C-366D1.3	0.761359126254979
MIR3176	0.4351
MIR5587	0.646375075335519
RNU6-1291P	0.761289303091329
AC024592.9	0.761197430507578
RP11-232L2.2	0.879334548501374
OR5K3	0.646150906231166
PTGS2	0.646077408164165
RP5-973M2.2	0.646077408164165
TPT1P2	0.761006335533375
USPL1	0.831913595672434
ABCA5	0.950756295109439
GABRG1	0.950745270399388
RNU6-150P	0.760815240559173
MIR95	0.645768716282762
ZNF550	0.760760117008923
GTSE1	0.4345
NDUFAF7	0.911508327330991
ERCC5	0.83160490379103
LRG_464	0.83160490379103
AC002127.2	0.4343
AC002127.4	0.4343
ZSCAN23	0.878889885196019
RP3-393K13.1	0.4343
GINS2	0.760477149450969
AC016903.1	0.760469799644269
BANF1P4	0.4341
RNU6-307P	0.645335077687457
ADNP	0.878724514545267
COX6B1P5	0.645118258389804
HAUS3	0.645118258389804
AC005757.6	0.645085184259654
CLN5	0.878621617251466
MIR1295A	0.645033735612753
AC010609.1	0.831163915389025
RP11-791O21.5	0.760036161048964
MIR128-1	0.644872039865352
CTD-3088G3.4	0.831083067515324
CDK5RAP3	0.831072042805274
AC079753.1	0.644787517088301
AL136967.1	0.6447507680548
NCR2	0.878445221890664
RNA5SP474	0.6447360684414
NACAP1	0.4335
RP11-183E9.2	0.644633171147599
RP11-15A1.3	0.644618471534199
ZNF404	0.759749518587661
RP5-988G17.1	0.4334
C8ORF76	0.644578047597348
UBA52P5	0.644578047597348
ZHX1	0.644578047597348
ZHX1-C8ORF76	0.644578047597348
LINC00488	0.644493524820297
RP11-59E19.4	0.4333
AL356865.2	0.759587822840259
WASF3-AS1	0.910960766731835
PPIAP24	0.759517999676608
AC110620.2	0.4331
CTD-2579N5.3	0.83067882814682
RPL30P3	0.644298754942745
GLYCAM1	0.759462876126358
MIR122	0.830645754016669
RP11-1151B14.3	0.830645754016669
RAE1	0.433
RBM38	0.830642079113319
RP4-800J21.3	0.759429801996207
AC090952.5	0.644173808228844
CCDC174	0.878114480589161
MIR662	0.644107659968543
SREK1IP1	0.87804465742551
NTPCR	0.87802628290876
AC092798.1	0.4327
NGLY1	0.4327
OXSM	0.4327
MEIOB	0.950113187023181
RN7SL367P	0.759121110114804
XX-DJ76P10__A.2	0.759121110114804
RP11-393N4.2	0.4325
GNAT3	0.962196269238119
SYCP3	0.643725470020138
RPL36AP39	0.830072469094063
RNU6-1257P	0.4323
AC012353.1	0.7587756691999
KRT18P57	0.643527025239236
RNU6-151P	0.643527025239236
RNU6-1221P	0.643519675432536
SCG2	0.877577944700054
RP11-208N14.4	0.949900042628879
RTP1	0.910383806905878
RPS7P6	0.643438827558835
LINC00865	0.643416778138735
RN7SL668P	0.758639697775949
HNMT	0.758628673065898
TLR6	0.82985932469976
TIMM10B	0.962027223684017
RN7SKP150	0.877467697599553
MRFAP1	0.82979685134281
CCDC18	0.758492701641947
ATP6AP1L	0.992047509150509
RP11-360D2.1	0.4321
AC073464.7	0.432
CYP4F32P	0.432
RP11-456O19.5	0.829701303855709
AC009081.1	0.877331726175602
CTD-2254N19.1	0.643063987417131
RP11-778D9.4	0.758290581957694
PGRMC2	0.758268532537594
SEPHS1P1	0.642928015993179
THAP5	0.758099486983492
RP11-283G6.3	0.4316
AC009305.2	0.642722221405577
RP11-775H9.3	0.4314
RP11-429B14.3	0.829150068353202
RP5-1125M8.2	0.949437004806774
RP5-1125M8.3	0.932705169854033
AP002530.2	0.4313
NFYC-AS1	0.4313
RNY4P14	0.4313
CTD-2033D15.1	0.642398829910773
THBS1	0.829061870672801
TSPAN19	0.642369430683973
RP11-542E6.3	0.8289736729924
CEP97	0.642226109453321
RP11-31I22.2	0.757511502447486
PPIAP7	0.828896500022049
RNU4-49P	0.642064413705919
AL360181.1	0.641983565832219
ECHS1	0.431
PAOX	0.757302032956533
KL	0.961509062311661
AC079305.10	0.757177086242632
RP11-158H5.7	0.641832894794867
ZNF271	0.757144012112482
SLC31A1P1	0.641785121051316
CTD-2247C11.2	0.641770421437916
GALNT7	0.949190786282321
RN7SL859P	0.4308
AL354741.1	0.641711622984315
CHTOP	0.641707948080966
RP1-178F15.4	0.4308
RP1-178F15.5	0.4308
S100A1	0.4308
S100A13	0.4308
AF224669.3	0.641693248467565
MANBA	0.94916873686222
RP11-215A21.2	0.4307
AL157871.2	0.641575651560364
RP11-638I2.6	0.756901468491379
YY1	0.756901468491379
RP11-362A1.1	0.876177806523688
CTD-2046J7.1	0.641322083229211
RNU7-13P	0.4304
TSNAX	0.756644225256876
BZRAP1	0.977524291111144
RP11-484P15.1	0.828172544062091
MKNK1	0.909082891119964
RP11-171N4.2	0.4303
CTD-2347I17.1	0.876027135486337
RP11-255C15.3	0.64120081141866
RP11-255C15.4	0.64120081141866
RP11-465L8.1	0.4302
RP1-40E16.11	0.756379632215673
TUBB2A	0.756379632215673
RP11-79M21.3	0.640983992121007
RNU6-997P	0.875880139352335
RP11-875O11.2	0.827926325537638
RP11-875O11.3	0.640958267797557
TNFRSF10C	0.908906495759161
CT62	0.827915300827588
RP11-17G12.2	0.640903144247306
TUBB4BP1	0.43
CTD-2350C19.1	0.640833321083655
CTD-2350C19.2	0.75618118743477
SARM1	0.908844022402211
SLC46A1	0.75618118743477
RP11-476C8.2	0.43
TMSB4XP2	0.75609666465772
RP11-59D5__B.2	0.640561378235752
RP11-59D5__B.3	0.640561378235752
C16ORF80	0.755916594393568
CTB-134F13.1	0.755916594393568
CYP46A1	0.908553705037558
RP11-543C4.3	0.640421731908451
ZNF280D	0.986498405091946
TRPM7	0.827364065325082
RN7SL752P	0.755585853092064
RN7SL160P	0.640113040027047
RP11-172E10.1	0.82718399506093
PLIN1	0.827139896220729
RP11-624L12.1	0.639903570536095
COPB2	0.639896220729395
RNU6-736P	0.4293
LINC00881	0.908215613929354
OR8R1P	0.827025974216878
P2RY2	0.908189889605903
RP11-800A3.4	0.75526246159726
DNAJC30	0.827007599700128
VPS37D	0.4293
RP11-310I24.1	0.639767599112143
AC073641.2	0.639580179041291
MRPL44	0.639580179041291
RP11-218I7.2	0.826816504725926
RP11-561P12.2	0.755005218362757
OR4A46P	0.63952138058769
OR4A47	0.754990518749357
OR4A48P	0.754990518749357
OR2B7P	0.874865866027724
OR2B8P	0.874865866027724
RN7SL206P	0.4289
RP11-1E11.1	0.754894971262256
AC005534.6	0.4288
C7ORF13	0.639304561290038
SPINK1	0.639278836966588
RP5-836J3.1	0.874696820473622
PRDM9	0.754722250804804
RNF26	0.754615678607653
RP11-334E6.10	0.754615678607653
LINC00910	0.826445339487571
RP11-397C12.1	0.754538505637302
RP11-713P17.3	0.826401240647371
RP11-713P17.5	0.754505431507151
CDRT15P2	0.4285
MTND4P10	0.7544062091167
MTND5P19	0.7544062091167
MTND6P14	0.7544062091167
RP11-293G6__B.4	0.7544062091167
RP11-1113N2.4	0.4284
TAF9	0.4284
RP11-123H22.1	0.874435902335769
RNU7-147P	0.4284
RP11-466F5.9	0.638771700304282
CTD-2529P6.3	0.4283
RP11-452K20.1	0.826210145673169
RP11-445F6.2	0.754240838465948
RNU6-349P	0.826132972702818
RPL6P27	0.754182040012348
RP11-3N13.2	0.826077849152567
RNU7-104P	0.754115891752047
RN7SL555P	0.638536506489879
PIGQP1	0.4281
ZNF605	0.826052124829117
RP5-912I13.1	0.638459333519528
RP11-315D13.1	0.428
DYNC1I2	0.4279
RNF121	0.907385085772244
RP11-849H4.2	0.825835305531465
LINC01013	0.907344661835394
TLR1	0.907337312028694
AC104135.2	0.638084493377824
AC104135.3	0.753674903350042
RPL23AP22	0.825647885460612
RP4-612B18.3	0.638022020020873
CTD-2384A14.1	0.753590380572991
RP11-424M24.5	0.637977921180673
GPR84	0.4276
CRYBA1	0.4276
NUFIP2	0.637944847050523
PVRL3-AS1	0.873858942509812
KRT18P8	0.753439709535639
RP4-718J7.4	0.4275
CTD-2105E13.15	0.753399285598789
TMEM190	0.753399285598789
CTD-2330J20.2	0.63775375207632
RP5-943J3.2	0.753303738111688
AC008372.1	0.63769127871937
C14ORF178	0.63769127871937
BICD2	0.4274
C11ORF16	0.753208190624587
RP11-32D16.1	0.90697717150039
AL161751.1	0.753127342750886
LINC00359	0.825184847638507
ABCF2	0.825159123315057
AC011742.5	0.753042819973835
PPIL1P1	0.753042819973835
DUSP5	0.753009745843684
AC092174.1	0.752976671713534
OR5AH1P	0.637342162901116
RP3-455E7.1	0.906738302782637
RFESDP1	0.824916579693954
AC112249.1	0.637132693410163
RP11-688H10.1	0.637132693410163
GIPC3	0.873212159520205
PDZK1	0.752686354348881
ACOT6	0.4269
RP3-414A15.10	0.637004071792912
RP11-446F3.2	0.637000396889562
RN7SKP40	0.873123961839804
AC009305.1	0.752517308794779
CLTB	0.824648311749401
HIGD2A	0.63685707565891
NOP16	0.63685707565891
AC009517.2	0.752491584471328
RNU6-1114P	0.824618912522601
RNU2-62P	0.4266
TLK1	0.989177409634127
SLC2A7	0.959906804451043
RPL31P56	0.636654955974658
RP11-360D2.2	0.4265
GNPNAT1	0.4265
RP11-589M4.2	0.4265
RP5-1139B12.3	0.636596157521057
GPSM3	0.959829631480692
OR8D1	0.752179217686575
HMOX1	0.92980567111085
COX5BP6	0.752010172132473
TMTC4	0.993296976289524
LETM1	0.4263
RN7SL671P	0.4263
RP11-261P9.4	0.751988122712373
RP11-404E6.1	0.4263
AL358134.2	0.636261741316203
RNA5SP225	0.636261741316203
RP11-304F15.5	0.824045627599994
RP11-20J1.1	0.75175292889797
RP11-8J9.5	0.4261
HOXA4	0.751646356700819
RNU11	0.426
RP11-442N24__B.1	0.426
TAF12	0.426
AC013727.2	0.63595672433815
OR10V1	0.63593467491805
RN7SKP192	0.63593467491805
RP11-119H12.5	0.426
RP11-119H12.6	0.426
RP11-420A6.2	0.905826926751826
CTB-78O21.1	0.635776654073998
OSBPL9P2	0.751234767525614
GPANK1	0.823442943450587
RNY1	0.4256
RNY3	0.635508386129445
AC022021.1	0.751131870231813
RP11-92B11.4	0.635376089608843
ZNF624	0.823314321833336
CTC-360G5.8	0.871797321730438
FBXO17	0.823281247703185
SARS2	0.871797321730438
URB2	0.871771597406988
RP11-678G15.1	0.823233473959635
RP1-90G24.11	0.635295241735142
CASC2	0.871734848373488
PAX6	0.905371238736421
Z83307.3	0.871727498566788
RN7SL299P	0.871694424436637
RP11-284L19.1	0.871694424436637
GAPDHP29	0.4253
ELF3	0.75088932661071
RNPEP	0.905319790089521
RP11-465N4.4	0.871665025209837
RP11-510N19.5	0.75088932661071
EXOSC3	0.75087095209396
TRMT10B	0.90530876537947
RNU6-890P	0.823093827632333
RP4-640E24.1	0.823035029178733
AC008592.8	0.822983580531832
C5ORF27	0.92898249276044
RNU6-654P	0.4252
CALR4P	0.822884358141381
RNU6-472P	0.4249
RP11-202D18.2	0.871426156492084
AC013248.2	0.871356333328433
LARP7	0.4248
ABHD10	0.928813447206339
IL6RP1	0.4247
RP11-416A17.1	0.634494112804833
INVS	0.98156300989284
TPPP	0.634431639447883
AC135178.7	0.750213144394302
ARHGEF15	0.871201987387732
DNAJB9	0.750176395360802
RP3-334F4.2	0.750139646327302
RP11-56M3.1	0.634317717444031
RP11-252K23.1	0.634277293507181
RNU6-235P	0.822454394449426
RN7SL213P	0.63419644563348
INPPL1	0.4245
DBNDD1	0.87104029164033
SLC38A6	0.63417807111673
TRMT5	0.63417807111673
AC004862.6	0.946129591791736
RN7SL76P	0.634119272663129
RNF170	0.749845654059298
ANP32BP2	0.822241250055123
MIR5089	0.4243
RP11-375A5.1	0.749757456378897
CTD-2246P4.1	0.749746431668847
AC104076.2	0.822160402181423
METTL15P1	0.4243
RP11-514A9.1	0.822108953534522
RNA5SP330	0.633748107424775
AL590710.1	0.928387158417734
UGT8	0.633575386967323
SH3GL1	0.633553337547222
MARK2P14	0.749268694233342
NUP210P2	0.749268694233342
AC023672.2	0.749206220876391
RP11-681L4.1	0.821634891002367
MKRN2	0.74915109732614
GLRXP3	0.633093974628467
RP11-477G9.1	0.748915903511738
NAGK	0.903978450366755
OR7E62P	0.821326199120963
RP11-467P9.1	0.870095841479369
AL161915.1	0.748809331314586
MIR3151	0.821282100280763
RP11-812D23.1	0.4234
BCHE	0.870018668509018
AFG3L2	0.870003968895618
TUBB6	0.821212277117112
TBX18	0.927861647238678
RP1-41P2.7	0.821002807626159
SLC7A11-AS1	0.927736700524776
DPP9	0.820951358979259
PLK1S1	0.748375692719282
RP4-777D9.2	0.748375692719282
RP5-872K7.7	0.423
RPS15AP1	0.423
AKR7A2P1	0.423
SLC16A1	0.423
OR2A2	0.63246556615561
RP11-118E18.2	0.820870511105558
RNU6-400P	0.748291169942231
NT5DC3	0.981081597553984
RP11-650K20.2	0.632414117508709
SSR1P1	0.632351644151759
RP11-365D9.1	0.632336944538359
RP11-98P2.1	0.748169898131679
RP11-332M4.1	0.869577680107013
CCL28	0.748100074968028
AL031666.2	0.4228
CCDC134	0.820605918064355
MEI1	0.903430889767599
CCDC9	0.748022901997677
PSMD9	0.748008202384277
RP11-87C12.2	0.748008202384277
RP11-93K22.14	0.4227
PNO1	0.747953078834027
RP11-474G23.1	0.945089594143674
MAK	0.958146525746373
C2ORF71	0.820480971350454
RPS17P14	0.747872230960326
OR6Q1	0.631914330653104
RNU6-899P	0.631914330653104
HMGN1P38	0.631895956136354
CTB-147N14.4	0.631855532199503
HNRNPMP2	0.4224
RP11-730K11.1	0.747684810889474
RN7SL296P	0.631789383939202
TMPPE	0.4223
DGKZ	0.4223
RNA5SP107	0.4222
NDUFA3P4	0.820095106498699
RNA5SP50	0.820076731981949
KY	0.927130341472019
AC010886.2	0.74734304487792
AC005336.4	0.819929735847947
RP11-142G1.2	0.868868423760455
RP11-359E8.3	0.747188698937218
RP11-158L12.2	0.631249173146746
AC005008.3	0.631241823340046
AHNAK2	0.868736127239854
FLRT1	0.902773082067942
RP11-21A7A.3	0.868699378206353
AC124914.3	0.747023328286466
RP11-644L4.1	0.868629555042702
CECR9	0.631080127592644
RP11-7D5.2	0.819580620029693
SDIM1	0.819518146672742
LRRC28	0.994311249614135
RP11-179B15.5	0.4217
RP11-702H23.6	0.868467859295301
DIAPH3-AS1	0.4217
RN7SL375P	0.4217
RPL39P29	0.819455673315792
OR52E8	0.4217
RP11-14N4.1	0.630782460421291
CDK1	0.926704052683414
FAM218A	0.4216
UBFD1P1	0.63073836158109
ARHGEF1	0.4215
AP5M1	0.746604389304561
TOP3B	0.63070528745094
RP11-388C12.1	0.630624439577239
KCNH6	0.868177541930647
NEDD4	0.99822502168193
MYL12B	0.746413294330359
RP13-270P17.1	0.630528892090138
AC009802.1	0.630521542283438
SERPINB10	0.868100368960296
RNA5SP177	0.630499492863338
LURAP1	0.4213
POMGNT1	0.746332446456658
ACTL7A	0.868019521086595
ACTL7B	0.957562216113716
RP11-789C17.1	0.746277322906408
RP11-789C17.5	0.746277322906408
RP11-830F9.5	0.630359846536036
OR8K3	0.818919137426686
RNA5SP495	0.818838289552985
PSMC1	0.818801540519484
RP11-403P13.1	0.421
FAM171A2	0.818790515809434
ITGA2B	0.630157726851784
RPL7L1P5	0.746075203222155
AF001548.6	0.421
AC005003.1	0.4209
RP11-236J17.3	0.745964956121654
OR10Q1	0.630010730717782
CD46P1	0.4208
KRTAP5-5	0.745851034117803
RP11-202D1.2	0.629933557747431
RP11-202D1.3	0.818581046318482
CTC-535M15.1	0.62985270987373
RPL21P4	0.745718737597201
RN7SKP52	0.90176248364668
PEX7	0.926119743050758
RP11-312J18.3	0.4206
OR4K7P	0.4205
RP11-109E10.2	0.4205
RN7SL396P	0.867457260874039
HMGN2P8	0.629580767025827
NDUFS5	0.629540343088977
DNAJC22	0.4204
RP11-297K7.1	0.4204
SERP2	0.4203
RP11-177C12.4	0.745288773905246
MIR4533	0.818073909656176
RP11-373D23.3	0.745204251128195
RP11-42L13.2	0.4203
TPX2	0.817915888812124
RP11-473J6.1	0.629077305266871
PCED1CP	0.745042555380794
AC005037.3	0.42
ORC2	0.629007482103221
E4F1	0.62899278248982
PGP	0.62899278248982
MRPL35P2	0.867008922665334
REEP3	0.943733554807509
LINC01068	0.42
NDFIP2	0.744924958473592
GPM6BP3	0.925656705228653
HSFY1P1	0.943638007320407
RNA5SP323	0.628728189448618
CSN1S1	0.628720839641917
CSN2	0.817629246350821
RP11-28O3.2	0.74471548898264
AC004014.3	0.74470813917594
RN7SL273P	0.628669390995017
AC007126.1	0.817592497317321
FNDC4	0.628606917638066
C1ORF222	0.744528068911788
AC137674.1	0.628334974790163
AC137674.2	0.628334974790163
RP11-616M22.7	0.744406797101236
UBE2I	0.817364653309618
CTC-459M5.2	0.901049552396772
BRD2-IT1	0.628283526143262
XXBAC-BPG181M17.6	0.744362698261036
MIR598	0.744344323744285
ST6GALNAC1	0.866549559746579
AL079342.1	0.4193
RP11-378A12.1	0.900935630392921
CTD-2207P18.1	0.627945435035059
VDAC1P7	0.744028282056182
MYOZ2	0.816945714327713
RP11-272P10.2	0.627846212644607
ZNF492	0.4189
RP11-550C4.4	0.74388863572888
AC132008.1	0.74388128592218
RNU7-181P	0.925248790956798
C17ORF77	0.866115921151274
CTD-2006K23.1	0.743752664304929
CTD-2006C1.6	0.743664466624528
ZNF833P	0.81667744638316
GS1-114I9.1	0.4187
RP11-27P7.1	0.866042423084273
RP11-527N22.2	0.4187
DCAF10	0.865972599920622
RP11-3J10.7	0.4186
RP11-1J7.1	0.627430948566053
UBE2FP2	0.4186
AC008060.5	0.816445927472107
CTC-527H23.1	0.4185
KB-1247B1.1	0.816398153728557
UBE2D2	0.743285951579473
RP11-363G2.4	0.900340296050214
