gene	p	score
NEFM	0.6743	-0.451818140645149
MIR617	0.870588987810875	-1.12917972614568
PRICKLE2-AS1	0.941940745419583	-1.57127619060676
RP11-98H4.4	0.6742	-0.451540558796654
AC006115.6	0.941916758947953	-1.57106960380814
RNA5SP110	0.6741	-0.451263011735759
FNDC8	0.941868786004693	-1.57065663124418
RP5-1047A19.4	0.985939929879548	-2.19560622586742
TMED10P1	0.985939929879548	-2.19560622586742
KRT34	0.941748853646543	-1.56962537009282
RP11-443I9.1	0.6738	-0.450430578977854
KB-1980E6.2	0.6737	-0.450153170766649
RNU6ATAC8P	0.6737	-0.450153170766649
CTD-3076O17.2	0.971923834957084	-1.90985154745471
RP11-326I11.5	0.94159693932622	-1.56832149763721
RNU6-95P	0.870041296708656	-1.12658636517576
PEX10	0.941540970892417	-1.56784179500596
CHCHD2P4	0.673	-0.448212281456609
RP11-966I7.2	0.6728	-0.447658051953352
RPL9P25	0.6727	-0.447380988769063
AP000721.4	0.869481612370623	-1.12394401960599
COX8A	0.6726	-0.447103959923277
RNU6-45P	0.6726	-0.447103959923277
LINC00366	0.869453628153721	-1.12381210824974
RPS27AP14	0.971691965731328	-1.90626318190011
UTP15	0.6725	-0.446826965386226
RP11-123K19.2	0.869381668738831	-1.12347299738003
AP000436.4	0.6724	-0.446550005128167
SNX15	0.8693296980503	-1.12322816429963
RP11-796G6.2	0.6723	-0.446273079119378
RN7SL765P	0.6723	-0.446273079119378
UPK1A	0.6723	-0.446273079119378
UPK1A-AS1	0.6723	-0.446273079119378
AC012531.25	0.869197772456335	-1.12260696712671
HOXC5	0.971576031118449	-1.90447816486869
RP11-834C11.14	0.971576031118449	-1.90447816486869
AC005789.9	0.6722	-0.445996187330156
GGN	0.6722	-0.445996187330156
PSMD8	0.6722	-0.445996187330156
SPRED3	0.6722	-0.445996187330156
AKR1B1P2	0.6719	-0.44516571698321
SCARF1	0.869069844607641	-1.12200500753671
RSF1-IT2	0.6718	-0.444888961775677
VCP	0.6716	-0.444335553545192
MIR3126	0.971352157383236	-1.9010483093111
CTC-425O23.2	0.6715	-0.444058900463114
OR5AK4P	0.868630092627758	-1.11993886546334
OR8X1P	0.868606106156128	-1.1198263042689
AC016908.1	0.6713	-0.443505696217641
CUTC	0.992432268200735	-2.42912139516917
EIF3J-AS1	0.940557525555587	-1.55947097593794
RP11-189E14.5	0.971276200223074	-1.89988967290638
ANP32B	0.971244218260901	-1.8994025880847
RP11-535C21.3	0.940477570650153	-1.5587952082912
CFL1	0.94046957515961	-1.55872767066646
EFEMP2	0.671	-0.442676144203822
MUS81	0.671	-0.442676144203822
SNX32	0.671	-0.442676144203822
AC016292.3	0.671	-0.442676144203822
RN7SKP233	0.6708	-0.44212327875401
SH3GLB1	0.940317660839287	-1.55744580447629
ZBTB18	0.9403016698582	-1.55731101998086
RP11-69L16.3	0.86803442858228	-1.1171477827699
RP11-69L16.5	0.6707	-0.441846896708716
RP11-69L16.6	0.6707	-0.441846896708716
RP11-311H10.7	0.6707	-0.441846896708716
RP11-365D9.1	0.6706	-0.441570548410677
SDHDP2	0.8678905097525	-1.11647473138478
SHE	0.6705	-0.441294233830552
MIR936	0.867862525535598	-1.11634391900347
RP11-660M5.1	0.6704	-0.441017952939023
OR5H15	0.867822548082881	-1.11615707730366
RP11-373A6.1	0.94013376455679	-1.55589748778436
ARFRP1	0.867774575139621	-1.11593291868475
TNFRSF6B	0.6704	-0.441017952939023
AP004550.1	0.6704	-0.441017952939023
RAET1G	0.6703	-0.440741705706793
RP11-244K5.6	0.6703	-0.440741705706793
RP11-103G8.1	0.867638651800385	-1.11529810689555
RP11-103G8.2	0.940025825434455	-1.55499042758179
LINC00690	0.939945870529022	-1.55431935505696
RP11-194G10.3	0.970956380601341	-1.8950389716338
TBC1D27	0.867518719442235	-1.11473835185652
CTD-2013N17.1	0.67	-0.439913165673234
TAS2R30	0.67	-0.439913165673234
MIR3145	0.867418775810443	-1.11427215599174
AC096677.1	0.6699	-0.439637052785643
RP11-317M22.1	0.939801951699242	-1.55311318541755
SLC22A1	0.99225236966351	-2.42059193228743
EMP3	0.939781962972883	-1.55294584045965
CHD1L	0.992216389956065	-2.41890698967673
GCOM2	0.6697	-0.439084927520667
POLR3K	0.970700524903954	-1.89119026657452
RPS21	0.866919057651485	-1.11194480036299
MIR4718	0.866895071179855	-1.11183323873916
AC005237.2	0.6694	-0.43825699046145
MIR920	0.6693	-0.437981078215452
RP11-809O17.1	0.6692	-0.437705199307859
MORF4	0.6692	-0.437705199307859
RP1-292B18.3	0.86642733498307	-1.10966054664949
RP5-1087E8.2	0.6688	-0.436602016480909
RN7SL645P	0.939154316965232	-1.54771318556188
YIF1B	0.984928500325816	-2.16820622572783
LRG_346	0.6687	-0.436326303830048
NHP2	0.6687	-0.436326303830048
RP11-73B2.2	0.866223449974215	-1.10871511320053
VN1R31P	0.866223449974215	-1.10871511320053
VN1R32P	0.866223449974215	-1.10871511320053
GPR4	0.6686	-0.436050624343618
GNB1	0.939038382352353	-1.54675126813565
RP11-267A15.3	0.93903038686181	-1.54668498173799
AP000769.1	0.6684	-0.435499364748375
RP11-417F21.2	0.866027560455903	-1.10780768811742
RP11-469L4.1	0.938970420682735	-1.54618805023826
RP11-293B7.1	0.6683	-0.435223784581776
RP11-317N6.1	0.865887639371395	-1.10716008541772
RP5-1136G13.1	0.865863652899765	-1.10704911442725
CECR5-AS1	0.865835668682863	-1.10691966549963
FBXL5	0.970252777433527	-1.88452167964816
XXBAC-B135H6.15	0.93881450861714	-1.54489781210575
HMGN2P3	0.668	-0.434397242259781
HIST1H2AI	0.86568375436254	-1.10621726616629
HIST1H2BL	0.86568375436254	-1.10621726616629
HIST1H4PS1	0.86568375436254	-1.10621726616629
MIR4792	0.6679	-0.434121794115645
RP11-195M16.1	0.6679	-0.434121794115645
ATP5LP7	0.6679	-0.434121794115645
HMGB3P27	0.6679	-0.434121794115645
TUBG2	0.86556382200439	-1.10566312565195
MIR4640	0.865555826513846	-1.10562619502182
AGO3	0.970164827037551	-1.88322157832098
RPS2P24	0.865475871608413	-1.10525697162486
RP11-84O12.3	0.6677	-0.433570996599449
CBX3P3	0.6677	-0.433570996599449
RNU6-482P	0.6677	-0.433570996599449
RBMS3-AS2	0.865423900919881	-1.10501705719427
SLC26A1	0.970132845075377	-1.88274960241475
RP1-287H17.1	0.865407909938795	-1.10494325016428
USP46	0.865343946014448	-1.10464808221711
RN7SL117P	0.6674	-0.432745046824241
RP11-651L5.2	0.938498686740678	-1.54229210538085
G3BP1	0.6673	-0.432469795850775
SUMO1P3	0.6671	-0.431919392159262
RP11-354E11.2	0.864980151194726	-1.10297114157838
RP11-498D10.3	0.667	-0.431644239383956
RP11-553P9.3	0.938322785948725	-1.54084535436639
RP1-261G23.4	0.86489220079875	-1.10256619268426
RP11-231P20.2	0.969920964575979	-1.87963330583198
TBC1D23	0.969872991632719	-1.8789302574874
GOT2	0.938234835552748	-1.54012318667556
RNU6-1155P	0.864784261676415	-1.10206945692632
SEC61G	0.969833014180002	-1.87834509248248
CTB-193M12.3	0.864732290987883	-1.10183038481574
PAPD4	0.99539459744704	-2.60412911289074
FLT1P1	0.6665	-0.430268965068573
OR6C6	0.6665	-0.430268965068573
RP11-1260E13.1	0.938114903194598	-1.53913970512927
RP3-364H10.1	0.938042943779708	-1.53855033005141
SPTY2D1	0.864460444309409	-1.10058087867309
SPTY2D1-AS1	0.864460444309409	-1.10058087867309
RP11-321A17.4	0.864336514205988	-1.10001182071783
HNRNPA1P36	0.937935004657373	-1.53766726822747
RP11-167P11.2	0.666	-0.428894504074202
CTD-2547G23.2	0.864256559300554	-1.0996448755159
PAPL	0.969653115642777	-1.87571977739966
RP13-126C7.1	0.969637124661691	-1.87548704076689
RP11-419C23.1	0.6659	-0.428619709160799
RP11-394B5.2	0.937867042987755	-1.53711188091435
RP1-102E24.6	0.6658	-0.428344946609621
RP11-317B7.2	0.864132629197133	-1.09907640288891
AC074183.4	0.6657	-0.428070216392309
RP11-22N12.2	0.6656	-0.427795518480522
TWF1P1	0.86400470134844	-1.09848996474523
ZNF622	0.984332836280338	-2.15280092486946
RNY1P1	0.937703135431617	-1.53577436449714
SNHG11	0.863908755461919	-1.09805038393449
SNORA60	0.863908755461919	-1.09805038393449
IFITM10	0.863904757716648	-1.09803207267172
MTUS2-AS1	0.937675151214715	-1.53554628242859
AC012215.1	0.863872775754474	-1.09788559582169
RNU4-72P	0.6653	-0.426971618295209
RP11-310H4.6	0.863772832122683	-1.09742800741558
TUBBP6	0.863772832122683	-1.09742800741558
RPS4XP16	0.969453228379194	-1.87281784260791
CTC-429P9.1	0.937559216601837	-1.53460222092889
CTC-429P9.5	0.863696874962521	-1.09708039384902
SMIM7	0.937559216601837	-1.53460222092889
RNU7-65P	0.665	-0.426148007841278
CTC-281F24.2	0.863520974170568	-1.09627590254103
RPL23AP73	0.863520974170568	-1.09627590254103
CCDC137	0.665	-0.426148007841278
COQ4	0.665	-0.426148007841278
SLC27A4	0.863492989953666	-1.09614798069332
TMSB4XP4	0.665	-0.426148007841278
RP11-351A20.2	0.6647	-0.425324686356736
RP11-16O13.1	0.6647	-0.425324686356736
SLITRK3	0.6647	-0.425324686356736
GP1BB	0.937211412763202	-1.53177821176701
RNU5B-6P	0.93720741501793	-1.53174582284366
CTD-2562J17.2	0.997273537724723	-2.77898379395426
KB-1517D11.2	0.863033249247424	-1.09404896986128
RP11-76E16.2	0.862937303360904	-1.09361152302291
RP11-562A8.4	0.6641	-0.423678907255768
RP11-562A8.5	0.6641	-0.423678907255768
STAR	0.664	-0.423404722394183
MRAS	0.968965503456051	-1.86580256683272
RNU7-50P	0.936787651764405	-1.52835389052814
MRGPRX4	0.6639	-0.423130569359343
RP11-748H22.2	0.936771660783318	-1.52822502135293
UBE2T	0.862589499522269	-1.09202752961577
AF131216.6	0.862525535597923	-1.09173651864922
SLC35G5	0.6638	-0.42285644812326
TDH	0.936715692349515	-1.52777417898542
RP13-577H12.2	0.862505546871564	-1.09164559668084
RNU6-742P	0.862425591966131	-1.09128199901714
SLC22A15	0.93665572617044	-1.52729147793805
RNU6-486P	0.6636	-0.422308300935511
RP11-496B10.1	0.6636	-0.422308300935511
AC068535.5	0.862317652843796	-1.09079137090027
BAMBI	0.936563778029192	-1.52655202676144
RNU6-1067P	0.936563778029192	-1.52655202676144
RP11-229P13.2	0.862193722740374	-1.09022838074041
TRAF2	0.862193722740374	-1.09022838074041
CLIC1	0.6632	-0.421212386915749
AHCYP7	0.6632	-0.421212386915749
USP8	0.936411863708868	-1.52533215043655
CISD2	0.663	-0.420664619637616
UBE2D3	0.663	-0.420664619637616
LARP1BP1	0.861853914392283	-1.08868646789663
EEF1A1P32	0.6629	-0.420390783334047
AC005042.2	0.861805941449023	-1.08846899451903
RP11-545L5.1	0.6628	-0.420116978550408
CBX3P2	0.6625	-0.419295753041396
RP11-134G8.2	0.861546088006364	-1.08729190724941
RP11-120A1.1	0.995066782334763	-2.58047551288664
AC027307.1	0.6624	-0.419022074059894
AC027307.2	0.861478126336746	-1.08698430208527
MEX3D	0.861478126336746	-1.08698430208527
CCNF	0.6623	-0.418748426459625
MORC2-AS1	0.6623	-0.418748426459625
AC104777.1	0.6623	-0.418748426459625
YPEL3	0.6623	-0.418748426459625
MTL5	0.968481776278179	-1.85893432890066
ZEB2-AS1	0.6621	-0.418201225292073
LINC00311	0.968429805589647	-1.85820161463664
AC103801.1	0.861234263875174	-1.08588138805799
MIR3155A	0.662	-0.417927671669482
RP11-157B13.7	0.662	-0.417927671669482
RP11-157B13.8	0.861202281913001	-1.08573684154981
HMHB1	0.968389828136931	-1.85763866636833
RP11-348M17.2	0.662	-0.417927671669482
RNA5SP147	0.935796210937031	-1.52041153127826
RNF126P1	0.6619	-0.417654149317506
AC006499.1	0.6618	-0.417380658208539
AC007056.1	0.861062360828493	-1.08510471712723
CTD-2206N4.1	0.6617	-0.41710719831499
CTD-2206N4.2	0.6617	-0.41710719831499
LRRC37A11P	0.861050367592678	-1.08505055520713
RP11-488I4.2	0.6617	-0.41710719831499
AL136376.1	0.860958419451429	-1.08463541952089
ATP1A1	0.860958419451429	-1.08463541952089
MIR600HG	0.6616	-0.416833769609293
RN7SL517P	0.6616	-0.416833769609293
RP11-340M11.1	0.6615	-0.416560372063895
DDIT4	0.860866471310181	-1.08422047067404
RP11-442H21.2	0.860866471310181	-1.08422047067404
CTC-342P15.1	0.6614	-0.416287005651264
CTD-2218G20.1	0.860826493857464	-1.08404011634823
AC007312.3	0.6613	-0.416013670343887
CACNG6	0.860698566008771	-1.08346321931857
MIR935	0.860698566008771	-1.08346321931857
TRAV23DV6	0.6612	-0.41574036611427
AC007919.19	0.6612	-0.41574036611427
RP11-674J14.3	0.6612	-0.41574036611427
RPL7P4	0.6611	-0.415467092934935
CCDC34P1	0.6609	-0.414920639617305
TUBB8P3	0.860398735113396	-1.08211252784448
AC093390.1	0.860390739622853	-1.08207653642644
RP11-47F1.1	0.6609	-0.414920639617305
RP11-151H2.3	0.6608	-0.41464745942415
AC105941.1	0.860282800500518	-1.08159078940579
RP11-118D22.3	0.860194850104541	-1.08119518414358
AL132709.2	0.860046933529489	-1.08053022935033
MIR1185-1	0.6604	-0.413555047783443
MIR1193	0.860046933529489	-1.08053022935033
MIR300	0.860046933529489	-1.08053022935033
MIR376A1	0.860046933529489	-1.08053022935033
MIR376C	0.860046933529489	-1.08053022935033
MIR494	0.860046933529489	-1.08053022935033
MIR495	0.860046933529489	-1.08053022935033
MIR543	0.860046933529489	-1.08053022935033
MIR654	0.860046933529489	-1.08053022935033
RP11-1O7.1	0.6603	-0.413282022019468
RPL17P25	0.860002958331501	-1.08033263219993
C8ORF4	0.859942992152426	-1.08006324949872
RP4-671G15.2	0.6602	-0.413009027059327
RP11-314D7.1	0.859831055284819	-1.0795606113805
VN1R79P	0.66	-0.412463129441405
RP11-953B20.2	0.859683138709768	-1.07889682905134
AC068538.4	0.93468883549678	-1.51165234031289
N4BP3	0.6599	-0.412190226729097
RMND5B	0.859579197332704	-1.07843067165708
C11ORF86	0.6598	-0.411917354711571
CTD-2582D11.1	0.859479253700913	-1.07798266428571
RP11-621L6.2	0.934580896374445	-1.51080473785216
AC068138.1	0.6595	-0.411098922555604
AC005682.8	0.990893136271143	-2.36124430317052
THYN1	0.934476954997381	-1.50998955265431
KRT127P	0.859231393494069	-1.0768725385667
DNAJC2	0.967506326431892	-1.8453451459806
PMPCB	0.967506326431892	-1.8453451459806
RP11-252M18.3	0.859151438588636	-1.07651471647591
RP11-177C12.1	0.859043499466301	-1.07603187517919
GSTA1	0.6591	-0.410008107758838
ZNF252P	0.998884629069205	-3.05765775968205
CHMP1B	0.6589	-0.409462883334208
RP11-78A19.3	0.6589	-0.409462883334208
RP11-78A19.4	0.6589	-0.409462883334208
RNU6ATAC13P	0.93408917370603	-1.50695710483091
POLDIP3	0.967242475243962	-1.8417272953297
A4GNT	0.967230482008147	-1.84156341931231
CTD-2207L17.2	0.934045198508041	-1.50661409272517
VN1R11P	0.6587	-0.408917780603316
RNU6-457P	0.967190504555431	-1.84101752280212
RN7SL204P	0.93396924134788	-1.50602203444973
RP11-616M22.10	0.858535785816799	-1.07376408999826
RNU6-131P	0.6584	-0.408100354209859
RP13-15M17.1	0.6584	-0.408100354209859
SLC25A33	0.933881290951903	-1.50533715214831
AC114808.3	0.967118545140541	-1.84003628939259
HUS1B	0.858403860222834	-1.07317572621572
TATDN3	0.6583	-0.407827939358199
CXCL10	0.858363882770118	-1.07299750749043
CXCL11	0.858363882770118	-1.07299750749043
RP11-630D6.1	0.858363882770118	-1.07299750749043
COX6B1	0.933813329282285	-1.50480840812896
ETV2	0.858351889534303	-1.07294404851811
RBM42	0.933813329282285	-1.50480840812896
RP11-456A14.1	0.933805333791741	-1.50474623060246
OR1L6	0.6582	-0.407555554768029
SKA2P1	0.6582	-0.407555554768029
NIFKP7	0.6582	-0.407555554768029
BIN3	0.6581	-0.407283200412421
RP4-660H19.1	0.967062576706737	-1.83927433084457
FBXO28	0.933701392414678	-1.50393845161025
AC093063.2	0.658	-0.407010876264466
RP11-700H13.1	0.990677258026473	-2.35254399480306
AL589986.2	0.6579	-0.406738582297272
HDHD1P2	0.6579	-0.406738582297272
EIF5	0.6577	-0.406194084797694
SNORA28	0.6577	-0.406194084797694
ATP5C1P1	0.857780211960454	-1.07039938482099
RP11-398J16.1	0.6576	-0.405921881211617
RNU6-293P	0.857728241271923	-1.07016839533065
YR211F11.2	0.857728241271923	-1.07016839533065
RP11-174E22.2	0.93341755250039	-1.50173757784701
RNA5SP177	0.857636293130674	-1.0697598614352
AC083829.1	0.933333599849685	-1.50108800716482
HERC5	0.982653783266238	-2.11193023674025
RP11-466G12.3	0.933333599849685	-1.50108800716482
MIMT1	0.6573	-0.405105450786445
OR51F3P	0.6573	-0.405105450786445
RP11-379J5.5	0.857524356263068	-1.06926275667842
RP11-16F15.2	0.6572	-0.404833367333126
RNU12	0.966742757085004	-1.83494063594671
HELB	0.966706777377559	-1.83445524634302
SLC15A4	0.9980810822696	-2.89119202231043
BTF3L4P2	0.6571	-0.404561313846081
PKN2	0.990485366253433	-2.34495712910994
AC004112.5	0.857348455471114	-1.06848212547213
AC004112.7	0.857348455471114	-1.06848212547213
MTND5P8	0.857348455471114	-1.06848212547213
IGFL1P2	0.857216529877149	-1.06789707909223
TRBV8-1	0.6569	-0.404017296663905
AC007969.5	0.966582847274137	-1.83278664860762
C1ORF53	0.6566	-0.403201494969987
KRT18P45	0.932973802775235	-1.49831128111244
RP11-382A20.2	0.6565	-0.402929620719847
RNY4	0.856900708000688	-1.0664979962522
RNU6-1241P	0.93288985012453	-1.49766503802297
S1PR5	0.932869861398171	-1.49751126277638
RP11-338O1.2	0.6563	-0.402385961531539
RNU4-82P	0.6563	-0.402385961531539
AC132660.1	0.856808759859439	-1.06609106051508
AC013480.2	0.966438928444357	-1.83085530410976
GNL1	0.6562	-0.402114176540172
PRR3	0.6562	-0.402114176540172
MIR5698	0.856664841029659	-1.06545447180242
ANO9	0.856644852303301	-1.06536609084793
CENPH	0.856612870341128	-1.06522469862749
ZPBP2	0.656	-0.401570695630149
RP5-1097F14.3	0.982353952370863	-2.10499095676853
RNU6-1006P	0.856568895143139	-1.06503031908916
ADA	0.856536913180966	-1.06488897742334
LRG_16	0.856536913180966	-1.06488897742334
RNF38	0.966318996086207	-1.82925105112122
HNRNPA1P56	0.6559	-0.401298999658399
PLEKHF2	0.966295009614577	-1.82893076481993
ZNF425	0.6558	-0.401027333306792
RN7SK	0.856432971803903	-1.06442976386163
RP11-159F24.2	0.856428974058631	-1.06441210628404
THRAP3P1	0.856384998860643	-1.06421789482973
RPS27P27	0.6557	-0.400755696548824
CTD-2116F7.1	0.6556	-0.400484089358009
MIR4739	0.6556	-0.400484089358009
CTD-3080P12.3	0.856261068757221	-1.06367078747906
BORA	0.932422113927745	-1.49407593863639
RP1-28H20.3	0.932418116182473	-1.49404534543969
TP53RK	0.932418116182473	-1.49404534543969
GDAP2	0.6553	-0.39966944492389
FITM1	0.6553	-0.39966944492389
RP11-356O24.1	0.6553	-0.39966944492389
AC133106.2	0.6553	-0.39966944492389
RPL17P17	0.6553	-0.39966944492389
RNU6-923P	0.966071135879364	-1.82595043440531
KRT28	0.855997217569291	-1.06250703750543
RP11-605F20.1	0.855997217569291	-1.06250703750543
RP11-317L10.1	0.855829312267881	-1.0617672179535
AC108218.1	0.855825314522609	-1.06174961028498
SCARNA24	0.6549	-0.398583664681457
RP11-512G4.1	0.6548	-0.398312293076469
RP11-93M12.1	0.6548	-0.398312293076469
RP11-54D18.4	0.932018341655306	-1.49099306111302
CTB-47B8.4	0.931974366457318	-1.49065815681329
CASP8AP2	0.855577454315766	-1.06065857699758
TFAP4	0.855561463334679	-1.06058823110354
RNU4-90P	0.6546	-0.397769637828868
RP11-213H15.1	0.6546	-0.397769637828868
BSN	0.965835268908336	-1.82282789001281
CLDN6	0.855349582835281	-1.05965664301383
CLDN9	0.855349582835281	-1.05965664301383
LA16C-380H5.2	0.6543	-0.396955874468969
LA16C-380H5.5	0.855349582835281	-1.05965664301383
TNFRSF12A	0.855349582835281	-1.05965664301383
RNU6-553P	0.6543	-0.396955874468969
RP1-302G2.5	0.931806461155908	-1.4893809666796
DNM3-IT1	0.6543	-0.396955874468969
RP11-88E18.1	0.6541	-0.396413511596986
RP11-59H1.1	0.931694524288301	-1.4885308544474
UBBP5	0.6541	-0.396413511596986
UBE2Q1	0.931602576147053	-1.4878333518548
UBE2Q1-AS1	0.855073738411536	-1.05844519700215
TMPRSS11GP	0.965643377135296	-1.82030056285782
SMAD1-AS2	0.855005776741918	-1.05814696321681
MIR4773-2	0.6539	-0.395871265307949
RN7SL124P	0.6539	-0.395871265307949
TNFAIP6	0.93154660771325	-1.48740913920633
RN7SL580P	0.931510628005805	-1.48713657235754
MIR4437	0.6539	-0.395871265307949
MIS18BP1	0.854909830855398	-1.05772608743772
RP5-996D20.3	0.994399158874395	-2.53634342405946
OR10J3	0.965535438012961	-1.81888403527228
RP11-309N24.1	0.854789898497248	-1.05720025604594
RP11-138A9.1	0.931338724959123	-1.48583583094583
AC004699.1	0.6536	-0.395058114009256
CASP14	0.93130674299695	-1.48559410972585
LINC01143	0.6535	-0.39478712164107
AC110926.4	0.854609999960023	-1.05641205659664
RP11-18O11.1	0.6535	-0.39478712164107
RP11-18O11.2	0.6535	-0.39478712164107
AC096546.1	0.965335550749377	-1.8162704325452
AC005324.6	0.6534	-0.39451615826171
RP11-640I15.2	0.6534	-0.39451615826171
CTD-2278I10.1	0.6533	-0.394245223845086
AVPR1A	0.854418108186983	-1.05557203327079
HENMT1	0.6532	-0.393974318365124
AF235103.1	0.854410112696439	-1.05553704846216
COMMD5	0.931078871516465	-1.48387435313694
ZNF7	0.981654346948321	-2.08918241126599
OR2A14	0.6532	-0.393974318365124
AC004893.11	0.6531	-0.393703441795764
RN7SKP263	0.6531	-0.393703441795764
PHB2	0.653	-0.393432594110967
SCARNA12	0.653	-0.393432594110967
RP11-671C19.2	0.854178243470682	-1.0545230504116
AC011998.2	0.854154256999053	-1.0544182159363
NENF	0.930926957196141	-1.48273028236854
RP11-145H9.3	0.930910966215055	-1.48260996671171
HEATR2	0.853978356207099	-1.05364978359371
AC087491.2	0.853954369735469	-1.05354504556389
NEUROD2	0.6525	-0.392078788045149
RP11-141J10.1	0.6525	-0.392078788045149
TIPIN	0.930835009054893	-1.4820387602203
RP5-1110E20.1	0.965103681523621	-1.81325411428057
RP11-295P9.8	0.930783038366361	-1.48164821316478
PIGFP2	0.930767047385275	-1.48152809029433
FUT10	0.965043715344546	-1.81247671064212
GRK5-IT1	0.853714505019169	-1.0524983002455
NKX1-2	0.930679096989298	-1.48086779631531
RP13-238F13.3	0.930679096989298	-1.48086779631531
RP13-238F13.5	0.930679096989298	-1.48086779631531
RP11-119H12.5	0.6523	-0.3915374669012
RP11-119H12.6	0.6523	-0.3915374669012
AC097463.1	0.6523	-0.3915374669012
AC097463.2	0.6523	-0.3915374669012
HLTF-AS1	0.6523	-0.3915374669012
MED28P2	0.6523	-0.3915374669012
PDK2	0.981422477722565	-2.0840563206683
RP5-875H18.4	0.964979751420199	-1.81164868566351
LRG_107	0.6522	-0.391266849357435
SLC35C1	0.853630552368464	-1.05213221171549
RP11-66A2.1	0.6522	-0.391266849357435
RP11-420H19.1	0.853554595208303	-1.05180111022046
RP11-420H19.2	0.853554595208303	-1.05180111022046
AP005138.1	0.853550597463031	-1.05178368702
CTC-304I17.2	0.93053917590479	-1.47981865732791
BTBD7P2	0.853482635793413	-1.05148754144835
EMG1	0.853478638048141	-1.05147012399236
U47924.30	0.853478638048141	-1.05147012399236
RP11-890B15.3	0.964879807788407	-1.81035737795629
AC092295.7	0.964819841609332	-1.80958403997879
VDAC1P7	0.853106847737876	-1.04985169256052
RP11-401F2.2	0.6516	-0.389643744859714
RP11-577G20.2	0.853054877049344	-1.04962567921129
RP11-617J18.1	0.853046881558801	-1.0495909126855
RNU6-1327P	0.989765772104533	-2.31764806355751
RP11-861L17.2	0.964707904741726	-1.80814336457402
PPCS	0.852831003314131	-1.04865269558173
HMGB1P28	0.6512	-0.388562245458111
HSPE1P27	0.6512	-0.388562245458111
CTC-273B12.10	0.6512	-0.388562245458111
LMTK3	0.6512	-0.388562245458111
COX11P1	0.930047453236375	-1.47614454239796
OR2E1P	0.6512	-0.388562245458111
RP1-17K7.1	0.6511	-0.388291941654423
C3ORF27	0.6511	-0.388291941654423
SFTPB	0.929951507349855	-1.47542996103507
CTC-496I23.1	0.6509	-0.387751419123081
AC073409.1	0.929911529897138	-1.47513244103406
AC114752.2	0.852531172418756	-1.0473511455404
RP11-524F11.2	0.964464042280154	-1.80501768004408
FADS6	0.6505	-0.386670713645716
RP11-522M21.2	0.929747622341	-1.4739139720839
PGAM1P9	0.964432060317981	-1.80460905979867
RP11-420J11.1	0.6505	-0.386670713645716
CTA-342B11.1	0.852247332504467	-1.04612064422216
CTA-342B11.2	0.852247332504467	-1.04612064422216
RP11-326A19.5	0.852235339268652	-1.04606868608362
AP003026.1	0.6503	-0.386130530289527
RPS20P5	0.6503	-0.386130530289527
C9ORF69	0.6503	-0.386130530289527
RP11-554L12.2	0.852107411419959	-1.04551464155673
U91328.19	0.929583714784861	-1.47269768748304
U91328.20	0.929583714784861	-1.47269768748304
U91328.21	0.964304132469287	-1.80297758465471
MLXIP	0.851939506118549	-1.04478794479435
CTD-2576F9.1	0.65	-0.385320466407568
CTD-2576F9.2	0.65	-0.385320466407568
CTSV	0.929495764388885	-1.47204594412098
HNRNPA1P11	0.65	-0.385320466407568
AC002070.1	0.851755609836052	-1.04399267135434
RP11-150D20.5	0.92936383879492	-1.47106949989437
NHLH2	0.851731623364422	-1.04388898870858
LRG_490	0.6497	-0.38451065529539
TSPAN31	0.851655666204261	-1.04356073433883
OR2A5	0.929319863596931	-1.47074432996763
CCDC39-AS1	0.851639675223174	-1.04349164248271
ZNRF3-IT1	0.929303872615845	-1.47062612490527
TNRC18	0.980830811422358	-2.07121854657251
CNTROB	0.851443785704862	-1.04264567116111
RNU6-319P	0.929151958295521	-1.46950420023699
LINC00354	0.92914796055025	-1.46947470087382
RP1-72A23.3	0.851319855601441	-1.04211084996625
AC008166.1	0.6493	-0.383431299153555
MAFA	0.92898005524884	-1.4682368806042
RP11-909N17.2	0.851191927752747	-1.04155908895228
RP11-909N17.3	0.851191927752747	-1.04155908895228
MIR603	0.963840394017774	-1.79710336281658
MIR1267	0.963808412055601	-1.79670052305208
MRPL48	0.993899440715436	-2.50627354594129
PYGM	0.6489	-0.382352389528238
AC104600.1	0.850916083329002	-1.04037043196193
AC118345.1	0.850828132933026	-1.0399917488055
AC118345.2	0.850828132933026	-1.0399917488055
RP3-333A15.1	0.6487	-0.381813101651567
KRT37	0.928636249155476	-1.46570929186243
SMARCAD1	0.6486	-0.381543499358533
AC144530.1	0.928556294250043	-1.46512282074604
RP1-303A1.1	0.850576274980911	-1.03890816205732
CTC-453G23.8	0.850564281745096	-1.03885659311289
SNHG17	0.6483	-0.380734858757022
SNORA71A	0.6483	-0.380734858757022
SNORA71B	0.6483	-0.380734858757022
SNORA71C	0.6483	-0.380734858757022
SNORA71D	0.6483	-0.380734858757022
RP11-451B8.1	0.850472333603847	-1.03846132295139
AL080243.1	0.6483	-0.380734858757022
RP11-12M9.3	0.6483	-0.380734858757022
AC097713.4	0.963500585669682	-1.79283801710527
HSPE1P9	0.850444349386946	-1.03834105553694
SERP2	0.6482	-0.380465367231468
AC079154.1	0.850388380953142	-1.03810056575339
CXXC5	0.928300438552656	-1.46324949141222
RAD17P1	0.850248459868634	-1.03749960380325
